N	2gram	Bakhtin_Pr_2	KulturaY
1	т е	26	38
2	и т	13	33
3	в том	6	30
4	и в	43	24
5	том что	2	21
6	т п	9	18
7	что в	4	17
8	и пр	2	15
9	было бы	5	15
10	т д	4	14
11	в этом	13	14
12	точки зрения	13	14
13	может быть	23	13
14	все же	3	12
15	таким образом	5	12
16	в его	10	12
17	и не	29	12
18	не в	11	11
19	только в	4	11
20	вовсе не	5	10
21	в самом	7	10
22	у нас	2	10
23	не только	11	10
24	хотя бы	2	10
25	если бы	3	9
26	то что	7	9
27	прежде всего	10	9
28	отношению к	5	9
29	самом деле	5	9
30	того что	2	9
31	с точки	8	9
32	о том	5	9
33	так как	4	9
34	по отношению	5	8
35	то же	8	8
36	уже не	3	8
37	а не	7	8
38	как раз	4	8
39	тем что	3	8
40	не менее	3	7
41	в них	4	7
42	с другой	4	7
43	как бы	22	7
44	не может	18	7
45	это не	3	7
46	бы в	5	7
47	так и	3	7
48	что он	13	6
49	при этом	6	6
50	на себе	2	6
51	что такое	2	6
52	но и	14	6
53	что же	7	6
54	все это	5	6
55	другой стороны	3	6
56	можно было	3	6
57	все эти	5	6
58	в которых	2	6
59	что это	2	5
60	к тому	4	5
61	но не	5	5
62	еще не	9	5
63	что не	2	5
64	например в	2	5
65	и что	5	5
66	целый ряд	2	5
67	в виду	3	5
68	в той	5	5
69	а в	5	5
70	и его	8	5
71	рядом с	5	5
72	в результате	4	5
73	во всяком	2	5
74	между тем	3	5
75	речи и	4	5
76	так сказать	6	5
77	с ним	3	5
78	и с	5	5
79	с его	4	4
80	в этих	6	4
81	к себе	7	4
82	на то	5	4
83	в нем	12	4
84	по существу	3	4
85	есть в	3	4
86	того же	3	4
87	в пределах	16	4
88	из них	2	4
89	что и	3	4
90	не есть	2	4
91	тем не	2	4
92	в целом	2	4
93	сих пор	7	4
94	до сих	7	4
95	как в	2	4
96	не на	4	4
97	с этим	2	4
98	того как	2	4
99	в самой	4	4
100	так что	5	4
101	речь в	2	4
102	так же	2	4
103	с ними	2	4
104	и на	10	4
105	из этих	2	4
106	и является	2	4
107	слова и	12	4
108	там где	4	4
109	что так	3	3
110	уже в	2	3
111	уже и	2	3
112	для этого	2	3
113	на себя	2	3
114	этом смысле	2	3
115	была бы	2	3
116	из одного	4	3
117	его к	2	3
118	или иной	3	3
119	то это	2	3
120	в первом	2	3
121	меня и	2	3
122	мы увидим	5	3
123	в сущности	9	3
124	это слово	5	3
125	на том	2	3
126	этого слова	2	3
127	слова как	3	3
128	в котором	6	3
129	по мере	4	3
130	даже в	3	3
131	когда он	3	3
132	или менее	3	3
133	в своем	4	3
134	а с	2	3
135	с большим	2	3
136	в их	3	3
137	более или	3	3
138	и даже	3	3
139	и он	5	3
140	в таком	2	3
141	должно быть	4	3
142	той же	3	3
143	должна быть	3	3
144	и здесь	3	3
145	с их	2	3
146	и то	2	3
147	хотя и	5	3
148	в речи	5	3
149	в себе	5	3
150	он есть	2	3
151	здесь не	6	3
152	в одном	12	3
153	я не	4	2
154	никогда не	9	2
155	свой предмет	7	2
156	превращается в	2	2
157	в стороне	2	2
158	и все	6	2
159	в каждом	11	2
160	не могут	4	2
161	что было	2	2
162	вопрос о	2	2
163	по себе	11	2
164	быть в	2	2
165	если мы	2	2
166	слова но	2	2
167	в то	7	2
168	для нас	2	2
169	как и	14	2
170	и как	2	2
171	но все	2	2
172	и при	2	2
173	лишь как	2	2
174	в сторону	2	2
175	что если	3	2
176	а то	2	2
177	в большинстве	9	2
178	в последнем	3	2
179	же время	5	2
180	тот же	3	2
181	и сами	2	2
182	конечно не	2	2
183	в своей	4	2
184	между собою	4	2
185	том же	4	2
186	никак не	5	2
187	же и	4	2
188	о нем	6	2
189	себе и	4	2
190	и мысли	2	2
191	ее в	2	2
192	еще один	3	2
193	ни в	2	2
194	бы и	2	2
195	то и	2	2
196	он не	9	2
197	и для	3	2
198	в слове	5	2
199	лишь в	8	2
200	устной речи	3	2
201	этих случаях	2	2
202	должны быть	2	2
203	на этот	4	2
204	между ними	4	2
205	ни одного	4	2
206	мы наблюдаем	2	2
207	слов в	2	2
208	или в	8	2
209	по своим	3	2
210	также и	3	2
211	и еще	2	2
212	что я	6	2
213	может служить	2	2
214	но ведь	5	2
215	иной раз	2	2
216	слово с	5	2
217	до конца	4	2
218	ничего не	3	2
219	но в	10	2
