N	2gram	Voloshinov_1	Istorich
1	и в	15	28
2	может быть	13	25
3	не может	13	15
4	а не	2	15
5	никогда не	7	14
6	мы должны	7	13
7	что в	6	12
8	то же	7	12
9	не только	5	12
10	только в	6	11
11	что он	8	10
12	все же	5	10
13	мы увидим	4	10
14	прежде всего	11	10
15	но и	4	10
16	мы не	4	10
17	и что	3	10
18	в том	4	9
19	то что	10	9
20	и не	16	9
21	не в	4	9
22	так и	10	9
23	что это	3	8
24	не всегда	4	8
25	если бы	3	8
26	таким образом	21	8
27	в этом	13	8
28	но в	9	8
29	в этих	2	7
30	это не	2	7
31	том что	5	7
32	еще не	7	7
33	было бы	6	7
34	в ней	5	7
35	и др	8	7
36	а в	6	7
37	что мы	2	7
38	не менее	3	6
39	к тому	4	6
40	тем не	2	6
41	ни один	2	6
42	что и	2	6
43	в этой	5	6
44	его в	8	6
45	так как	9	6
46	вместе с	4	6
47	не знает	3	5
48	в одном	3	5
49	в дальнейшем	2	5
50	но не	5	5
51	до сих	3	5
52	в качестве	2	5
53	не будем	2	5
54	что она	2	5
55	ее в	2	5
56	сих пор	3	5
57	в своем	2	5
58	увидим что	4	5
59	их в	2	5
60	сказать что	6	5
61	в его	9	5
62	все это	5	4
63	и другие	2	4
64	между собой	4	4
65	об этом	4	4
66	но все	2	4
67	но это	2	4
68	в большинстве	4	4
69	социальной жизни	2	4
70	и пр	9	4
71	один из	4	4
72	другими словами	3	4
73	на него	4	4
74	связь с	4	4
75	с этим	6	4
76	как и	6	4
77	того что	2	4
78	должны быть	3	4
79	и даже	2	4
80	хотя бы	7	4
81	и для	2	4
82	и с	7	4
83	и на	3	4
84	потому что	4	4
85	в основе	3	4
86	могут быть	6	4
87	находится в	3	4
88	они не	2	4
89	все эти	9	4
90	большинстве случаев	5	4
91	мы знаем	7	4
92	я не	3	3
93	точку зрения	4	3
94	во время	5	3
95	по себе	2	3
96	именно в	3	3
97	для этого	4	3
98	на этом	5	3
99	при этом	7	3
100	не можем	3	3
101	не совсем	2	3
102	должен быть	2	3
103	и по	5	3
104	отношению к	9	3
105	что же	4	3
106	уже не	5	3
107	и его	15	3
108	если мы	5	3
109	чтобы не	2	3
110	как мы	10	3
111	половой зрелости	2	3
112	по отношению	11	3
113	в то	6	3
114	будто бы	2	3
115	дело в	2	3
116	не существует	3	2
117	борьбы с	4	2
118	которые на	2	2
119	не могут	3	2
120	самого начала	5	2
121	всех этих	5	2
122	к этому	7	2
123	его и	2	2
124	развития как	2	2
125	он должен	2	2
126	и потому	8	2
127	между ними	2	2
128	вовсе не	2	2
129	таких случаях	2	2
130	но мы	2	2
131	их нельзя	2	2
132	в ее	4	2
133	мы видели	5	2
134	с самого	7	2
135	в зависимости	2	2
136	зависимости от	2	2
137	одна из	3	2
138	связанные с	2	2
139	для него	5	2
140	в глубине	2	2
141	тот же	5	2
142	и часто	2	2
143	и тот	2	2
144	что такое	3	2
145	с ним	12	2
146	но если	2	2
147	как бы	11	2
148	в таких	3	2
149	в нем	4	2
150	себя в	2	2
151	в целом	2	2
152	во всех	8	2
153	конечно не	3	2
154	со стороны	2	2
155	большую роль	2	2
156	как в	3	2
157	как раз	2	2
158	и только	4	2
159	отношения к	2	2
160	он не	4	2
161	в эпоху	3	2
162	и вот	6	2
163	приводит к	2	2
164	для всех	2	2
165	на первых	2	2
166	одним из	3	2
167	должно быть	2	2
168	и она	2	2
169	ничего не	2	2
170	нас в	2	2
171	между тем	2	2
172	в основном	2	2
173	в себе	4	2
174	бы в	2	2
175	один и	2	2
176	из этого	2	2
177	ответ на	2	2
178	и этим	3	2
179	в области	3	2
180	оно может	3	2
