N	2gram	Propp_Isto_3	Myshleni
1	в том	9	42
2	том что	8	35
3	таким образом	10	25
4	точки зрения	2	24
5	в этом	17	24
6	в качестве	2	21
7	и в	22	20
8	что в	15	19
9	то же	6	16
10	то что	7	15
11	не только	14	15
12	что они	8	14
13	как мы	8	13
14	с другой	7	12
15	при этом	2	12
16	потому что	3	12
17	может быть	11	12
18	в целом	3	11
19	так же	3	11
20	в его	3	11
21	мы должны	7	11
22	того что	5	10
23	так как	7	10
24	мы видим	8	10
25	и то	2	10
26	только в	4	10
27	и другие	4	9
28	и как	3	9
29	одной стороны	2	9
30	но и	12	9
31	другой стороны	7	9
32	с одной	2	9
33	между тем	2	9
34	как это	4	9
35	как и	3	9
36	что и	9	9
37	и не	12	8
38	и что	2	8
39	было бы	3	8
40	вместе с	9	8
41	и более	2	7
42	а не	6	7
43	тем что	4	7
44	могут быть	5	7
45	к тому	3	6
46	тому же	2	6
47	же как	2	6
48	мы видели	13	6
49	не может	4	6
50	и на	4	6
51	сказать что	3	6
52	его в	3	6
53	с тем	2	6
54	что он	9	6
55	в силу	2	6
56	той же	2	6
57	в частности	5	5
58	никогда не	3	5
59	целый ряд	3	5
60	это не	6	5
61	раньше чем	3	5
62	только не	2	5
63	если бы	6	5
64	и его	4	5
65	с этим	8	5
66	и к	3	5
67	все же	5	5
68	о том	3	5
69	мы уже	6	5
70	так и	2	5
71	как в	2	5
72	все эти	4	5
73	мы можем	6	5
74	все время	2	4
75	в своем	2	4
76	для нас	4	4
77	из них	7	4
78	на том	3	4
79	роль в	2	4
80	друг друга	6	4
81	и с	4	4
82	состоит в	3	4
83	к этому	7	4
84	не в	4	4
85	и для	2	4
86	во всяком	2	4
87	на этом	4	3
88	не менее	5	3
89	в этих	11	3
90	и от	3	3
91	точно так	2	3
92	на все	2	3
93	так что	5	3
94	в этой	5	3
95	не имеют	2	3
96	себе и	2	3
97	всяком случае	2	3
98	один из	5	3
99	со стороны	3	3
100	в связи	3	3
101	на его	3	3
102	но в	10	3
103	этом случае	5	3
104	представляет собой	3	3
105	но не	7	3
106	следующим образом	3	3
107	совершенно не	2	3
108	ни в	2	3
109	в виде	2	3
110	связи с	6	3
111	в чем	3	3
112	как только	2	2
113	связана с	3	2
114	такой же	2	2
115	в другой	4	2
116	в наших	2	2
117	прежде всего	3	2
118	очень часто	3	2
119	что на	4	2
120	мы найдем	2	2
121	он видит	3	2
122	в свою	4	2
123	и у	3	2
124	одним из	4	2
125	не совсем	3	2
126	они могут	2	2
127	в ней	2	2
128	в ином	6	2
129	в него	2	2
130	в нем	9	2
131	к нему	5	2
132	данном случае	3	2
133	на одной	2	2
134	здесь мы	5	2
135	они не	4	2
136	не имеет	2	2
137	а в	6	2
138	во многих	2	2
139	в данном	4	2
140	из этих	3	2
141	и здесь	7	2
142	что здесь	6	2
143	их в	3	2
144	мы имеем	19	2
145	но они	2	2
146	видели что	4	2
147	у него	3	2
148	стороны и	3	2
149	видим что	4	2
150	показывает что	5	2
151	а затем	3	2
152	еще не	10	2
153	далеко не	3	2
154	а также	2	2
155	даже в	2	2
156	только на	2	2
157	затем уже	2	2
158	если не	2	2
159	и он	2	2
160	ту же	2	2
161	и это	2	2
162	здесь не	3	2
163	же не	2	2
