N	2gram	Bakhtin_Pr_3	Problema
1	и не	15	28
2	то есть	48	27
3	не только	4	24
4	только в	4	23
5	вовсе не	3	21
6	в том	14	20
7	и в	53	20
8	все эти	9	16
9	то что	9	15
10	потому что	5	15
11	было бы	5	14
12	но и	7	14
13	точки зрения	4	14
14	перед нами	5	13
15	не в	2	13
16	также и	4	13
17	даже и	2	13
18	в себе	5	12
19	том что	5	12
20	прежде всего	15	11
21	с точки	2	11
22	как будто	2	11
23	не менее	3	10
24	тем не	2	10
25	так и	6	10
26	и его	10	10
27	может быть	12	9
28	все это	8	9
29	и даже	2	9
30	в этом	8	9
31	что он	4	8
32	таким образом	6	8
33	в той	2	8
34	и все	10	8
35	но в	5	8
36	с другой	2	7
37	это не	6	7
38	есть в	3	7
39	еще не	5	7
40	мы не	4	7
41	и потому	5	7
42	и тем	2	7
43	то же	6	7
44	именно в	2	7
45	а не	11	7
46	сказать что	10	7
47	и с	6	7
48	в ней	7	7
49	здесь не	4	7
50	хотя бы	2	7
51	и без	3	6
52	и от	3	6
53	а также	4	6
54	как и	11	6
55	но это	3	6
56	по своему	6	6
57	при этом	3	6
58	в таком	2	6
59	и вообще	3	6
60	но не	5	5
61	хотя и	4	5
62	здесь перед	2	5
63	в нем	10	5
64	здесь в	10	5
65	в смысле	2	5
66	можно сказать	8	5
67	в ее	3	5
68	да и	2	5
69	действительности и	2	5
70	и если	3	5
71	человеческой жизни	3	5
72	жизни и	9	5
73	вместе с	2	5
74	как в	7	5
75	не может	2	5
76	в них	2	5
77	так как	7	5
78	в этих	5	5
79	о том	2	5
80	художественных образов	2	4
81	уже в	2	4
82	времени и	2	4
83	у достоевского	17	4
84	и для	4	4
85	и во	4	4
86	и ее	6	4
87	кроме того	3	4
88	одной из	4	4
89	несмотря на	2	4
90	в своей	3	4
91	как бы	14	4
92	тем более	2	4
93	во всех	12	4
94	с этим	2	4
95	в разных	4	4
96	а в	2	4
97	и наконец	2	4
98	в то	5	4
99	здесь как	3	4
100	с ним	2	4
101	нет ни	2	4
102	в связи	2	3
103	человека в	3	3
104	и более	2	3
105	казалось бы	3	3
106	для всех	2	3
107	о себе	2	3
108	в жизни	8	3
109	в условиях	4	3
110	и к	5	3
111	как мы	5	3
112	здесь мы	2	3
113	в начале	2	3
114	в истории	3	3
115	конечно не	4	3
116	вплоть до	4	3
117	в его	8	3
118	что и	3	3
119	в зависимости	2	3
120	что в	2	3
121	в новое	4	3
122	не было	4	3
123	все равно	4	3
124	всякого рода	3	3
125	с другими	3	3
126	и на	18	3
127	тем что	2	3
128	из них	4	3
129	и мышления	2	3
130	правда в	2	3
131	мы все	2	3
132	в сознании	2	3
133	мы должны	4	3
134	зависимости от	2	3
135	самой жизни	2	3
136	нет ничего	2	3
137	как это	2	3
138	в области	3	3
139	мы можем	5	3
140	но они	4	2
141	в конце	3	2
142	на все	2	2
143	для ее	3	2
144	в литературе	5	2
145	что именно	2	2
146	с его	2	2
147	тому же	2	2
148	этого произведения	3	2
149	так называемая	2	2
150	они и	2	2
151	тот же	2	2
152	со всеми	8	2
153	здесь на	2	2
154	что это	2	2
155	на его	3	2
156	в самом	2	2
157	он не	3	2
158	символики и	2	2
159	здесь конечно	4	2
160	на миг	2	2
161	не будем	3	2
162	можно назвать	2	2
163	с ней	3	2
164	говорит о	2	2
165	или менее	3	2
166	и прежде	6	2
167	всех других	2	2
168	жизни в	3	2
169	на земле	14	2
170	мы находим	2	2
171	особенно ярко	3	2
172	мы здесь	3	2
173	и по	3	2
174	почти всегда	3	2
175	говорить о	2	2
176	во всем	2	2
177	во все	5	2
178	или по	3	2
179	далеко не	2	2
180	его в	2	2
181	и это	3	2
182	в которой	2	2
183	того же	2	2
184	более или	3	2
185	не то	3	2
186	еще более	5	2
187	это было	3	2
