N	2gram	Bakhtin_KF_1	Problemy
1	и в	24	35
2	как бы	9	31
3	и не	26	27
4	что он	2	24
5	в его	40	21
6	но в	5	19
7	не может	27	18
8	к себе	2	18
9	как и	5	18
10	в нем	28	16
11	то же	5	15
12	и все	7	15
13	но и	9	14
14	для него	8	14
15	может быть	45	14
16	все это	10	14
17	и его	17	14
18	в этом	14	14
19	к нему	12	13
20	что я	5	13
21	он не	6	13
22	прежде всего	2	12
23	в другом	3	12
24	в то	3	11
25	не в	12	10
26	самом деле	3	10
27	же время	2	10
28	не только	5	10
29	то что	7	10
30	на самом	3	9
31	я не	6	8
32	так и	2	8
33	себя и	2	8
34	потому что	2	8
35	все же	5	8
36	и для	9	8
37	лишь в	8	7
38	а в	4	7
39	точки зрения	12	7
40	с ним	5	7
41	вовсе не	7	7
42	еще не	4	7
43	себе и	3	7
44	для себя	5	7
45	отношению к	22	7
46	в виде	2	7
47	отношении к	2	7
48	там где	5	7
49	слова в	2	6
50	что в	4	6
51	в каждом	3	6
52	но это	6	6
53	отношение к	5	6
54	и на	3	6
55	не знает	5	6
56	в одном	4	6
57	от него	3	6
58	но не	12	6
59	по отношению	26	6
60	только в	16	6
61	в том	6	5
62	знает и	2	5
63	как к	2	5
64	от себя	10	5
65	с ними	3	5
66	когда я	3	5
67	его с	2	5
68	он и	2	5
69	этого слова	2	5
70	как в	2	5
71	и то	2	5
72	в себе	21	5
73	и это	12	5
74	никогда не	5	4
75	та же	2	4
76	или иной	2	4
77	в мире	6	4
78	но все	5	4
79	до конца	3	4
80	не о	2	4
81	рядом с	3	4
82	где он	3	4
83	между тем	4	4
84	той или	3	4
85	но как	5	4
86	его в	5	4
87	сознания и	3	4
88	по себе	2	4
89	меня не	3	4
90	во всем	7	4
91	по своему	3	4
92	и делает	2	4
93	нет и	3	4
94	в своей	10	4
95	а не	17	4
96	что не	3	4
97	тем что	3	4
98	что это	3	4
99	в чем	4	4
100	то ни	2	3
101	его к	2	3
102	ни было	4	3
103	совсем не	2	3
104	с человеком	3	3
105	нет в	4	3
106	в него	2	3
107	в виду	3	3
108	с ее	2	3
109	бы то	2	3
110	в целом	10	3
111	его и	2	3
112	ее как	2	3
113	все эти	10	3
114	того что	3	3
115	должно быть	6	3
116	это не	10	3
117	говорить о	2	3
118	себя как	2	3
119	или как	2	3
120	и свой	2	3
121	в котором	24	3
122	с тем	2	3
123	не как	4	3
124	раз и	2	3
125	этом смысле	3	3
126	в ее	16	3
127	как его	4	3
128	это и	2	3
129	том что	4	3
130	было бы	8	3
131	со всеми	2	3
132	во всех	11	3
133	не могу	3	3
134	что и	7	3
135	а с	2	3
136	сводится к	2	3
137	уже не	7	3
138	которой он	2	3
139	и т.д	2	3
140	только с	3	3
141	ничего не	3	3
142	не менее	3	2
143	времени и	4	2
144	это уже	2	2
145	ни был	2	2
146	места в	4	2
147	тому что	2	2
148	для этого	2	2
149	мысль и	2	2
150	и мир	2	2
151	я уже	2	2
152	вопрос о	2	2
153	ни в	12	2
154	из его	3	2
155	но ни	2	2
156	при этом	4	2
157	в своем	16	2
158	но эта	5	2
159	себя за	2	2
160	но для	2	2
161	в ней	3	2
162	проникает в	5	2
163	но ведь	5	2
164	о том	3	2
165	и ни	3	2
166	я и	2	2
167	а как	2	2
168	всех этих	3	2
169	и та	2	2
170	в жизни	2	2
171	его целом	10	2
172	меня в	3	2
173	конечно в	2	2
174	но конечно	3	2
175	быть в	4	2
176	момент его	8	2
177	слово не	3	2
178	и того	2	2
179	но я	2	2
180	если я	2	2
181	ли это	2	2
182	кажется что	2	2
183	бы он	2	2
184	конечно не	7	2
185	о нем	4	2
186	и этот	3	2
187	себя в	8	2
188	войти в	2	2
189	быть и	3	2
190	бы и	3	2
191	бы не	3	2
192	жизнь и	2	2
193	чтобы не	2	2
194	и как	2	2
195	хотя бы	4	2
196	с точки	9	2
197	вступает в	3	2
198	всей своей	2	2
199	для другого	2	2
200	это было	2	2
