N	2gram	Bakhtin_Fr_8	Myslijsy
1	потому что	6	46
2	то есть	24	34
3	в слове	2	32
4	в том	13	32
5	и в	56	30
6	может быть	3	28
7	то же	11	23
8	не только	8	21
9	только в	9	21
10	но и	9	19
11	том что	8	18
12	то что	3	18
13	что в	5	17
14	в себе	4	16
15	не в	3	15
16	и не	9	15
17	а не	2	15
18	таким образом	17	14
19	что и	3	13
20	так как	4	13
21	вместе с	2	12
22	а в	2	12
23	если бы	2	12
24	так и	13	11
25	как и	5	10
26	в этом	14	10
27	в то	12	10
28	для него	2	9
29	было бы	2	9
30	в нем	8	9
31	мы не	2	9
32	между тем	3	9
33	в самом	9	8
34	в ней	4	8
35	и то	2	8
36	с другой	2	7
37	вовсе не	6	7
38	как мы	7	7
39	так что	3	7
40	с тем	2	7
41	но не	5	7
42	с одной	4	7
43	что он	2	6
44	но это	2	6
45	из них	2	6
46	например в	4	6
47	между собою	2	6
48	не может	2	6
49	уже не	3	6
50	с ним	2	6
51	уже в	2	5
52	в них	11	5
53	можно видеть	3	5
54	человека и	2	5
55	в каком	2	5
56	и как	2	5
57	же время	10	5
58	в своем	3	5
59	языка в	2	5
60	еще не	10	5
61	в действительности	2	5
62	сказать что	3	5
63	слова и	3	5
64	что это	4	4
65	мы видели	5	4
66	для понимания	2	4
67	все это	8	4
68	то время	2	4
69	в его	18	4
70	в котором	2	4
71	один из	5	4
72	другой стороны	2	4
73	и его	12	4
74	он не	5	4
75	не было	5	4
76	с какою	2	4
77	для того	2	4
78	что для	3	4
79	того как	2	4
80	далеко не	2	4
81	и потому	4	4
82	и при	2	4
83	прежде всего	6	3
84	и все	6	3
85	что все	4	3
86	в образе	3	3
87	к этому	2	3
88	связь с	3	3
89	более или	2	3
90	до сих	8	3
91	можно сказать	2	3
92	одной стороны	2	3
93	при этом	4	3
94	ни о	2	3
95	действительности и	2	3
96	что она	2	3
97	как бы	11	3
98	образом и	3	3
99	время в	3	3
100	или менее	2	3
101	только на	2	3
102	того чтобы	4	3
103	к нему	2	3
104	все остальные	2	3
105	так же	2	3
106	и на	7	3
107	образом в	2	3
108	его в	2	3
109	там где	3	3
110	здесь как	2	3
111	в которой	4	3
112	сих пор	8	3
113	только не	2	2
114	во многом	2	2
115	перед нами	3	2
116	во время	5	2
117	не были	3	2
118	связи с	6	2
119	так например	2	2
120	не подлежит	3	2
121	не как	2	2
122	между людьми	2	2
123	в одном	2	2
124	это в	2	2
125	его к	3	2
126	одной из	3	2
127	на котором	2	2
128	в ее	6	2
129	мы видим	6	2
130	в этой	6	2
131	что они	2	2
132	по своему	8	2
133	у него	7	2
134	в большей	3	2
135	несмотря на	2	2
136	на его	6	2
137	в речи	2	2
138	он говорит	2	2
139	и о	3	2
140	мы уже	10	2
141	за пределы	4	2
142	был бы	3	2
143	даже в	4	2
144	вопрос об	2	2
145	его жизни	2	2
146	все же	2	2
147	в своей	2	2
148	и до	10	2
149	в их	3	2
150	в форме	3	2
151	целый ряд	2	2
152	в других	2	2
153	в виде	2	2
154	самом деле	2	2
155	когда в	2	2
156	и наконец	3	2
157	и даже	8	2
158	той же	6	2
159	языка и	6	2
160	в которых	2	2
161	на мир	2	2
162	с этой	2	2
163	их в	4	2
164	ни в	2	2
165	людей и	2	2
166	точки зрения	6	2
167	могла быть	2	2
168	бы в	3	2
169	во времена	3	2
170	о том	4	2
171	так сказать	5	2
172	в области	5	2
173	нет ни	2	2
174	и с	8	2
