N	2gram	Voloshinov_1	Analitik
1	не только	27	22
2	и в	38	18
3	как и	10	14
4	так и	6	14
5	в этом	10	14
6	но и	13	13
7	и его	7	13
8	в частности	3	12
9	том что	3	12
10	в качестве	4	12
11	и не	14	12
12	при этом	9	11
13	а в	5	10
14	как бы	28	10
15	то есть	4	10
16	может быть	13	9
17	а не	6	9
18	в том	2	9
19	с его	7	8
20	в первой	2	8
21	и даже	3	8
22	но не	2	7
23	в его	6	7
24	во второй	3	7
25	к тому	4	6
26	не в	6	6
27	в начале	3	6
28	для него	3	6
29	еще не	3	6
30	в этой	6	6
31	он не	2	6
32	о том	4	6
33	никогда не	7	5
34	однако в	2	5
35	не является	5	5
36	в конце	6	5
37	прежде всего	21	5
38	в свою	6	5
39	или иной	4	5
40	в самом	4	5
41	что и	3	5
42	в мире	2	5
43	и т.п	21	5
44	лишь в	4	5
45	уже не	4	5
46	той же	5	5
47	в слове	3	5
48	между тем	3	5
49	мы имеем	2	5
50	представляет собой	2	5
51	перед нами	3	4
52	отнюдь не	10	4
53	в одном	3	4
54	что он	2	4
55	можно сказать	4	4
56	и к	4	4
57	и как	9	4
58	себя в	4	4
59	свою очередь	4	4
60	и сам	2	4
61	все же	7	4
62	ли не	2	4
63	таким образом	7	4
64	тем самым	7	4
65	и на	6	4
66	уже в	5	3
67	были бы	4	3
68	и без	4	3
69	к этому	2	3
70	не всегда	2	3
71	не должно	2	3
72	в ее	3	3
73	тому же	2	3
74	было бы	7	3
75	же время	7	3
76	той или	3	3
77	не будет	3	3
78	в целом	4	3
79	как в	2	3
80	все это	4	3
81	то же	14	3
82	не было	2	3
83	этом отношении	2	3
84	еще и	2	3
85	его не	2	3
86	роль в	3	3
87	мы не	9	3
88	ничего не	8	3
89	с этим	2	3
90	точки зрения	10	3
91	но как	2	3
92	в то	9	3
93	его в	4	3
94	здесь не	2	3
95	ответ на	2	3
96	как это	5	3
97	я и	2	3
98	художественного высказывания	2	2
99	бы и	2	2
100	для всех	2	2
101	все эти	2	2
102	это не	3	2
103	всякое высказывание	3	2
104	и от	7	2
105	в жизни	2	2
106	и ситуации	2	2
107	в нем	4	2
108	как уже	2	2
109	есть не	2	2
110	в тех	3	2
111	несмотря на	2	2
112	не должен	2	2
113	да и	4	2
114	в дальнейшем	2	2
115	с появлением	4	2
116	с самим	2	2
117	иметь дело	3	2
118	с тем	8	2
119	по своему	3	2
120	очевидно что	2	2
121	о своем	3	2
122	совершенно не	3	2
123	на его	5	2
124	значительной степени	2	2
125	и той	5	2
126	хотя и	3	2
127	в ней	8	2
128	об этом	3	2
129	и потому	2	2
130	по своей	2	2
131	гораздо более	2	2
132	один из	4	2
133	не с	3	2
134	то что	8	2
135	во всех	6	2
136	вместе с	5	2
137	связь с	2	2
138	в форме	6	2
139	не может	12	2
140	отношения к	3	2
141	те же	4	2
142	одной и	2	2
143	и вот	3	2
144	в той	5	2
145	самом деле	4	2
146	в значительной	2	2
147	высказывания как	3	2
148	на наш	2	2
149	не мог	3	2
150	с точки	5	2
151	и он	2	2
152	и для	3	2
153	сказать что	3	2
154	мы можем	7	2
155	тем что	2	2
156	нуждается в	2	2
157	в себе	9	2
158	и здесь	3	2
159	что мы	11	2
160	только в	6	2
161	и т.д	21	2
162	вопроса о	4	2
163	этого слова	3	2
164	и все	4	2
165	так сказать	4	2
166	когда мы	6	2
167	но в	5	2
168	о своей	4	2
