N	2gram	Vinokur_Ku_3	Formalny
1	т е	32	32
2	и не	10	30
3	вовсе не	5	28
4	и в	23	27
5	может быть	14	25
6	не может	6	24
7	так и	6	21
8	таким образом	9	18
9	в этом	16	18
10	а не	11	17
11	точки зрения	23	16
12	самом деле	14	16
13	и пр	3	15
14	в процессе	3	15
15	то же	6	15
16	на самом	3	14
17	как и	5	14
18	с точки	16	14
19	не в	5	12
20	если бы	8	12
21	в самом	13	11
22	и т	54	11
23	но и	3	10
24	не могут	5	10
25	лишь в	8	9
26	так как	9	9
27	не только	17	9
28	так же	2	9
29	что в	13	8
30	ни в	3	8
31	при этом	6	8
32	в пределах	2	8
33	как бы	5	8
34	с помощью	6	8
35	отнюдь не	3	8
36	то что	4	8
37	как раз	4	8
38	как мы	5	8
39	только в	6	8
40	не менее	12	7
41	в том	22	7
42	все это	2	7
43	потому что	12	7
44	в то	3	7
45	его в	2	7
46	между тем	4	7
47	с тем	6	7
48	совершенно не	5	7
49	в его	11	7
50	если мы	7	7
51	тем же	2	7
52	там где	3	7
53	с другой	7	6
54	т д	8	6
55	все эти	7	6
56	но в	2	6
57	что он	6	6
58	еще не	9	6
59	было бы	16	6
60	все же	5	6
61	в своей	4	6
62	хотя бы	9	6
63	в данном	7	6
64	во всяком	2	6
65	вместе с	2	6
66	независимо от	5	5
67	что именно	3	5
68	зависимости от	8	5
69	в дальнейшем	2	5
70	что они	2	5
71	того чтобы	11	5
72	другой стороны	3	5
73	в ней	3	5
74	в результате	3	5
75	в зависимости	7	5
76	именно так	2	5
77	но не	3	5
78	что же	5	5
79	т п	41	5
80	тому как	2	5
81	тем что	5	5
82	связи с	6	5
83	если же	2	5
84	так сказать	2	5
85	уже в	3	4
86	прежде всего	9	4
87	к тому	3	4
88	и как	2	4
89	можно говорить	10	4
90	для того	12	4
91	мы видели	3	4
92	в целом	4	4
93	данном случае	4	4
94	смысл и	2	4
95	в связи	5	4
96	они не	3	4
97	о том	6	4
98	как это	7	4
99	тогда когда	4	4
100	по себе	6	4
101	не есть	3	4
102	в ее	4	4
103	том что	11	4
104	слов и	5	4
105	она не	3	4
106	в корне	2	4
107	конечно не	2	4
108	как в	4	4
109	в слове	4	4
110	мы не	3	4
111	связь между	3	4
112	могут быть	6	4
113	установка на	3	4
114	слова и	7	4
115	бы и	3	3
116	что это	3	3
117	в этих	2	3
118	тому что	4	3
119	в какой	3	3
120	столь же	4	3
121	это не	3	3
122	формы и	3	3
123	те же	7	3
124	можно сказать	2	3
125	как таковой	2	3
126	для нас	4	3
127	должна быть	3	3
128	того что	11	3
129	она есть	2	3
130	не о	2	3
131	в виду	8	3
132	и тем	6	3
133	только то	3	3
134	по отношению	3	3
135	той же	3	3
136	и что	7	3
137	о материале	3	3
138	в которых	3	3
139	никак не	2	3
140	сказать что	7	3
141	и с	3	3
142	а что	2	3
143	к его	2	3
144	материалом поэзии	2	3
145	и более	3	3
146	раз и	2	3
147	на фоне	7	3
148	ясно что	4	3
149	в условиях	2	3
150	у нас	10	3
151	того же	4	3
152	равно как	2	3
153	отношению к	2	3
154	время в	3	3
155	в той	4	3
156	уже не	8	3
157	то мы	3	3
158	внутренней формы	2	3
159	то он	3	3
160	в поэзии	5	3
161	или иное	2	2
162	одним и	2	2
163	для этого	6	2
164	в отношении	3	2
165	главным образом	2	2
166	п в	3	2
167	или иной	7	2
168	лишь с	4	2
169	но это	5	2
170	такой же	2	2
171	на этом	2	2
172	очевидно что	3	2
173	как о	3	2
174	смысле слова	2	2
175	в общем	6	2
176	к другому	2	2
177	но для	3	2
178	но если	3	2
179	в котором	2	2
180	связи и	2	2
181	был бы	3	2
182	учение о	2	2
183	дело не	2	2
184	от того	5	2
185	что она	5	2
186	отличается от	2	2
187	в своем	4	2
188	и только	3	2
189	и содержание	3	2
190	именно на	2	2
191	увидим что	2	2
192	может иметь	3	2
193	чем же	2	2
194	из этих	5	2
195	как он	2	2
196	в россии	2	2
197	слово в	3	2
198	и действительно	3	2
199	смысле этого	2	2
200	однако в	2	2
201	не как	2	2
202	и иной	2	2
203	самый смысл	3	2
204	является и	2	2
205	языка как	4	2
206	ясной становится	2	2
207	говорить о	6	2
208	то в	3	2
209	мы должны	3	2
210	в данной	3	2
211	в сущности	4	2
212	за пределы	2	2
213	бы например	2	2
214	не значит	5	2
215	этого слова	4	2
216	что и	6	2
217	тем не	9	2
218	и именно	3	2
219	о поэзии	4	2
220	так в	2	2
221	в языке	7	2
222	и самый	2	2
223	в отличие	2	2
224	бы не	3	2
225	и содержания	2	2
226	это и	3	2
227	чтобы не	2	2
228	проблема и	2	2
229	то или	2	2
230	в таком	4	2
231	слова как	2	2
232	в каком	3	2
233	не понимают	2	2
234	отношения между	4	2
235	на протяжении	2	2
236	здесь не	2	2
237	отличие от	2	2
238	в области	14	2
239	ничего не	6	2
