N	2gram	Nazirov_Tv_1	Dialekti
1	и не	7	27
2	а не	5	26
3	и в	21	24
4	и т	3	24
5	значит что	2	24
6	не только	7	23
7	не может	4	19
8	что все	3	14
9	то что	8	14
10	может быть	5	13
11	таким образом	5	13
12	и даже	3	13
13	что он	6	13
14	вовсе не	5	13
15	того что	3	12
16	не менее	6	11
17	тем не	2	10
18	отнюдь не	5	10
19	не существует	3	10
20	но и	3	9
21	что она	2	9
22	есть не	2	9
23	прежде всего	4	8
24	так что	2	8
25	и как	4	8
26	том что	11	8
27	в этом	6	8
28	в виде	3	8
29	что в	12	7
30	никогда не	3	7
31	в самом	3	7
32	потому что	5	7
33	в виду	2	7
34	это и	3	7
35	как и	12	7
36	только на	2	7
37	я не	3	6
38	но если	3	6
39	все это	10	6
40	и с	3	6
41	о том	6	6
42	так как	3	6
43	и все	6	6
44	об этом	2	6
45	что и	2	6
46	то же	13	6
47	самом деле	2	6
48	в том	7	5
49	что его	2	5
50	но это	5	5
51	хотя и	3	5
52	жизни и	3	5
53	и его	6	5
54	что для	2	5
55	в то	15	5
56	по крайней	2	5
57	он не	8	5
58	крайней мере	2	5
59	так и	2	5
60	уже не	3	5
61	что не	2	5
62	и притом	2	5
63	личности и	2	5
64	только в	5	5
65	с другой	3	4
66	это не	4	4
67	к тому	2	4
68	хотя бы	5	4
69	но только	2	4
70	так же	3	4
71	сказать что	2	4
72	а что	2	4
73	говорит о	3	4
74	только что	2	4
75	в чем	2	4
76	для него	6	4
77	перед нами	2	3
78	быть может	2	3
79	все же	5	3
80	в своем	4	3
81	в одной	2	3
82	и от	4	3
83	его как	2	3
84	не в	2	3
85	же время	12	3
86	в основе	2	3
87	в нем	3	3
88	из них	2	3
89	но его	2	3
90	на свете	2	3
91	и на	7	3
92	ни на	3	3
93	при помощи	2	3
94	себя как	2	3
95	одна из	2	3
96	но она	2	3
97	не будет	2	3
98	как бы	17	3
99	тем самым	7	3
100	той же	3	3
101	не знает	2	3
102	зависит от	2	2
103	в частности	2	2
104	точно так	2	2
105	себя но	2	2
106	при этом	7	2
107	и тем	2	2
108	не имеют	4	2
109	именно в	2	2
110	и по	3	2
111	а в	6	2
112	же и	2	2
113	в своих	5	2
114	людей и	2	2
115	в ней	2	2
116	в первом	2	2
117	нет ни	2	2
118	но в	7	2
119	я и	3	2
120	своего собственного	2	2
121	с его	11	2
122	у него	7	2
123	в их	3	2
124	личности в	2	2
125	то в	2	2
126	но не	3	2
127	со всеми	3	2
128	и когда	2	2
129	ее в	3	2
130	и у	2	2
131	пространства и	2	2
132	и он	2	2
133	есть основа	3	2
134	или в	2	2
135	и необходимости	2	2
136	в данном	2	2
137	из себя	2	2
138	могут быть	2	2
139	в себе	2	2
140	в его	13	2
141	более не	2	2
