N	2gram	Berdyaev_M_1	Problemy
1	и в	28	43
2	и не	11	29
3	т е	2	26
4	может быть	30	23
5	как бы	2	22
6	не может	28	18
7	у достоевского	42	14
8	но и	25	14
9	как и	5	14
10	точки зрения	4	13
11	в этом	20	13
12	что он	10	13
13	в нем	13	12
14	не в	16	11
15	не только	29	11
16	прежде всего	10	10
17	и на	6	10
18	но в	7	10
19	в его	9	10
20	никогда не	14	9
21	он не	24	9
22	с самим	2	8
23	для него	11	8
24	лишь в	6	8
25	и его	9	8
26	о себе	3	7
27	до сих	2	7
28	в него	3	7
29	в самом	11	7
30	в то	2	7
31	то что	5	7
32	сих пор	2	7
33	а не	25	7
34	в этих	4	6
35	в том	6	6
36	в котором	8	6
37	и все	10	6
38	у него	17	6
39	не как	4	6
40	о нем	2	6
41	приводит к	2	6
42	к нему	7	5
43	все это	6	5
44	по отношению	2	5
45	все эти	2	5
46	а в	4	5
47	и с	3	5
48	бы в	2	5
49	о том	2	5
50	но не	8	5
51	было бы	10	5
52	мы увидим	3	5
53	и что	2	5
54	отношению к	2	5
55	в той	2	5
56	и он	12	5
57	в себе	7	5
58	не могут	5	4
59	что в	10	4
60	в своем	10	4
61	к тому	3	4
62	в самой	7	4
63	до конца	14	4
64	и нет	2	4
65	себе и	2	4
66	должно быть	3	4
67	но он	9	4
68	человека в	13	4
69	так как	3	4
70	то есть	3	4
71	а как	2	4
72	с его	3	4
73	с собой	3	4
74	в них	4	4
75	в своей	15	4
76	достоевского в	9	4
77	героев достоевского	2	4
78	достоевский в	5	4
79	на этот	2	4
80	только в	6	4
81	и это	12	4
82	в человеке	8	3
83	должна быть	6	3
84	себя и	3	3
85	это не	5	3
86	есть и	3	3
87	он сам	6	3
88	достоевского не	4	3
89	он был	14	3
90	о своей	2	3
91	в виду	2	3
92	и их	3	3
93	в их	4	3
94	он и	2	3
95	для достоевского	5	3
96	творчестве достоевского	4	3
97	обращен к	4	3
98	его в	3	3
99	с ним	2	3
100	в жизни	3	3
101	чем у	4	3
102	если бы	2	3
103	не знает	4	3
104	и к	2	3
105	достоевского это	2	3
106	она не	4	3
107	когда он	3	3
108	не хочет	2	3
109	за пределы	4	3
110	что и	4	3
111	все же	2	3
112	себя в	3	3
113	достоевского но	3	3
114	уже не	4	3
115	также и	2	3
116	и для	2	3
117	не была	3	3
118	ничего не	3	3
119	тем что	4	3
120	могут быть	2	3
121	уже в	4	2
122	не был	7	2
123	него как	2	2
124	в конце	7	2
125	мысли и	2	2
126	переходит в	15	2
127	человека и	14	2
128	вопрос о	2	2
129	для нас	3	2
130	достоевского он	7	2
131	и как	2	2
132	записной книжке	2	2
133	пути и	2	2
134	него не	2	2
135	из подполья	10	2
136	время как	2	2
137	отношение к	4	2
138	на том	3	2
139	отличается от	2	2
140	отношения к	4	2
141	достоевского и	10	2
142	образ человека	7	2
143	того что	7	2
144	особенно в	3	2
145	чтобы не	2	2
146	в которых	4	2
147	сказать что	2	2
148	его творчества	2	2
149	и еще	3	2
150	как он	2	2
151	человек и	6	2
152	с этим	3	2
153	у нас	5	2
154	к миру	2	2
155	по своему	2	2
156	достоевский не	6	2
157	достоевского нет	5	2
158	то время	2	2
159	ведь это	2	2
160	с их	2	2
161	ивана карамазова	7	2
162	конечно не	3	2
163	которую он	2	2
164	конце концов	2	2
165	не есть	9	2
166	бы и	3	2
167	как в	2	2
168	входит в	2	2
169	том что	3	2
170	хотя бы	3	2
171	достоевского как	2	2
172	своей записной	2	2
173	отношении к	2	2
174	бы не	2	2
175	в творчестве	10	2
176	все его	3	2
