N	3gram	Losev_Dial_2	Problema
1	о том что	4	9
2	с точки зрения	8	8
3	в том что	6	8
4	в связи с	4	7
5	с другой стороны	4	5
6	тем не менее	2	5
7	по крайней мере	9	4
8	как будто бы	3	3
9	можно сказать что	3	3
10	может быть только	2	3
11	в то время	3	3
12	и в частности	2	3
13	не что иное	3	3
14	только тогда когда	4	3
15	что иное как	3	3
16	то время как	3	3
17	в данном случае	2	2
18	потому что он	2	2
19	во всяком случае	2	2
20	потому что они	2	2
21	в таком случае	3	2
22	не может быть	3	2
23	до сих пор	2	2
