N	2gram	Propp_Isto_1	formyVre
1	и в	28	50
2	в этом	8	25
3	в нем	2	24
4	и его	3	16
5	прежде всего	10	15
6	и не	9	14
7	как мы	3	14
8	вовсе не	2	13
9	как раз	2	13
10	в его	5	13
11	по существу	5	12
12	так и	9	12
13	может быть	25	11
14	таким образом	8	11
15	то же	12	11
16	и как	2	10
17	но в	8	10
18	в том	9	9
19	и др	7	9
20	в особенности	2	9
21	все эти	4	9
22	в то	3	9
23	не только	12	9
24	ничего не	2	9
25	и т	25	8
26	и их	3	8
27	но и	10	8
28	и на	4	8
29	как и	4	8
30	это время	2	7
31	все же	10	6
32	в частности	2	6
33	это не	7	6
34	в дальнейшем	5	6
35	например в	5	6
36	в их	3	6
37	не может	15	6
38	так же	7	6
39	так как	6	6
40	с этим	4	6
41	связи с	4	6
42	во всех	2	6
43	то что	9	6
44	в ее	2	6
45	как в	2	6
46	что в	12	5
47	и другие	4	5
48	в образе	3	5
49	не в	9	5
50	в пределах	4	5
51	в связи	4	5
52	время как	3	5
53	в основе	4	5
54	всех этих	2	5
55	но все	4	5
56	если бы	8	5
57	но не	5	5
58	еще не	7	5
59	наряду с	3	5
60	он не	2	5
61	в основном	2	5
62	отношению к	3	5
63	могут быть	4	5
64	в своем	5	4
65	в котором	3	4
66	все это	4	4
67	потому что	4	4
68	и с	4	4
69	в ней	7	4
70	между собой	4	4
71	то время	3	4
72	конечно не	2	4
73	том что	7	4
74	и для	4	4
75	только в	11	4
76	здесь не	4	4
77	не могут	2	3
78	мы еще	3	3
79	в этих	7	3
80	большую роль	2	3
81	вследствие этого	2	3
82	к тому	6	3
83	с тем	4	3
84	при этом	3	3
85	один из	4	3
86	в форме	3	3
87	по отношению	3	3
88	отношения к	2	3
89	с одной	4	3
90	именно в	3	3
91	они не	4	3
92	а в	7	3
93	их в	5	3
94	сказать что	5	3
95	в начале	3	3
96	его но	2	3
97	его в	6	3
98	в одном	5	3
99	ни к	2	3
100	но они	2	3
101	был бы	2	3
102	не знает	5	3
103	к этому	2	3
104	значение и	2	3
105	в качестве	5	3
106	одной из	2	3
107	и потому	2	3
108	что и	6	3
109	вместе с	6	3
110	сих пор	5	3
111	во всей	2	3
112	а не	15	3
113	что не	2	3
114	между ними	2	3
115	мы не	10	3
116	мы видим	11	3
117	или в	5	3
118	нас в	2	3
119	в себе	2	3
120	до сих	5	3
121	самого начала	2	2
122	мы будем	5	2
123	же как	2	2
124	никогда не	14	2
125	его и	2	2
126	точку зрения	3	2
127	с другой	6	2
128	никто не	2	2
129	была бы	2	2
130	вопрос о	5	2
131	а только	2	2
132	для нас	13	2
133	с самого	2	2
134	для него	2	2
135	одной стороны	4	2
136	нет в	2	2
137	есть только	3	2
138	в целом	2	2
139	в некоторых	2	2
140	еще и	2	2
141	на них	2	2
142	к своему	2	2
143	всякого рода	2	2
144	на основе	5	2
145	того что	4	2
146	и даже	4	2
147	и по	3	2
148	к ним	4	2
149	также и	3	2
150	во всем	3	2
151	что мы	7	2
152	мы должны	13	2
153	как он	2	2
154	с ним	2	2
155	для всех	2	2
156	он должен	2	2
157	в стороне	3	2
158	не как	3	2
159	раз и	3	2
160	тогда когда	2	2
161	ясно что	2	2
162	по себе	3	2
163	об этом	4	2
164	одна из	2	2
165	здесь в	2	2
166	было бы	7	2
167	в данной	2	2
168	но оно	4	2
169	как бы	2	2
170	ее в	5	2
171	даже не	2	2
172	в отличие	2	2
173	связь между	3	2
174	если мы	3	2
175	уже не	3	2
176	хотя бы	4	2
177	от этого	2	2
178	тем что	3	2
179	вступает в	2	2
180	можно назвать	2	2
181	попадает в	5	2
182	как оно	2	2
183	дело в	3	2
184	там где	4	2
185	отличие от	2	2
