N	3gram	Vygotskiy__4	Myslijsy
1	в том что	12	16
2	смысле этого слова	3	7
3	сам по себе	2	5
4	с другой стороны	2	4
5	а b с	3	4
6	в то время	2	4
7	вместе с тем	2	4
8	до сих пор	3	3
9	и т д	2	3
10	с одной стороны	3	3
11	что он не	4	3
12	для того чтобы	19	3
13	потому что он	2	3
14	и той же	2	2
15	этого слова и	2	2
16	что в ней	2	2
17	к тому что	5	2
18	и в самом	2	2
19	том что он	3	2
20	то что мы	3	2
21	и может быть	4	2
22	сама по себе	3	2
23	в том чтобы	3	2
24	не только не	2	2
25	и т п	3	2
26	одной и той	2	2
27	именно в том	2	2
