N	2gram	Propp_Isto_4	Problemy
1	и в	26	43
2	и не	9	29
3	т е	18	26
4	может быть	14	23
5	как бы	3	22
6	не может	6	18
7	но и	12	14
8	как и	7	14
9	и т	27	13
10	в этом	7	13
11	что он	10	13
12	в нем	2	12
13	в одном	5	12
14	не в	5	11
15	по себе	2	11
16	не только	15	11
17	и на	2	10
18	но в	5	10
19	в его	5	10
20	как мы	5	10
21	никогда не	2	9
22	еще не	6	9
23	он не	7	9
24	лишь в	2	8
25	то же	8	8
26	и его	10	8
27	или в	3	8
28	перед нами	3	7
29	до сих	5	7
30	к себе	3	7
31	то что	16	7
32	сих пор	5	7
33	а не	6	7
34	в другом	5	7
35	в этих	7	6
36	в том	3	6
37	при этом	3	6
38	и все	2	6
39	у него	5	6
40	что я	2	6
41	здесь не	4	6
42	на то	3	5
43	так что	2	5
44	хотя и	2	5
45	к нему	6	5
46	все это	2	5
47	таким образом	10	5
48	все эти	3	5
49	а в	8	5
50	и с	5	5
51	вовсе не	4	5
52	о том	4	5
53	но не	5	5
54	было бы	2	5
55	мы увидим	3	5
56	и что	5	5
57	и он	3	5
58	в себе	2	5
59	не могут	2	4
60	что в	14	4
61	в своем	2	4
62	с другой	4	4
63	но это	3	4
64	это он	2	4
65	вот как	2	4
66	т д	24	4
67	их в	7	4
68	но он	4	4
69	во время	7	4
70	так как	9	4
71	а как	2	4
72	с собой	5	4
73	в своей	4	4
74	не на	3	4
75	там где	3	4
76	на этот	2	4
77	между ними	3	4
78	этот вопрос	2	4
79	только в	3	4
80	не менее	2	3
81	должна быть	2	3
82	это не	5	3
83	в одной	3	3
84	есть и	2	3
85	есть в	2	3
86	но для	2	3
87	и их	2	3
88	и только	5	3
89	и даже	4	3
90	героя в	7	3
91	и здесь	5	3
92	во всем	3	3
93	его в	9	3
94	еще один	2	3
95	если бы	2	3
96	герой и	2	3
97	по существу	3	3
98	она не	3	3
99	мы уже	5	3
100	когда он	6	3
101	не хочет	2	3
102	даже в	4	3
103	что и	9	3
104	все же	9	3
105	себя в	2	3
106	на него	3	3
107	так и	10	3
108	уже не	5	3
109	другой стороны	4	3
110	ничего не	5	3
111	тем что	5	3
112	в виде	2	3
113	могут быть	6	3
114	и этим	2	3
115	уже в	2	2
116	его и	2	2
117	что у	3	2
118	из этих	3	2
119	переходит в	3	2
120	в образе	3	2
121	вопрос о	4	2
122	его к	3	2
123	от них	2	2
124	что на	2	2
125	тем не	2	2
126	для нас	3	2
127	ни в	2	2
128	сливается с	2	2
129	и как	5	2
130	но все	5	2
131	мы здесь	2	2
132	что это	2	2
133	например в	3	2
134	и др	5	2
135	то это	5	2
136	в целом	2	2
137	отношение к	2	2
138	на том	2	2
139	в форме	2	2
140	меня и	2	2
141	но эта	4	2
142	здесь мы	2	2
143	того что	2	2
144	этих случаях	8	2
145	так же	18	2
146	с ними	5	2
147	в которых	4	2
148	сказать что	2	2
149	известно что	2	2
150	из них	2	2
151	но этот	2	2
152	как он	6	2
153	превращается в	7	2
154	с этим	2	2
155	об этом	7	2
156	а затем	3	2
157	у нас	2	2
158	и при	3	2
159	одна из	2	2
160	указывает на	4	2
161	конечно не	2	2
162	на себя	4	2
163	он говорит	2	2
164	этого слова	2	2
165	не есть	2	2
166	и пр	11	2
167	как в	7	2
168	и они	2	2
169	том что	3	2
170	хотя бы	2	2
171	что этот	4	2
172	и то	6	2
173	мы можем	6	2
174	того как	4	2
