N	2gram	Tiupa_Lite_3	FransuaR
1	и в	16	45
2	то есть	5	25
3	и т.п	6	16
4	и не	22	15
5	не только	14	14
6	в этом	14	14
7	но в	3	14
8	в его	6	13
9	во всех	2	13
10	и его	6	13
11	как бы	8	12
12	что в	2	12
13	в романе	3	11
14	то же	9	11
15	в то	9	11
16	прежде всего	3	10
17	в том	12	10
18	в нем	2	10
19	но и	14	10
20	как и	5	10
21	право на	2	10
22	и с	2	10
23	же время	7	9
24	как мы	2	8
25	жизни и	3	8
26	так же	2	8
27	мира и	2	8
28	с его	6	7
29	в конце	2	7
30	том что	8	7
31	не в	10	7
32	что и	2	7
33	потому что	3	7
34	что он	5	6
35	в этой	8	6
36	здесь не	2	6
37	так и	9	6
38	того чтобы	2	6
39	для того	2	6
40	связи с	2	6
41	и к	3	5
42	со всеми	2	5
43	например в	3	5
44	одним из	4	5
45	хотя и	4	5
46	с ее	3	5
47	как раз	2	5
48	не может	8	5
49	этом отношении	5	5
50	самом деле	3	5
51	и как	3	5
52	и на	2	5
53	его в	2	5
54	все они	2	4
55	том числе	3	4
56	тому же	5	4
57	но не	4	4
58	своего рода	10	4
59	в самом	3	4
60	а также	4	4
61	в первой	2	4
62	здесь как	2	4
63	а не	12	4
64	и даже	2	4
65	как на	3	4
66	а в	5	4
67	той же	3	4
68	в основе	5	4
69	точки зрения	7	4
70	только в	7	4
71	о том	6	4
72	как это	3	4
73	не менее	2	3
74	как в	5	3
75	это не	5	3
76	в одном	4	3
77	по существу	4	3
78	того же	2	3
79	для него	2	3
80	в своей	7	3
81	вместе с	5	3
82	и одновременно	2	3
83	еще и	2	3
84	именно в	5	3
85	в году	5	3
86	и вот	2	3
87	того что	9	3
88	и для	4	3
89	он и	2	3
90	в другом	6	3
91	в поэзии	5	3
92	там где	3	3
93	о чем	3	3
94	только для	3	2
95	с которой	2	2
96	в сторону	3	2
97	себя и	2	2
98	жизни в	4	2
99	за его	2	2
100	к этому	2	2
101	еще один	2	2
102	числе и	2	2
103	можно сказать	2	2
104	к тому	6	2
105	в г	3	2
106	раз в	2	2
107	отличие от	5	2
108	своей жизни	2	2
109	в начале	4	2
110	то что	12	2
111	в качестве	5	2
112	него не	2	2
113	было бы	2	2
114	этот путь	2	2
115	несмотря на	2	2
116	и если	4	2
117	жизнью в	3	2
118	может быть	12	2
119	вплоть до	2	2
120	еще в	3	2
121	даже в	4	2
122	один из	2	2
123	все же	2	2
124	в целом	5	2
125	во второй	2	2
126	когда он	2	2
127	данном случае	4	2
128	в ту	2	2
129	а именно	5	2
130	им в	2	2
131	в отличие	5	2
132	и только	2	2
133	при этом	15	2
134	свободы и	2	2
135	лишь в	5	2
136	и наконец	3	2
137	с точки	3	2
138	в данном	4	2
139	между тем	3	2
140	он в	2	2
141	одно из	4	2
142	она и	2	2
143	же самое	2	2
144	мира а	2	2
145	и жизни	3	2
