N	2gram	Losev_Prob_4	Vvedenie
1	и т	4	42
2	т д	3	36
3	и в	20	32
4	в том	20	31
5	в этом	9	30
6	может быть	9	26
7	том что	12	26
8	не только	24	22
9	для того	3	21
10	того чтобы	2	20
11	таким образом	8	19
12	также и	13	18
13	то что	15	16
14	потому что	15	15
15	так как	5	15
16	не может	5	14
17	в самом	2	13
18	в нем	5	13
19	о том	5	13
20	и не	28	12
21	в его	3	12
22	только в	23	12
23	как мы	3	11
24	ясно что	7	11
25	в ее	5	11
26	в данном	6	11
27	что в	3	10
28	но в	8	9
29	и как	3	9
30	в истории	3	9
31	этом смысле	3	9
32	по себе	11	9
33	то же	7	9
34	в той	8	9
35	не менее	10	8
36	с другой	7	8
37	это не	7	8
38	а только	6	8
39	тем не	10	8
40	не в	13	8
41	именно в	7	8
42	прежде всего	11	7
43	точки зрения	14	7
44	уже и	3	7
45	но не	5	7
46	было бы	14	7
47	все же	2	7
48	дело с	2	7
49	самом деле	3	7
50	можно было	4	7
51	смысле слова	15	6
52	том чтобы	2	6
53	но и	14	6
54	все это	9	6
55	и даже	9	6
56	в то	4	6
57	его в	2	6
58	с тем	4	6
59	представить себе	2	6
60	вовсе не	21	6
61	как и	6	6
62	в качестве	10	6
63	а именно	2	6
64	хотя бы	7	6
65	и его	10	6
66	тем что	3	6
67	и это	2	6
68	уже в	4	5
69	в какой	4	5
70	иное как	2	5
71	так что	6	5
72	но если	6	5
73	как бы	4	5
74	и тем	7	5
75	данном случае	5	5
76	другой стороны	6	5
77	сказать что	7	5
78	в них	5	5
79	об этом	6	5
80	по своему	6	5
81	не есть	12	5
82	вместе с	5	5
83	а не	7	5
84	что не	4	5
85	независимо от	3	4
86	времени и	4	4
87	как о	3	4
88	всяком случае	4	4
89	в котором	2	4
90	здесь нет	3	4
91	смотреть на	2	4
92	еще и	3	4
93	не просто	16	4
94	и что	2	4
95	не имеет	4	4
96	а в	4	4
97	даже и	13	4
98	что иное	2	4
99	как это	3	4
100	мы имеем	6	4
101	в разных	4	4
102	по крайней	6	4
103	что он	8	4
104	не что	2	4
105	еще не	7	4
106	крайней мере	6	4
107	в своей	4	4
108	только что	2	4
109	как раз	4	4
110	в виде	22	4
111	уже не	5	4
112	и для	4	4
113	и то	2	4
114	во всяком	8	4
115	и ее	4	4
116	в себе	12	4
117	этого понятия	2	4
118	за собой	2	3
119	сама по	2	3
120	что это	2	3
121	и есть	4	3
122	в частности	2	3
123	в этих	5	3
124	вообще не	3	3
125	в конце	2	3
126	бы и	3	3
127	можно сказать	5	3
128	к тому	3	3
129	да и	5	3
130	но все	3	3
131	в этой	4	3
132	при этом	6	3
133	такого рода	7	3
134	хотя и	5	3
135	в ней	7	3
136	не вполне	2	3
137	в виду	6	3
138	то это	3	3
139	к нему	3	3
140	на этой	2	3
141	из них	3	3
142	дело не	3	3
143	что она	4	3
144	в своем	3	3
145	все эти	16	3
146	заключается в	2	3
147	так же	5	3
148	и на	3	3
149	в результате	8	3
150	говорить о	2	3
151	в начале	3	3
152	смысле как	2	3
153	действительность в	2	3
154	при помощи	10	3
155	в известном	2	3
156	если бы	8	3
157	однако в	2	3
158	стороны и	2	3
159	и к	3	3
160	говорит о	2	3
161	связи с	3	3
162	в чем	2	3
163	так чтобы	2	3
164	том виде	2	3
165	одной из	4	3
166	в одном	4	3
167	отчет в	4	3
168	а также	6	3
169	однако не	4	3
170	что и	3	3
171	дело в	2	3
172	каждой из	2	3
173	в каком	6	3
174	и вообще	6	3
175	как будто	11	3
176	в области	3	3
177	все время	2	2
178	до того	2	2
179	казалось бы	3	2
180	это уже	3	2
181	для этого	2	2
182	в отношении	4	2
183	само собой	3	2
184	точно так	3	2
185	или иной	13	2
186	находятся в	2	2
187	это есть	3	2
188	но это	6	2
189	несмотря на	4	2
190	значительной мере	2	2
191	что каждая	2	2
192	говоря уже	2	2
193	не к	2	2
194	не говоря	3	2
195	в связи	3	2
196	не было	3	2
197	есть только	2	2
198	только так	2	2
199	и совершенно	2	2
200	и с	7	2
201	чем же	3	2
202	с этим	4	2
203	той или	14	2
204	же самое	6	2
205	когда мы	5	2
206	так и	10	2
207	по содержанию	2	2
208	не существует	5	2
209	ни к	2	2
210	этого не	2	2
211	для них	2	2
212	по этому	2	2
213	есть не	6	2
214	так называемая	2	2
215	о которых	2	2
216	у нас	14	2
217	тем более	4	2
218	учение о	3	2
219	что чем	2	2
220	того же	2	2
221	во всех	4	2
222	что мы	3	2
223	мы должны	3	2
224	жизни и	5	2
225	себе и	3	2
226	ни одна	2	2
227	ни с	4	2
228	был в	2	2
229	с ней	2	2
230	и сама	3	2
231	только на	2	2
232	и тогда	2	2
233	что к	2	2
234	в значительной	2	2
235	из которых	3	2
236	с точки	11	2
237	другое дело	2	2
238	мы не	7	2
239	которое в	2	2
240	мы можем	3	2
241	в другом	3	2
242	будто бы	2	2
243	нечто целое	3	2
244	здесь не	7	2
245	идет речь	2	2
246	в каждой	3	2
247	а если	3	2
248	не могли	2	2
