N	2gram	Losev_Vlad_1	Formalny
1	и не	17	30
2	вовсе не	5	28
3	и в	31	27
4	может быть	6	25
5	не может	6	24
6	так и	6	21
7	и его	7	19
8	таким образом	3	18
9	в этом	14	18
10	точки зрения	2	16
11	в нем	4	15
12	то же	6	15
13	как и	4	14
14	не в	5	12
15	и от	5	11
16	в самом	2	11
17	в жизни	3	11
18	и т	2	11
19	место в	2	10
20	но и	19	10
21	лишь в	2	9
22	так как	8	9
23	не только	24	9
24	что в	14	8
25	ни в	2	8
26	при этом	2	8
27	отнюдь не	3	8
28	и все	4	8
29	то что	18	8
30	как раз	7	8
31	как мы	9	8
32	только в	9	8
33	не менее	2	7
34	в том	11	7
35	же время	4	7
36	все это	5	7
37	потому что	11	7
38	в то	8	7
39	с тем	2	7
40	совершенно не	2	7
41	в его	12	7
42	с другой	3	6
43	и теперь	4	6
44	всяком случае	2	6
45	т д	2	6
46	все эти	3	6
47	в своих	5	6
48	но в	12	6
49	что он	12	6
50	еще не	2	6
51	было бы	2	6
52	все же	3	6
53	в своей	4	6
54	хотя бы	2	6
55	и для	2	6
56	во всяком	2	6
57	вместе с	3	6
58	никогда не	9	5
59	в дальнейшем	8	5
60	что они	3	5
61	совсем не	4	5
62	того чтобы	2	5
63	другой стороны	3	5
64	в результате	2	5
65	в истории	4	5
66	именно так	2	5
67	но не	3	5
68	и потому	6	5
69	что же	5	5
70	тем что	2	5
71	уже в	7	4
72	к тому	3	4
73	мы знаем	2	4
74	он был	14	4
75	да и	4	4
76	и как	4	4
77	для того	2	4
78	в целом	3	4
79	жизни и	5	4
80	со стороны	2	4
81	в связи	3	4
82	о том	11	4
83	как это	7	4
84	том что	14	4
85	конечно не	2	4
86	как в	3	4
87	только на	3	4
88	из этого	2	4
89	в конце	9	3
90	можно сказать	6	3
91	для нас	4	3
92	мы и	4	3
93	того что	2	3
94	одним из	2	3
95	той же	2	3
96	и что	6	3
97	и на	3	3
98	никак не	4	3
99	сказать что	7	3
100	и с	14	3
101	он и	6	3
102	к его	3	3
103	в них	2	3
104	раз и	3	3
105	ясно что	2	3
106	у нас	6	3
107	того же	6	3
108	мы уже	7	3
109	о нем	7	3
110	еще в	4	3
111	нет и	2	3
112	уже не	3	3
113	жизнь и	3	3
114	то мы	3	3
115	то он	6	3
116	в себе	4	3
117	в отношении	3	2
118	главным образом	4	2
119	на все	2	2
120	но это	3	2
121	в этой	4	2
122	на этом	2	2
123	в общем	3	2
124	и очень	3	2
125	в котором	6	2
126	учение о	2	2
127	из них	2	2
128	дело не	2	2
129	что она	2	2
130	в своем	4	2
131	в нас	4	2
132	человека как	3	2
133	и даже	15	2
134	в философии	2	2
135	знаем что	2	2
136	из этих	2	2
137	как он	4	2
138	в россии	4	2
139	в полной	2	2
140	конце концов	3	2
141	и действительно	3	2
142	по учению	2	2
143	с его	11	2
144	нисколько не	2	2
145	этом смысле	4	2
146	к этому	6	2
147	и притом	3	2
148	а к	22	2
149	от него	2	2
150	мы увидим	3	2
151	мы должны	2	2
152	кажется что	2	2
153	одной из	2	2
154	и из	3	2
155	ними и	2	2
156	за пределы	3	2
157	ни с	4	2
158	даже в	2	2
159	что и	5	2
160	тем не	2	2
161	который был	2	2
162	и речи	3	2
163	россии и	2	2
164	это и	2	2
165	что этот	3	2
166	это можно	3	2
167	в каком	2	2
168	и это	2	2
169	дело в	4	2
170	здесь не	3	2
171	ничего не	3	2
