N	2gram	Bakhtin_Fr_5	VLabPisa
1	таким образом	8	27
2	в этом	14	26
3	и в	45	25
4	не только	14	22
5	может быть	2	21
6	хотя бы	2	20
7	и не	15	19
8	не может	5	17
9	в его	13	15
10	прежде всего	10	13
11	в том	10	13
12	этом отношении	5	13
13	все это	7	12
14	как это	4	12
15	не могут	2	10
16	в качестве	2	10
17	о том	4	10
18	к этому	2	9
19	об этом	4	9
20	что в	12	9
21	для него	3	9
22	и др	8	9
23	но и	10	9
24	то же	11	9
25	говорит и	2	8
26	все эти	5	8
27	в своем	11	8
28	из этих	3	7
29	в году	3	7
30	как и	10	7
31	том что	7	7
32	было бы	2	7
33	во всех	13	7
34	вместе с	3	7
35	не было	3	7
36	а не	4	7
37	у него	4	6
38	это не	3	6
39	это и	5	6
40	то что	2	6
41	том же	2	6
42	в нем	10	6
43	так и	6	6
44	и его	13	6
45	между тем	2	6
46	в то	11	6
47	же время	9	5
48	все же	2	5
49	в пределах	2	5
50	связи с	6	5
51	и есть	2	5
52	образы и	2	5
53	одним из	5	5
54	как бы	12	5
55	один из	2	5
56	в их	4	5
57	сказать что	4	5
58	только в	4	5
59	не в	7	5
60	к тому	2	4
61	перед нами	4	4
62	в одном	3	4
63	в целом	2	4
64	что все	2	4
65	что он	6	4
66	с его	7	4
67	можно сказать	2	4
68	в романе	11	4
69	в своей	3	4
70	в самом	4	4
71	даже в	2	4
72	должен быть	2	4
73	когда он	2	4
74	образов и	4	4
75	как раз	5	4
76	в них	6	4
77	в связи	5	4
78	чем же	4	4
79	в этой	6	4
80	и к	5	3
81	во время	12	3
82	всех этих	6	3
83	с тем	2	3
84	и как	5	3
85	и от	4	3
86	в конце	7	3
87	и образы	5	3
88	по существу	3	3
89	мы видели	7	3
90	из его	2	3
91	по поводу	4	3
92	с этим	4	3
93	например в	5	3
94	и он	3	3
95	нет и	2	3
96	его в	5	3
97	что и	7	3
98	жизни и	8	3
99	и их	5	3
100	именно в	3	3
101	в значительной	2	3
102	того что	3	3
103	так же	8	3
104	его не	4	3
105	в которых	3	3
106	как на	4	3
107	точки зрения	4	3
108	др в	2	3
109	бы в	4	3
110	том как	2	3
111	не менее	3	2
112	том числе	4	2
113	в каждом	2	2
114	вот это	2	2
115	после всего	2	2
116	на время	4	2
117	и образов	5	2
118	мира и	8	2
119	не подлежит	2	2
120	вовсе не	8	2
121	роль в	2	2
122	из своих	2	2
123	до сих	3	2
124	но не	4	2
125	в различных	2	2
126	они и	2	2
127	числе и	2	2
128	и слова	2	2
129	так например	2	2
130	в системе	2	2
131	же самое	2	2
132	для того	6	2
133	он и	3	2
134	в общем	4	2
135	одной из	5	2
136	подчеркнуть что	2	2
137	гете и	2	2
138	всего сказанного	2	2
139	в ней	8	2
140	что она	3	2
141	относится к	2	2
142	и даже	4	2
143	если в	2	2
144	образами и	2	2
145	сих пор	3	2
146	все они	4	2
147	от того	3	2
148	до нас	3	2
149	а в	4	2
150	в особенности	2	2
151	начиная с	2	2
152	еще и	3	2
153	в течение	3	2
154	чтобы не	2	2
155	того чтобы	6	2
156	и для	3	2
157	другом месте	2	2
158	войны и	2	2
159	можно было	4	2
160	между собою	4	2
161	не столько	2	2
162	также и	7	2
163	хотя и	5	2
164	лишь в	2	2
165	он в	2	2
166	он не	6	2
167	говорить о	2	2
168	в другом	3	2
169	ту же	2	2
170	от его	3	2
171	как он	3	2
172	в чем	2	2
173	которая не	2	2
174	же как	4	2
175	труда и	2	2
176	нет ни	2	2
177	о чем	3	2
178	но в	14	2
