N	2gram	Bakhtin_Fr_6	Myslijsy
1	то есть	24	34
2	потому что	3	33
3	то что	10	29
4	может быть	2	26
5	таким образом	17	24
6	в том	2	23
7	и в	41	23
8	в этом	12	23
9	и не	3	18
10	что в	7	17
11	при этом	3	15
12	только в	3	15
13	для нас	2	14
14	как и	7	14
15	в себе	5	14
16	то же	5	14
17	того что	3	14
18	так как	10	14
19	том что	7	12
20	а не	2	12
21	но и	13	11
22	не в	4	11
23	не может	4	11
24	и потому	2	10
25	что мы	2	10
26	не только	10	10
27	тем что	5	10
28	между тем	2	9
29	в своем	5	8
30	было бы	3	8
31	тогда когда	2	8
32	мы не	2	8
33	сказать что	6	8
34	о том	9	8
35	но в	8	8
36	что это	5	7
37	в нем	16	7
38	и что	5	7
39	вовсе не	7	7
40	как в	4	7
41	с этим	3	7
42	что если	2	6
43	вместе с	6	6
44	что не	3	6
45	так и	5	6
46	уже в	4	5
47	так что	2	5
48	есть только	3	5
49	хотя и	2	5
50	в его	7	5
51	как бы	7	5
52	к нему	3	5
53	есть нечто	2	5
54	все это	11	5
55	внимание на	2	5
56	а в	4	5
57	с ним	4	5
58	тем более	2	5
59	образом в	2	5
60	говорить о	2	5
61	и то	2	5
62	есть в	3	5
63	так сказать	2	5
64	и все	9	4
65	что все	2	4
66	что он	6	4
67	до сих	3	4
68	в одном	5	4
69	если б	2	4
70	в котором	4	4
71	между ними	3	4
72	сих пор	3	4
73	а именно	2	4
74	в истории	2	4
75	в той	5	4
76	того чтобы	4	4
77	так же	5	4
78	с другими	3	4
79	между собою	5	4
80	точки зрения	2	4
81	в данном	3	4
82	в то	6	4
83	и с	16	4
84	до того	3	3
85	себе в	2	3
86	никогда не	8	3
87	связи с	2	3
88	в этих	2	3
89	в них	7	3
90	человека и	2	3
91	что человек	2	3
92	именно в	4	3
93	но это	3	3
94	же время	5	3
95	кроме того	9	3
96	мы уже	18	3
97	например в	6	3
98	на его	2	3
99	в самом	10	3
100	но уже	2	3
101	и их	3	3
102	той же	5	3
103	все эти	11	3
104	те же	3	3
105	лишь в	2	3
106	самом деле	4	3
107	и на	9	3
108	и до	7	3
109	их в	2	3
110	в искусстве	3	3
111	с точки	2	3
112	в первом	3	3
113	там где	5	3
114	и тот	2	3
115	во время	9	2
116	не могут	2	2
117	не были	3	2
118	и как	4	2
119	все что	4	2
120	превращается в	2	2
121	с другой	4	2
122	то он	2	2
123	из этих	2	2
124	в образе	6	2
125	в ее	5	2
126	было и	2	2
127	у нас	4	2
128	из этого	4	2
129	несколько слов	2	2
130	от него	2	2
131	что даже	2	2
132	в большинстве	4	2
133	есть и	2	2
134	уже здесь	2	2
135	тот же	4	2
136	в сущности	8	2
137	они могут	2	2
138	в ней	4	2
139	он не	2	2
140	и когда	2	2
141	никто не	2	2
142	и др	10	2
143	даже в	4	2
144	один из	6	2
145	конечно не	3	2
146	природы и	2	2
147	данном случае	2	2
148	и прежде	2	2
149	как она	2	2
150	этот образ	7	2
151	мы видим	6	2
152	и для	3	2
153	если мы	2	2
154	еще более	2	2
155	но эта	2	2
156	как мы	12	2
157	именно на	4	2
158	и у	2	2
159	с образами	2	2
160	и даже	4	2
161	и его	13	2
162	тела и	15	2
163	и вообще	4	2
164	бы в	2	2
165	в таких	2	2
166	эти образы	2	2
167	большинстве случаев	5	2
168	в области	2	2
169	это было	2	2
