N	3gram	Potebnia_M_4	Problema
1	и т д	3	13
2	тем не менее	4	10
3	в том что	7	9
4	в данном случае	2	7
5	то же самое	4	7
6	и то что	4	7
7	и в этом	4	6
8	сами по себе	2	6
9	во всяком случае	3	6
10	сам по себе	4	6
11	по крайней мере	5	5
12	в этом случае	5	5
13	не может быть	5	5
14	в таком случае	2	4
15	в то же	3	4
16	что иное как	2	4
17	не что иное	2	4
18	в том смысле	2	3
19	мы могли бы	2	3
20	о том что	5	3
21	само по себе	5	3
22	когда мы говорим	3	3
23	то есть в	2	3
24	что и в	2	3
25	то есть от	2	2
26	с точки зрения	3	2
27	можно сказать что	4	2
28	и как бы	2	2
29	только потому что	2	2
30	до сих пор	4	2
31	на самом деле	3	2
