N	2gram	Bakhtin_Fr_8	Problemy
1	и в	56	46
2	то есть	24	40
3	и не	9	27
4	может быть	3	23
5	как бы	11	19
6	не может	2	19
7	в нем	8	17
8	в этом	14	16
9	не только	8	14
10	и т.п	11	14
11	перед нами	3	12
12	но и	9	12
13	как и	5	12
14	как мы	7	12
15	и на	7	11
16	точки зрения	6	11
17	в одном	2	11
18	а не	2	11
19	не в	3	10
20	в пределах	5	10
21	между ними	2	10
22	прежде всего	6	9
23	в том	13	9
24	в большинстве	7	9
25	в самом	9	9
26	и все	6	9
27	вовсе не	6	9
28	и к	4	9
29	в его	18	9
30	с точки	2	9
31	большинстве случаев	6	8
32	до сих	8	8
33	конечно не	4	8
34	сих пор	8	8
35	и с	8	7
36	еще не	10	7
37	в сущности	8	7
38	как раз	2	7
39	в себе	4	7
40	слова и	3	7
41	никогда не	5	6
42	ни в	2	6
43	но это	2	6
44	хотя и	2	6
45	но в	6	6
46	что он	2	6
47	в романе	21	6
48	то же	11	6
49	все это	8	6
50	и его	12	6
51	только в	9	6
52	это не	2	5
53	о себе	2	5
54	же время	10	5
55	при этом	4	5
56	и сам	2	5
57	в котором	2	5
58	к нему	2	5
59	мы находим	3	5
60	рядом с	3	5
61	в то	12	5
62	так как	4	5
63	с его	5	5
64	у него	7	5
65	на площади	2	5
66	за пределы	4	5
67	о том	4	5
68	во всех	8	5
69	речи и	3	5
70	так сказать	5	5
71	том числе	3	4
72	уже в	2	4
73	что в	5	4
74	в этих	11	4
75	можно сказать	2	4
76	до конца	11	4
77	кроме того	3	4
78	например в	4	4
79	к ним	2	4
80	в их	3	4
81	таким образом	17	4
82	еще и	3	4
83	все эти	15	4
84	и других	4	4
85	и наконец	3	4
86	людей и	2	4
87	потому что	6	4
88	он и	2	4
89	и здесь	3	4
90	во всем	4	4
91	мы не	2	4
92	точек зрения	2	4
93	том что	8	4
94	но не	5	4
95	он не	5	4
96	все же	2	4
97	то что	3	4
98	своего рода	5	4
99	в процессе	5	4
100	так и	13	4
101	уже не	3	4
102	самом деле	2	4
103	и другие	5	3
104	в отношении	5	3
105	с другой	2	3
106	человека и	2	3
107	в мире	2	3
108	такой же	5	3
109	в своем	3	3
110	более или	2	3
111	числе и	2	3
112	одним из	5	3
113	себе и	2	3
114	здесь нет	3	3
115	и для	2	3
116	и их	8	3
117	и до	10	3
118	образом и	3	3
119	другой стороны	2	3
120	так же	2	3
121	с помощью	3	3
122	устной речи	2	3
123	и даже	8	3
124	конечно и	3	3
125	также и	2	3
126	но он	3	3
127	их в	4	3
128	бы в	3	3
129	если бы	2	3
130	не как	2	3
131	и во	2	3
132	с собой	2	3
133	в условиях	5	3
134	и несколько	4	3
135	с ее	5	3
136	более того	3	3
137	и при	2	3
138	по своей	4	3
139	слов и	3	3
140	было бы	2	3
141	мы уже	10	3
142	в своей	2	3
143	и о	3	3
144	что и	3	3
145	совершаются в	2	3
146	или менее	2	3
147	только на	2	3
148	в центре	2	3
149	в той	6	3
150	в речи	2	3
151	той же	6	3
152	в слове	2	3
153	в этой	6	3
154	и т.д	3	3
155	далеко не	2	3
156	дело в	2	3
157	отчасти и	2	2
158	или меньшей	3	2
159	для понимания	2	2
160	переходим к	4	2
161	его к	3	2
162	его как	2	2
163	так что	3	2
164	и как	2	2
165	времени и	4	2
166	большей или	3	2
167	в большей	3	2
168	для него	2	2
169	меньшей степени	3	2
170	той или	2	2
171	вернемся к	2	2
172	в первой	3	2
173	вот как	2	2
174	но дело	2	2
175	целый ряд	2	2
176	языка и	6	2
177	в других	2	2
178	не было	5	2
179	они не	5	2
180	а в	2	2
181	в которых	2	2
182	и совершенно	2	2
183	в результате	5	2
184	этот смех	3	2
185	сказать что	3	2
186	в узком	2	2
187	языка в	2	2
188	с ним	2	2
189	между тем	3	2
190	в духе	4	2
191	но с	2	2
192	одна из	4	2
193	есть и	5	2
194	здесь в	3	2
195	себя на	2	2
196	почти до	2	2
197	когда он	2	2
198	вместе с	2	2
199	бы и	2	2
200	узком смысле	2	2
201	у рабле	13	2
202	здесь с	3	2
203	в данном	2	2
204	в другом	3	2
205	ту же	4	2
206	там где	3	2
207	не могли	2	2
208	того как	2	2
