N	2gram	Bakhtin_Pr_4	Problema
1	то есть	40	46
2	в его	9	43
3	и не	27	42
4	и в	46	38
5	не может	19	27
6	может быть	23	26
7	как бы	19	22
8	по отношению	5	21
9	в художественном	2	20
10	отношению к	5	19
11	и с	7	17
12	и его	6	16
13	в нем	17	15
14	в этом	16	15
15	прежде всего	9	13
16	только в	6	13
17	за пределы	5	12
18	в единстве	3	12
19	но не	4	12
20	ни в	6	11
21	во всех	5	11
22	и для	3	11
23	к нему	5	10
24	отношение к	3	10
25	в их	4	10
26	таким образом	4	10
27	не входит	2	10
28	в поэзии	2	9
29	но и	12	9
30	не только	14	9
31	в том	9	8
32	и как	2	8
33	точки зрения	11	8
34	было бы	3	8
35	то что	4	8
36	слова в	13	7
37	что в	4	7
38	с другой	3	7
39	с помощью	3	7
40	не в	10	7
41	в самом	9	7
42	между тем	2	7
43	как и	12	7
44	еще не	7	7
45	совершенно не	4	7
46	в своей	3	7
47	как мы	12	7
48	в пределах	10	6
49	не к	3	6
50	и наконец	4	6
51	а в	2	6
52	все же	4	6
53	самом деле	4	6
54	с точки	9	6
55	мы можем	4	6
56	и этим	3	6
57	там где	2	6
58	отношения к	2	6
59	ничего не	2	6
60	то же	6	5
61	в своем	3	5
62	это не	5	5
63	при этом	5	5
64	никогда не	6	5
65	все эти	4	5
66	должно быть	4	5
67	рядом с	5	5
68	далеко не	3	5
69	с ним	2	5
70	себя как	3	5
71	со словом	2	5
72	не нужно	2	5
73	конечно не	8	5
74	и о	3	5
75	в большинстве	9	5
76	так и	4	5
77	в отличие	3	5
78	большинстве случаев	8	5
79	а не	11	5
80	тем как	2	5
81	могут быть	2	5
82	отличие от	3	5
83	должна быть	2	4
84	не менее	2	4
85	лишь как	2	4
86	не входят	2	4
87	в виду	4	4
88	другой стороны	3	4
89	и только	3	4
90	в других	2	4
91	конечно и	3	4
92	сказать что	2	4
93	в то	5	4
94	о том	5	4
95	в произведении	2	4
96	но в	6	4
97	но конечно	2	4
98	всех его	3	4
99	как в	4	4
100	в романе	6	4
101	мы здесь	2	4
102	между ними	10	4
103	хотя бы	2	4
104	можно было	2	4
105	в данном	2	4
106	более того	3	4
107	в себе	7	4
108	здесь не	4	4
109	мы будем	2	3
110	себя и	3	3
111	слова но	4	3
112	его как	2	3
113	да и	4	3
114	в известной	2	3
115	но это	6	3
116	же время	5	3
117	кроме того	4	3
118	например в	4	3
119	хотя и	6	3
120	и тем	2	3
121	все это	6	3
122	они не	2	3
123	и даже	3	3
124	и на	11	3
125	языка в	2	3
126	также и	3	3
127	а как	2	3
128	если бы	3	3
129	и все	9	3
130	но здесь	3	3
131	этом смысле	2	3
132	на фоне	6	3
133	и к	9	3
134	том что	4	3
135	все что	2	3
136	мы увидим	6	3
137	может стать	2	3
138	он не	4	3
139	на почве	2	3
140	нет и	2	3
141	слова не	2	3
142	на него	3	3
143	приводит к	4	3
144	но с	2	3
145	в мире	3	3
146	в слове	3	3
147	значение для	3	3
148	не знает	4	3
149	слова и	7	3
150	и это	3	3
151	на этом	3	2
152	не могут	3	2
153	и другие	3	2
154	в этих	4	2
155	в каждом	6	2
156	для понимания	2	2
157	переходим к	2	2
158	на то	3	2
159	или иной	2	2
160	от них	2	2
161	можно сказать	4	2
162	войти в	3	2
163	узком смысле	2	2
164	с самим	5	2
165	и должны	2	2
166	лингвистики и	2	2
167	смысле слова	2	2
168	не дает	2	2
169	и пр	2	2
170	той или	2	2
171	в котором	5	2
172	здесь нет	3	2
173	этих явлений	2	2
174	строгом смысле	2	2
175	но она	2	2
176	отличается от	3	2
177	особенно в	5	2
178	не было	2	2
179	и других	4	2
180	в самой	5	2
181	лишь в	2	2
182	и что	3	2
183	слова с	7	2
184	и здесь	4	2
185	материал и	2	2
186	самим собою	3	2
187	к себе	6	2
188	во всем	4	2
189	о котором	2	2
190	в него	6	2
191	мы имеем	3	2
192	слово в	6	2
193	степени и	2	2
194	с его	5	2
195	и во	3	2
196	раз и	4	2
197	вовсе не	9	2
198	о которых	2	2
199	что он	6	2
200	у нас	2	2
201	по существу	3	2
202	и при	3	2
203	одна из	2	2
204	здесь в	2	2
205	она не	3	2
206	в строгом	2	2
207	в корне	2	2
208	том же	4	2
209	что и	3	2
210	композиционные формы	2	2
211	себя в	3	2
212	бы не	2	2
213	в себя	4	2
214	к своему	3	2
215	слово и	7	2
216	и он	6	2
217	или в	8	2
218	тем что	3	2
219	в другом	2	2
220	дело в	3	2
221	не могли	2	2
