N	2gram	Ircho_Kome_1	StatiiOP
1	и в	22	25
2	в этом	3	24
3	в том	11	20
4	что в	6	19
5	что он	6	19
6	может быть	9	19
7	тем что	4	19
8	том что	12	15
9	в этой	7	14
10	г и	3	12
11	в г	11	12
12	в его	5	12
13	то что	2	12
14	не только	10	12
15	прежде всего	5	10
16	таким образом	8	10
17	и не	8	10
18	у него	3	9
19	но и	11	9
20	и т	9	8
21	все это	5	8
22	т е	13	8
23	в своих	2	8
24	о том	8	8
25	что касается	2	7
26	было бы	2	7
27	не может	2	7
28	точки зрения	4	7
29	из его	4	7
30	в то	10	7
31	место в	3	6
32	в конце	6	6
33	не в	6	6
34	только в	3	6
35	как в	5	6
36	а в	6	6
37	и на	3	6
38	в трагедии	2	6
39	г в	4	6
40	т п	5	6
41	в области	2	6
42	между тем	5	6
43	то же	6	5
44	независимо от	2	5
45	в них	3	5
46	потому что	5	5
47	с другой	5	5
48	на то	3	5
49	ни в	6	5
50	такого рода	6	5
51	в котором	4	5
52	в году	3	5
53	другой стороны	5	5
54	он не	3	5
55	так и	5	5
56	но в	4	5
57	этом отношении	3	4
58	всяком случае	2	4
59	у нас	3	4
60	как и	9	4
61	но это	2	4
62	в начале	3	4
63	на протяжении	4	4
64	должна была	2	4
65	в качестве	4	4
66	на его	5	4
67	к ней	2	4
68	относится к	2	4
69	а также	4	4
70	и тем	2	4
71	в целом	3	4
72	отношение к	3	4
73	всего в	3	4
74	в течение	3	4
75	из которых	2	4
76	в чем	3	4
77	к нему	2	4
78	и с	3	4
79	время как	4	4
80	во всяком	2	4
81	действующих лиц	4	4
82	все же	3	4
83	в которой	6	4
84	то время	5	4
85	ничего не	3	4
86	уже в	5	3
87	во время	5	3
88	трагедии в	2	3
89	к этому	4	3
90	же время	4	3
91	и здесь	2	3
92	он был	2	3
93	на этом	2	3
94	до конца	2	3
95	одной стороны	3	3
96	несмотря на	4	3
97	между прочим	2	3
98	о которых	5	3
99	конце концов	4	3
100	со стороны	2	3
101	в их	4	3
102	как раз	3	3
103	в в	4	3
104	нельзя не	2	3
105	и его	8	3
106	в виде	3	3
107	но он	2	3
108	в другом	4	3
109	так как	4	3
110	что по	2	3
111	к которому	3	3
112	не менее	3	2
113	все более	3	2
114	для этого	2	2
115	и у	3	2
116	что у	2	2
117	несколько раз	2	2
118	и во	2	2
119	в рамках	2	2
120	одного из	6	2
121	вовсе не	2	2
122	и ее	3	2
123	от них	2	2
124	к тому	6	2
125	как мы	4	2
126	х годов	3	2
127	такой же	2	2
128	что они	4	2
129	но не	2	2
130	времени и	2	2
131	а то	2	2
132	того же	2	2
133	в свою	2	2
134	до сих	2	2
135	еще не	2	2
136	одной из	3	2
137	в самом	2	2
138	в сущности	2	2
139	одна из	2	2
140	которую он	2	2
141	речь идет	3	2
142	один из	5	2
143	тем не	2	2
144	вместе с	2	2
145	сих пор	2	2
146	ее в	2	2
147	ср также	4	2
148	в форме	2	2
149	до нас	5	2
150	о содержании	2	2
151	только что	2	2
152	в отношении	6	2
153	т д	4	2
154	с ее	2	2
155	с одной	3	2
156	эти годы	2	2
157	и других	7	2
158	не мог	3	2
159	и по	6	2
160	к этим	3	2
161	мы не	3	2
162	или в	2	2
163	к г	2	2
164	тем как	2	2
165	в результате	4	2
166	то и	2	2
167	этой комедии	5	2
168	могут быть	3	2
169	к сожалению	2	2
170	известно что	4	2
