N	3gram	Voloshinov_2	Problemy
1	на чужое слово	2	13
2	с точки зрения	13	8
3	в большинстве случаев	5	8
4	до сих пор	3	7
5	то же время	8	5
6	по отношению к	8	5
7	в то же	8	5
8	в самом деле	5	4
9	на чужую речь	2	4
10	в отличие от	3	4
11	и не может	3	4
12	не может быть	10	4
13	той или иной	4	3
14	в той или	3	3
15	более или менее	2	3
16	но в то	5	3
17	к тому же	2	3
18	точки зрения своего	2	2
19	в узком смысле	2	2
20	том что он	2	2
21	как мы сказали	3	2
22	одно и то	3	2
23	на то что	2	2
24	как если бы	4	2
25	может быть и	5	2
26	и то же	3	2
27	в отношении к	4	2
