N	2gram	Tiupa_Vved_1	Istorich
1	и в	13	24
2	не только	20	21
3	этих случаях	2	16
4	может быть	18	14
5	не может	7	14
6	в этих	3	13
7	что в	3	13
8	мы имеем	5	12
9	как в	4	12
10	в этом	21	12
11	но и	19	11
12	это не	6	10
13	том что	7	10
14	а в	6	10
15	с другой	5	9
16	не в	6	9
17	все же	6	9
18	о том	5	9
19	потому что	5	9
20	еще не	7	8
21	что и	2	8
22	другой стороны	2	8
23	то же	5	8
24	а не	15	8
25	один из	3	7
26	в том	10	7
27	мы видели	2	7
28	одна из	4	7
29	во всех	2	7
30	то что	6	7
31	таким образом	4	7
32	тем что	2	6
33	об этом	4	6
34	для нас	2	6
35	как и	11	6
36	но не	5	6
37	в нем	5	6
38	он не	3	6
39	и все	4	6
40	того что	6	6
41	только в	6	6
42	как он	2	6
43	не менее	4	5
44	тот кто	2	5
45	одной стороны	5	5
46	представляют собой	3	5
47	отношение к	2	5
48	так и	8	5
49	с одной	5	5
50	с ним	3	5
51	героя и	3	5
52	но в	6	5
53	никогда не	4	4
54	не всегда	2	4
55	тем не	3	4
56	представляет собой	15	4
57	при этом	26	4
58	своего рода	10	4
59	как бы	4	4
60	то и	2	4
61	и не	12	4
62	не имеет	2	4
63	мы не	4	4
64	так в	4	4
65	в данном	13	4
66	мы можем	2	4
67	не столько	4	3
68	в качестве	8	3
69	в них	2	3
70	а его	2	3
71	но они	2	3
72	например в	2	3
73	том чтобы	2	3
74	не вполне	3	3
75	не все	2	3
76	связано с	3	3
77	данном случае	6	3
78	по своим	3	3
79	как мы	3	3
80	должны были	2	3
81	и наконец	2	3
82	и по	3	3
83	и его	5	3
84	но это	3	3
85	хотя и	7	3
86	из этих	3	3
87	что мы	2	3
88	тогда как	10	3
89	тоже не	2	3
90	перед нами	6	2
91	и от	2	2
92	к этому	2	2
93	прежде всего	7	2
94	в литературе	2	2
95	не можем	2	2
96	в то	4	2
97	и оно	2	2
98	в силу	2	2
99	у нее	2	2
100	было бы	4	2
101	в самом	2	2
102	к ним	2	2
103	восходит к	2	2
104	в котором	8	2
105	если в	2	2
106	и тем	2	2
107	этом и	2	2
108	на него	2	2
109	со стороны	5	2
110	здесь не	2	2
111	уже не	5	2
112	что такое	18	2
113	в основе	3	2
114	в одной	2	2
115	и на	3	2
116	сохраняется и	2	2
117	но при	5	2
