N	2gram	Vygotskiy__4	Problemy
1	и в	20	46
2	и не	8	27
3	может быть	12	23
4	как бы	7	19
5	не может	6	19
6	в нем	2	17
7	в этом	24	16
8	не только	15	14
9	и т.п	2	14
10	слова в	9	13
11	перед нами	5	12
12	но и	9	12
13	как и	9	12
14	как мы	13	12
15	и на	6	11
16	точки зрения	24	11
17	а не	7	11
18	не в	4	10
19	между ними	4	10
20	прежде всего	2	9
21	в том	42	9
22	в самом	6	9
23	и к	5	9
24	в его	11	9
25	с точки	11	9
26	и с	4	7
27	еще не	2	7
28	в сущности	4	7
29	слово и	2	7
30	в себе	10	7
31	слова и	5	7
32	никогда не	5	6
33	в каждом	2	6
34	ни в	3	6
35	на предмет	2	6
36	в него	2	6
37	к одному	6	6
38	друг друга	4	6
39	слово в	6	6
40	но в	3	6
41	что он	6	6
42	и между	6	6
43	то же	16	6
44	и он	2	6
45	и его	5	6
46	только в	10	6
47	это не	5	5
48	при этом	12	5
49	друг с	7	5
50	к нему	2	5
51	так как	10	5
52	у него	2	5
53	это слово	2	5
54	о том	5	5
55	если мы	10	5
56	с другом	7	5
57	том числе	2	4
58	уже в	6	4
59	что в	19	4
60	в этих	3	4
61	очень часто	2	4
62	в виду	3	4
63	по мере	4	4
64	в их	12	4
65	таким образом	25	4
66	все эти	5	4
67	и других	3	4
68	должно быть	3	4
69	потому что	12	4
70	и здесь	2	4
71	во всем	3	4
72	мы можем	5	4
73	не знает	2	4
74	как в	5	4
75	том что	35	4
76	но не	3	4
77	совершенно не	3	4
78	том же	2	4
79	все же	5	4
80	то что	15	4
81	в процессе	27	4
82	так и	5	4
83	приводит к	3	4
84	самом деле	7	4
85	здесь не	2	4
86	и другие	9	3
87	в отношении	10	3
88	с другой	12	3
89	из этих	2	3
90	не могут	3	3
91	на то	5	3
92	словом и	4	3
93	мы и	2	3
94	такой же	2	3
95	в своем	4	3
96	на этом	3	3
97	числе и	2	3
98	слова то	3	3
99	одним из	2	3
100	но для	2	3
101	себе и	3	3
102	и для	4	3
103	другой стороны	9	3
104	так же	11	3
105	и только	4	3
106	с помощью	31	3
107	между этими	2	3
108	также и	2	3
109	как он	4	3
110	их в	2	3
111	бы в	3	3
112	мы имеем	2	3
113	если бы	5	3
114	и во	3	3
115	в условиях	3	3
116	по существу	3	3
117	и при	4	3
118	даны в	2	3
119	по своей	6	3
120	того же	9	3
121	и что	8	3
122	было бы	8	3
123	мы уже	5	3
124	в своей	7	3
125	никак не	2	3
126	что и	9	3
127	себя в	3	3
128	только на	2	3
129	в отличие	2	3
130	в той	2	3
131	в речи	4	3
132	тем же	4	3
133	той же	6	3
134	отличается от	2	3
135	в слове	2	3
136	почти всегда	3	3
137	между двумя	2	3
138	тем что	7	3
139	в этой	3	3
140	и т.д	2	3
141	далеко не	2	3
142	и это	2	3
143	отличие от	2	3
144	не менее	3	2
145	данное слово	2	2
146	должна быть	2	2
147	мысли и	2	2
148	на все	3	2
149	его к	4	2
150	к тому	6	2
151	все время	4	2
152	для нас	4	2
153	слова мы	3	2
154	мы будем	2	2
155	так что	3	2
156	и как	9	2
157	же как	6	2
158	для него	2	2
159	и является	3	2
160	и тем	8	2
161	на том	4	2
162	образов и	2	2
163	целый ряд	5	2
164	те же	6	2
165	они не	2	2
166	свое время	2	2
167	установку на	2	2
168	а в	2	2
169	увидим что	5	2
170	друг на	5	2
171	в результате	8	2
172	сказать что	6	2
173	на друга	5	2
174	что мы	7	2
175	между тем	9	2
176	с этим	5	2
177	нашего рассмотрения	2	2
178	этом смысле	8	2
179	стороны и	2	2
180	раз в	2	2
181	слова не	3	2
182	со словом	2	2
183	указывает на	2	2
184	которую он	2	2
185	в свое	2	2
186	этого слова	11	2
187	только к	3	2
188	этих трех	2	2
189	когда он	3	2
190	вместе с	8	2
191	слово или	2	2
192	всем их	2	2
193	в языке	2	2
194	что такое	5	2
195	на этот	3	2
196	можно было	6	2
197	в данном	2	2
198	тем как	3	2
199	во всяком	4	2
200	могут быть	7	2
201	может стать	2	2
202	ту же	2	2
203	которые в	4	2
204	того как	2	2
