N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	45
2	и не	26	15
3	не только	5	14
4	в этом	14	14
5	но в	5	14
6	в его	40	13
7	во всех	11	13
8	и его	17	13
9	как бы	9	12
10	что в	4	12
11	в своем	16	11
12	то же	5	11
13	в то	3	11
14	прежде всего	2	10
15	в том	6	10
16	в нем	28	10
17	но и	9	10
18	как и	5	10
19	же время	2	9
20	вовсе не	7	8
21	в ней	3	8
22	жизни и	8	8
23	мира и	4	8
24	том что	4	7
25	не в	12	7
26	что и	7	7
27	все это	10	7
28	потому что	2	7
29	и все	7	7
30	всех этих	3	6
31	что он	2	6
32	в этой	2	6
33	он не	6	6
34	здесь не	3	6
35	так и	2	6
36	того чтобы	2	6
37	для того	3	6
38	весь мир	2	6
39	с ним	5	5
40	это и	2	5
41	но это	6	5
42	со всеми	2	5
43	в акте	3	5
44	с ее	2	5
45	и их	6	5
46	не может	27	5
47	все эти	10	5
48	на самом	3	5
49	в себя	7	5
50	самом деле	3	5
51	и как	2	5
52	и на	3	5
53	его в	5	5
54	мы не	3	4
55	и здесь	7	4
56	его как	5	4
57	но не	12	4
58	по своему	3	4
59	ничего не	3	4
60	в их	8	4
61	а не	17	4
62	а в	4	4
63	в основе	5	4
64	точки зрения	12	4
65	только в	16	4
66	о том	3	4
67	и это	12	4
68	это было	2	4
69	не менее	3	3
70	нисколько не	4	3
71	и ни	3	3
72	от его	5	3
73	как в	2	3
74	это не	10	3
75	в одном	4	3
76	ни в	12	3
77	для него	8	3
78	в своей	10	3
79	от того	3	3
80	здесь нет	2	3
81	не было	8	3
82	именно в	5	3
83	этот момент	6	3
84	того что	3	3
85	менее всего	6	3
86	не имеет	5	3
87	и для	9	3
88	он и	2	3
89	в другом	3	3
90	дело в	2	3
91	там где	5	3
92	дело здесь	2	3
93	с тем	2	2
94	независимо от	3	2
95	и есть	9	2
96	и та	2	2
97	себя и	2	2
98	жизни в	5	2
99	говорить о	2	2
100	хотя бы	4	2
101	к этому	2	2
102	конечно в	2	2
103	то что	7	2
104	и она	2	2
105	в качестве	2	2
106	из его	3	2
107	было бы	8	2
108	что это	3	2
109	конечно не	7	2
110	может быть	45	2
111	нет и	3	2
112	один из	2	2
113	должен быть	7	2
114	в каждом	3	2
115	все же	5	2
116	в целом	10	2
117	и за	2	2
118	в ту	2	2
119	что эта	2	2
120	и только	6	2
121	мысль и	2	2
122	при этом	4	2
123	чем не	4	2
124	но эта	5	2
125	чтобы не	2	2
126	лишь в	8	2
127	ко всему	5	2
128	с точки	9	2
129	к нему	12	2
130	рядом с	3	2
131	жизнь и	2	2
132	в данном	2	2
133	между тем	4	2
134	и т.д	2	2
135	и жизни	4	2
136	в чем	4	2
137	от этого	2	2
