N	2gram	Bakhtin_Pr_1	formyVre
1	и в	29	46
2	в этом	22	22
3	прежде всего	7	14
4	и т	4	14
5	вовсе не	7	13
6	в романе	9	13
7	и его	14	12
8	только в	10	11
9	не только	15	11
10	т п	3	11
11	в том	8	10
12	как бы	19	10
13	точки зрения	19	10
14	но в	7	10
15	у него	5	9
16	не в	7	9
17	мы уже	2	9
18	мира и	7	9
19	но и	14	9
20	и не	31	9
21	и для	4	9
22	связи с	2	8
23	как и	12	8
24	в его	24	8
25	жизни и	2	8
26	то же	14	8
27	с точки	13	8
28	потому что	8	8
29	всех этих	2	7
30	в них	3	7
31	в одном	10	7
32	может быть	24	7
33	то что	15	7
34	так и	7	7
35	и на	7	7
36	так сказать	4	7
37	никогда не	3	6
38	и во	2	6
39	при этом	2	6
40	как мы	4	6
41	еще не	5	6
42	его в	6	6
43	все же	9	6
44	все это	6	6
45	те же	2	6
46	человека в	4	6
47	и наконец	4	6
48	в основе	4	6
49	так как	6	6
50	и с	4	6
51	в своем	8	5
52	с этим	2	5
53	в пространстве	3	5
54	по существу	3	5
55	в пределах	13	5
56	в то	10	5
57	но не	9	5
58	он не	5	5
59	и др	5	5
60	в нем	19	5
61	что в	8	5
62	все эти	9	5
63	в смысле	2	5
64	и у	3	5
65	должно быть	4	5
66	в разрезе	6	5
67	уже в	3	4
68	с этой	2	4
69	же время	9	4
70	с ним	5	4
71	же в	2	4
72	том что	7	4
73	так что	2	4
74	есть и	2	4
75	друг с	2	4
76	в котором	2	4
77	в мире	6	4
78	конечно не	2	4
79	как в	6	4
80	мир в	3	4
81	отношения к	3	4
82	а не	22	4
83	их в	4	4
84	к себе	2	4
85	в себе	7	4
86	в истории	2	4
87	героев и	3	4
88	и самое	3	4
89	все его	3	4
90	не было	4	3
91	себя и	2	3
92	что было	4	3
93	что он	8	3
94	следовательно и	2	3
95	и как	7	3
96	в большинстве	2	3
97	и идеи	2	3
98	для него	18	3
99	кроме того	3	3
100	себе самому	3	3
101	тот же	2	3
102	точка зрения	12	3
103	как можно	2	3
104	что и	4	3
105	отношение к	2	3
106	но эти	2	3
107	в форме	7	3
108	во времени	3	3
109	не на	4	3
110	таким образом	12	3
111	в их	3	3
112	уже не	13	3
113	здесь мы	2	3
114	и даже	2	3
115	а в	7	3
116	для других	2	3
117	в которых	2	3
118	тем что	4	3
119	большинстве случаев	2	3
120	мира в	5	3
121	и есть	2	2
122	дано в	3	2
123	друг другу	2	2
124	на котором	3	2
125	с другой	3	2
126	это не	9	2
127	в одной	6	2
128	романа в	3	2
129	в духе	3	2
130	со своими	2	2
131	по себе	8	2
132	дело идет	5	2
133	но эта	4	2
134	в отношении	2	2
135	все в	3	2
136	в самой	6	2
137	именно в	5	2
138	мы видим	2	2
139	дана как	3	2
140	в этой	4	2
141	перестает быть	4	2
142	во все	2	2
143	все что	3	2
144	между ними	2	2
145	до конца	8	2
146	и пр	3	2
147	она не	7	2
148	в плоскости	4	2
149	было бы	5	2
150	отсюда и	2	2
151	и к	2	2
152	жизни а	2	2
153	в сущности	5	2
154	рядом и	2	2
155	и о	5	2
156	наконец в	2	2
157	этого мира	6	2
158	и потому	6	2
159	разрезе одного	2	2
160	в уста	3	2
161	один из	2	2
162	сих пор	2	2
163	по ту	2	2
164	и до	3	2
165	находится в	2	2
166	не может	12	2
167	этом отношении	3	2
168	в себя	3	2
169	в той	2	2
170	так же	6	2
171	как на	3	2
172	рядом с	14	2
173	сами по	3	2
174	в данном	2	2
175	но это	4	2
176	пределах отдельных	2	2
177	автора и	5	2
178	и от	2	2
179	могут быть	6	2
180	но он	2	2
181	самим собою	2	2
182	в литературе	4	2
183	этот мир	3	2
184	не знает	3	2
185	видения и	10	2
186	далеко не	3	2
187	в конце	6	2
188	и это	5	2
189	там где	10	2
190	во всяком	5	2
191	до сих	2	2
