N	2gram	Propp_Isto_6	Myshleni
1	и в	26	25
2	в том	12	23
3	том что	10	20
4	что в	12	17
5	так же	2	17
6	таким образом	12	17
7	с тем	4	16
8	как и	5	15
9	то что	6	15
10	в его	5	15
11	в этом	12	14
12	вместе с	8	14
13	может быть	11	13
14	так как	18	12
15	в качестве	3	12
16	перед нами	2	10
17	что они	2	10
18	как бы	4	10
19	и не	10	10
20	и что	5	10
21	того что	2	10
22	было бы	2	10
23	что и	4	10
24	только в	5	10
25	как в	6	9
26	мы не	6	9
27	ни в	2	9
28	показывает что	3	8
29	тем что	5	8
30	как мы	4	8
31	все эти	8	7
32	что мы	2	7
33	как это	5	7
34	мы можем	7	7
35	с другой	10	6
36	не в	3	6
37	же как	3	6
38	один из	3	6
39	мы видели	11	6
40	не может	6	6
41	и на	12	6
42	потому что	13	6
43	приходит к	3	6
44	мы должны	2	6
45	от этого	3	6
46	что он	9	6
47	представляет собой	2	6
48	зависимости от	2	6
49	но не	2	6
50	того же	2	6
51	не только	10	6
52	все же	8	6
53	можно было	2	6
54	так и	5	5
55	что это	2	5
56	и как	2	5
57	но это	4	5
58	одной стороны	7	5
59	при этом	3	5
60	что она	3	5
61	на этой	2	5
62	показывают что	5	5
63	с одной	7	5
64	и по	4	5
65	если бы	3	5
66	мы уже	6	5
67	о том	7	5
68	из которых	3	5
69	могут быть	3	5
70	в этой	2	5
71	и другое	2	5
72	независимо от	3	4
73	в частности	3	4
74	никогда не	13	4
75	в своем	2	4
76	из этих	4	4
77	прежде всего	4	4
78	на то	2	4
79	к тому	2	4
80	мы знаем	2	4
81	всяком случае	2	4
82	время как	3	4
83	но и	9	4
84	от того	3	4
85	то и	2	4
86	а в	3	4
87	сказать что	3	4
88	говорит он	2	4
89	в то	5	4
90	с ним	8	4
91	мы имеем	14	4
92	от нее	2	4
93	с этим	2	4
94	что оно	4	4
95	то время	3	4
96	еще не	9	4
97	он не	2	4
98	во всяком	2	4
99	и это	8	4
100	там где	5	4
101	значит что	2	4
102	с этой	2	3
103	что эти	2	3
104	связаны с	5	3
105	когда в	2	3
106	и сам	2	3
107	в него	3	3
108	на том	8	3
109	другой стороны	8	3
110	отличается от	2	3
111	по отношению	2	3
112	с ними	2	3
113	в которых	2	3
114	их в	3	3
115	его в	5	3
116	как он	6	3
117	видели что	3	3
118	к этому	3	3
119	но как	4	3
120	приводит нас	2	3
121	мы видим	5	3
122	наряду с	3	3
123	не есть	2	3
124	связь с	11	3
125	а с	2	3
126	когда он	3	3
127	в виде	6	3
128	которые в	2	3
129	того как	3	3
130	то же	5	2
131	все время	2	2
132	в этих	2	2
133	и от	3	2
134	первый план	2	2
135	что там	2	2
136	в тех	3	2
137	для нас	2	2
138	так что	3	2
139	но все	2	2
140	нас к	5	2
141	в нем	8	2
142	и только	3	2
143	он имеет	4	2
144	и других	3	2
145	здесь мы	4	2
146	совершенно ясно	4	2
147	как на	3	2
148	в своих	3	2
149	на его	4	2
150	с его	4	2
151	главным образом	3	2
152	однако в	2	2
153	в них	3	2
154	на котором	3	2
155	представления о	10	2
156	в одном	3	2
157	на первый	3	2
158	таким же	3	2
159	и эти	5	2
160	которых он	2	2
161	одна из	2	2
162	о котором	2	2
163	все что	4	2
164	очень часто	5	2
165	есть и	4	2
166	это мы	2	2
167	стороны он	3	2
168	не происходит	3	2
169	а также	4	2
170	еще в	3	2
171	отношению к	2	2
172	не будет	5	2
173	не представляет	2	2
174	в своей	3	2
175	только что	2	2
176	уже не	7	2
177	как устанавливает	2	2
178	тем самым	2	2
179	и эта	3	2
180	и его	7	2
181	или в	3	2
182	и то	3	2
183	связан с	6	2
184	в себе	3	2
185	в эту	2	2
