N	2gram	Vinokur_St_2	Problema
1	и не	9	28
2	не только	19	24
3	только в	2	23
4	вовсе не	6	21
5	в том	27	20
6	и в	29	20
7	ни в	3	17
8	все эти	2	16
9	то что	11	15
10	потому что	9	15
11	у нас	3	14
12	было бы	5	14
13	но и	19	14
14	точки зрения	5	14
15	не в	4	13
16	также и	2	13
17	в себе	2	12
18	том что	27	12
19	прежде всего	5	11
20	по себе	3	11
21	с точки	2	11
22	не менее	3	10
23	тем не	2	10
24	в качестве	5	10
25	не является	3	10
26	так и	9	10
27	и его	6	10
28	при помощи	4	10
29	может быть	2	9
30	все это	11	9
31	и даже	3	9
32	в этом	21	9
33	если бы	2	8
34	что он	13	8
35	таким образом	10	8
36	в той	5	8
37	в результате	2	8
38	во всяком	3	8
39	но в	8	8
40	с другой	4	7
41	такого рода	2	7
42	и потому	2	7
43	то же	2	7
44	именно в	4	7
45	а не	5	7
46	сказать что	2	7
47	и с	4	7
48	в ней	7	7
49	хотя бы	3	7
50	об этом	6	6
51	так что	3	6
52	а также	2	6
53	как и	2	6
54	но это	3	6
55	по своему	2	6
56	при этом	2	6
57	в виду	7	6
58	другой стороны	3	6
59	в данном	2	6
60	в каком	2	6
61	и вообще	2	6
62	но не	3	5
63	на самом	3	5
64	хотя и	4	5
65	в нем	4	5
66	в ее	2	5
67	случае не	2	5
68	и о	4	5
69	вместе с	7	5
70	как в	3	5
71	так же	3	5
72	не может	2	5
73	в них	2	5
74	так как	2	5
75	в этих	3	5
76	о том	17	5
77	времени и	4	4
78	с тем	7	4
79	в отношении	2	4
80	в какой	2	4
81	в одном	6	4
82	в этой	2	4
83	только не	2	4
84	кроме того	4	4
85	одной из	3	4
86	несмотря на	2	4
87	в своей	7	4
88	никак не	2	4
89	как бы	5	4
90	всяком случае	3	4
91	не имеет	2	4
92	и т	9	4
93	ни с	2	4
94	с этим	3	4
95	как раз	8	4
96	в то	2	4
97	к тому	10	3
98	и более	2	3
99	вообще не	3	3
100	если не	2	3
101	у пушкина	12	3
102	и к	4	3
103	он был	2	3
104	для него	4	3
105	и как	2	3
106	но все	7	3
107	в начале	3	3
108	связи с	4	3
109	в истории	2	3
110	совершенно не	2	3
111	между прочим	12	3
112	в его	13	3
113	только к	2	3
114	нет никакого	2	3
115	что и	2	3
116	что в	19	3
117	меньше всего	3	3
118	дело не	2	3
119	в своем	9	3
120	т д	6	3
121	не было	3	3
122	еще и	3	3
123	самом деле	3	3
124	для того	7	3
125	и на	6	3
126	тем что	3	3
127	из них	3	3
128	в другом	4	3
129	как это	2	3
130	в области	2	3
131	в известном	3	2
132	но они	2	2
133	до того	4	2
134	в частности	4	2
135	по этому	2	2
136	другое дело	3	2
137	в конце	2	2
138	не раз	2	2
139	была бы	5	2
140	меня в	2	2
141	что именно	2	2
142	с его	2	2
143	нет и	2	2
144	о которых	2	2
145	тому же	3	2
146	лучше сказать	2	2
147	что они	2	2
148	в это	2	2
149	кажется что	3	2
150	что это	3	2
151	на его	2	2
152	в самом	7	2
153	в обоих	3	2
154	он не	9	2
155	в котором	7	2
156	сами по	2	2
157	не могли	2	2
158	все же	6	2
159	не к	2	2
160	говорит о	2	2
161	или менее	2	2
162	свидетельствуют о	2	2
163	и что	6	2
164	того чтобы	6	2
165	ни было	2	2
166	и он	3	2
167	только что	2	2
168	и по	3	2
169	сравнении с	2	2
170	в значительной	2	2
171	xix века	3	2
172	у меня	3	2
173	его в	2	2
174	и это	2	2
175	дело в	4	2
176	к своему	2	2
177	том смысле	2	2
178	в которой	11	2
179	того же	2	2
180	более или	2	2
181	не то	3	2
182	еще более	4	2
183	это было	2	2
