N	2gram	Bakhtin_Pr_3	Myslijsy
1	потому что	12	49
2	и в	34	24
3	в душе	2	23
4	может быть	19	23
5	то что	11	20
6	и не	29	19
7	а не	9	18
8	в том	3	18
9	что в	7	16
10	по себе	3	15
11	не только	10	15
12	того же	2	14
13	при этом	4	13
14	было бы	2	13
15	не в	9	13
16	в слове	5	13
17	но не	4	12
18	не может	19	12
19	то же	14	12
20	если бы	4	11
21	что и	5	11
22	вместе с	4	11
23	только в	6	11
24	таким образом	5	11
25	для него	13	10
26	в себе	6	10
27	так что	5	10
28	как в	4	10
29	так как	4	10
30	вовсе не	11	9
31	в нем	19	9
32	как бы	27	9
33	но и	12	9
34	под влиянием	3	8
35	а в	5	8
36	том что	3	8
37	и на	6	8
38	в этом	16	8
39	прежде всего	15	7
40	во всяком	5	7
41	всяком случае	5	7
42	во всех	2	7
43	как и	18	7
44	того что	5	7
45	тем что	4	7
46	с этим	2	7
47	в чем	5	7
48	с другой	4	6
49	в одном	5	6
50	и того	2	6
51	и как	3	6
52	тем не	2	6
53	и т	8	6
54	не было	2	6
55	есть только	3	6
56	между тем	3	6
57	между двумя	2	6
58	в то	12	6
59	этого слова	7	6
60	и только	2	6
61	слова в	7	5
62	уже в	3	5
63	не менее	3	5
64	столь же	2	5
65	по крайней	3	5
66	с ним	8	5
67	крайней мере	3	5
68	что они	6	5
69	тот же	2	5
70	что не	7	5
71	если б	2	5
72	о том	2	5
73	так и	6	5
74	в них	2	5
75	бы не	2	5
76	с другими	4	5
77	из них	5	5
78	все же	7	5
79	в которой	2	5
80	во время	2	4
81	в человеке	2	4
82	никогда не	8	4
83	мысли о	2	4
84	а между	3	4
85	что он	23	4
86	уже не	2	4
87	такой же	3	4
88	еще не	4	4
89	и если	2	4
90	в самом	8	4
91	в котором	3	4
92	так в	2	4
93	что оно	2	4
94	если не	3	4
95	и что	5	4
96	к другому	20	4
97	тому как	2	4
98	то все	2	4
99	подобно тому	2	4
100	от него	6	4
101	как он	3	4
102	там где	7	4
103	так сказать	2	4
104	с тем	5	4
105	но в	16	4
106	от другого	3	3
107	на вопрос	4	3
108	что это	5	3
109	смысле этого	2	3
110	это не	5	3
111	не как	3	3
112	и от	5	3
113	становится для	2	3
114	и все	19	3
115	хотя и	3	3
116	ни было	4	3
117	кажется что	2	3
118	но это	4	3
119	например в	2	3
120	мог бы	2	3
121	к другим	2	3
122	в ней	3	3
123	и во	3	3
124	другим и	3	3
125	входят в	2	3
126	оно должно	2	3
127	его в	4	3
128	с таким	4	3
129	не с	2	3
130	слова и	10	3
131	в целом	5	3
132	на него	7	3
133	находится в	2	3
134	только что	3	3
135	что его	3	3
136	т п	6	3
137	т д	2	3
138	которых мы	2	3
139	те же	2	3
140	и у	5	3
141	и для	8	3
142	как на	2	3
143	той же	2	3
144	рядом с	4	3
145	с ними	6	3
146	и то	3	3
147	и вообще	2	3
148	далеко не	3	3
149	этого не	3	2
150	в каждом	3	2
151	самого начала	8	2
152	всех этих	2	2
153	но на	4	2
154	этом смысле	4	2
155	ни был	4	2
156	и его	16	2
157	что у	6	2
158	но он	3	2
159	хотя бы	5	2
160	несколько раз	2	2
161	и это	4	2
162	а к	2	2
163	в жизни	2	2
164	что все	4	2
165	вопрос о	2	2
166	с его	6	2
167	мы знаем	2	2
168	бы в	3	2
169	за пределы	2	2
170	но все	5	2
171	такого же	2	2
172	все эти	4	2
173	совсем не	3	2
174	так же	8	2
175	у него	4	2
176	же время	12	2
177	что с	3	2
178	было в	2	2
179	в общем	4	2
180	собою и	4	2
181	сама по	2	2
182	к ней	2	2
183	в его	22	2
184	как для	2	2
185	и потому	2	2
186	себя и	8	2
187	его с	4	2
188	один из	2	2
189	все это	16	2
190	другой стороны	3	2
191	а с	3	2
192	эти последние	2	2
193	сделать его	2	2
194	на самом	11	2
195	от себя	6	2
196	но только	2	2
197	если и	2	2
198	самом деле	13	2
199	с самого	8	2
200	что такое	2	2
201	а тогда	2	2
202	должно быть	3	2
203	друг друга	2	2
204	у человека	2	2
205	по отношению	5	2
206	с такою	2	2
207	их в	3	2
208	сказать что	2	2
209	тому что	2	2
210	даже и	4	2
211	не то	2	2
212	в другом	8	2
213	во всем	3	2
214	мы должны	5	2
215	на этом	4	2
216	отношении к	7	2
217	слово с	6	2
218	с которыми	2	2
219	к которому	2	2
220	это было	3	2
221	вне себя	2	2
