N	2gram	Voloshinov_1	Istorich
1	и в	19	25
2	что он	2	22
3	может быть	26	17
4	не только	8	13
5	но и	8	13
6	в его	6	12
7	и не	26	11
8	так как	2	11
9	все же	8	10
10	в этом	16	10
11	тем что	2	10
12	с другой	5	9
13	его в	3	9
14	и его	19	9
15	таким образом	17	9
16	связи с	11	8
17	что в	4	8
18	мы знаем	5	8
19	том что	3	8
20	еще не	4	8
21	другой стороны	6	8
22	все эти	7	8
23	и на	4	8
24	в частности	2	7
25	в качестве	2	7
26	как и	12	7
27	то что	8	7
28	этом случае	3	7
29	в нем	10	7
30	и здесь	6	7
31	только в	9	7
32	о том	2	7
33	прежде всего	13	6
34	что и	2	6
35	как в	4	6
36	не может	24	6
37	и он	2	6
38	не в	5	6
39	или в	2	6
40	могут быть	2	6
41	в том	6	6
42	там где	2	6
43	ясно что	5	5
44	с этим	4	5
45	как мы	13	5
46	но все	3	5
47	здесь мы	4	5
48	в ней	4	5
49	не будем	4	5
50	так же	7	5
51	входит в	5	5
52	и действительно	3	5
53	мы не	6	5
54	не менее	4	4
55	не как	2	4
56	что все	2	4
57	с другими	3	4
58	тем не	2	4
59	в ее	7	4
60	в дальнейшем	3	4
61	мы уже	2	4
62	в пределах	6	4
63	же как	2	4
64	в основном	6	4
65	на этой	2	4
66	все это	3	4
67	в связи	7	4
68	то же	7	4
69	в истории	3	4
70	на смену	2	4
71	от этого	2	4
72	он не	3	4
73	мы должны	3	4
74	и это	3	4
75	в которой	3	4
76	никогда не	2	3
77	и как	3	3
78	и все	5	3
79	в свою	2	3
80	в целях	3	3
81	в то	3	3
82	того чтобы	5	3
83	и пр	12	3
84	и др	2	3
85	для того	4	3
86	друг друга	8	3
87	а в	4	3
88	его к	2	3
89	в данном	4	3
90	и с	2	3
91	человека в	2	3
92	и вообще	2	3
93	в русской	2	3
94	он может	3	2
95	что во	2	2
96	формы и	3	2
97	к этому	5	2
98	вовсе не	5	2
99	а как	3	2
100	вопрос о	4	2
101	по себе	4	2
102	можно сказать	3	2
103	с этой	2	2
104	и при	3	2
105	по которым	2	2
106	одна из	2	2
107	того же	6	2
108	социальной жизни	3	2
109	до сих	8	2
110	она не	2	2
111	жизни и	2	2
112	если бы	2	2
113	из которых	2	2
114	одним из	2	2
115	но для	2	2
116	как бы	15	2
117	и потому	5	2
118	по мере	2	2
119	сих пор	8	2
120	в своей	3	2
121	отношению к	2	2
122	во всех	7	2
123	совершенно не	3	2
124	по отношению	3	2
125	язык и	2	2
126	и для	11	2
127	и других	2	2
128	самом деле	10	2
129	именно на	2	2
130	а не	7	2
131	того что	3	2
132	то в	2	2
133	сказать что	4	2
134	точки зрения	34	2
135	к его	2	2
136	ту же	2	2
137	из них	3	2
138	ничего не	6	2
139	из него	2	2
140	мы можем	2	2
