N	2gram	Bakhtin_Fr_5	Vladivir
1	и в	45	40
2	то что	2	28
3	и не	15	25
4	не только	14	25
5	то есть	25	24
6	у него	4	24
7	но и	10	18
8	в том	10	18
9	том что	7	18
10	еще и	3	18
11	что в	12	17
12	также и	7	17
13	в этом	14	16
14	в его	13	14
15	не может	5	14
16	точки зрения	4	13
17	вовсе не	8	13
18	только в	4	13
19	а именно	2	12
20	сказать что	4	12
21	в конце	7	12
22	таким образом	8	11
23	потому что	7	11
24	о том	4	11
25	прежде всего	10	10
26	ни в	3	10
27	как раз	5	10
28	в году	3	10
29	и его	13	10
30	не менее	3	9
31	что это	2	9
32	и с	10	9
33	в своей	3	9
34	под названием	2	9
35	в своем	11	8
36	в этой	6	8
37	для него	3	8
38	может быть	2	8
39	так же	8	8
40	и что	2	8
41	он не	6	8
42	а также	4	8
43	как мы	8	8
44	а не	4	8
45	что все	2	7
46	к тому	2	7
47	и как	5	7
48	несмотря на	2	7
49	и если	2	7
50	хотя и	5	7
51	а в	4	7
52	так как	6	7
53	с тем	2	7
54	того что	3	7
55	в то	11	7
56	что и	7	7
57	вместе с	3	7
58	как и	10	7
59	и здесь	4	6
60	кроме того	4	6
61	и даже	4	6
62	не мог	4	6
63	и на	5	6
64	и от	4	6
65	об этом	4	6
66	так и	6	6
67	хотя бы	2	6
68	с точки	2	6
69	но это	5	6
70	и это	4	6
71	тому же	4	5
72	в отношении	2	5
73	не было	3	5
74	все эти	5	5
75	в ней	8	5
76	тут же	2	5
77	в истории	2	5
78	в одном	3	5
79	что он	6	5
80	мы уже	4	5
81	еще в	2	5
82	можно было	4	5
83	в данном	2	5
84	дело в	3	5
85	ничего не	4	5
86	такой же	4	4
87	в самом	4	4
88	от того	3	4
89	не имеет	3	4
90	как это	4	4
91	и все	7	4
92	по существу	3	4
93	но не	4	4
94	есть и	5	4
95	то время	3	4
96	здесь в	4	4
97	было бы	2	4
98	и о	4	4
99	даже в	2	4
100	то же	11	4
101	в течение	3	4
102	если мы	2	4
103	все же	2	4
104	но в	14	4
105	перед нами	4	3
106	же как	4	3
107	независимо от	2	3
108	в качестве	2	3
109	это не	3	3
110	из этих	3	3
111	всего существующего	2	3
112	при этом	2	3
113	как бы	12	3
114	в нем	10	3
115	к нему	2	3
116	мы видели	7	3
117	в связи	5	3
118	и только	2	3
119	именно в	3	3
120	как на	4	3
121	не столько	2	3
122	же самое	2	3
123	нисколько не	3	3
124	конце жизни	2	3
125	в духе	2	3
126	церкви и	2	3
127	в отличие	2	3
128	всякого рода	2	3
129	на самом	5	3
130	того чтобы	6	3
131	и у	5	3
132	и притом	2	3
133	не в	7	3
134	и для	3	3
135	жизнь и	2	3
136	и вообще	2	3
137	здесь не	6	3
138	в чем	2	3
139	отличие от	2	3
140	это было	4	3
141	не могут	2	2
142	но на	3	2
143	в сторону	2	2
144	все они	4	2
145	здесь же	3	2
146	ранней юности	2	2
147	что на	3	2
148	он был	7	2
149	же время	9	2
150	и наконец	2	2
151	здесь нет	3	2
152	в целом	2	2
153	и за	2	2
154	что она	3	2
155	в их	4	2
156	мы находим	4	2
157	в одно	2	2
158	этом отношении	5	2
159	больше чем	2	2
160	это время	2	2
161	в начале	2	2
162	его в	5	2
163	и ни	3	2
164	бы в	4	2
165	нет ни	2	2
166	с его	7	2
167	здесь и	5	2
168	с этим	4	2
169	к этому	2	2
170	но мы	2	2
171	и к	5	2
172	не хочет	2	2
173	того же	3	2
174	одной из	5	2
175	дается в	4	2
176	в сущности	4	2
177	в церкви	2	2
178	в этот	2	2
179	совершенно так	2	2
180	данном случае	2	2
181	на него	2	2
182	заметить что	2	2
183	для того	6	2
184	роль в	2	2
185	мы не	4	2
186	от этого	2	2
187	в другом	3	2
188	связи с	6	2
189	об этой	3	2
190	что эта	2	2
