N	2gram	Bakhtin_Pr_2	VeschiIm
1	не есть	2	49
2	не может	24	33
3	не только	16	31
4	может быть	18	29
5	и не	42	28
6	и в	45	26
7	то что	5	24
8	а не	10	20
9	есть только	4	17
10	в смысле	2	15
11	и следовательно	7	15
12	что она	4	14
13	только в	9	14
14	и что	2	13
15	того что	3	13
16	по себе	8	13
17	было бы	4	12
18	но и	15	12
19	сказать что	5	12
20	все же	4	12
21	и ее	7	12
22	что же	4	11
23	таким образом	11	11
24	то же	5	10
25	уже не	6	10
26	в ней	7	10
27	как бы	15	10
28	потому что	8	10
29	не значит	2	10
30	в том	8	9
31	в самом	13	9
32	и с	7	9
33	прежде всего	11	9
34	что не	5	9
35	себя и	2	8
36	на то	2	8
37	но это	2	8
38	с ее	3	8
39	в себе	5	8
40	ничего не	3	8
41	в то	5	7
42	его в	3	7
43	так как	5	7
44	том что	7	7
45	есть и	3	7
46	себя в	2	7
47	и их	6	7
48	как раз	6	7
49	и пр	2	7
50	с другими	7	7
51	в этом	20	7
52	так что	2	6
53	и как	2	6
54	что они	3	6
55	что в	6	6
56	для него	9	6
57	жизни и	15	6
58	ни с	2	6
59	со стороны	4	6
60	должно быть	4	6
61	в результате	3	6
62	точки зрения	19	6
63	но в	6	6
64	по крайней	2	6
65	она не	5	6
66	крайней мере	2	6
67	относится к	2	6
68	бы и	3	6
69	с ним	8	6
70	можно было	2	6
71	быть только	2	6
72	не менее	2	5
73	должна быть	3	5
74	это не	3	5
75	не в	8	5
76	еще не	9	5
77	и до	4	5
78	для этого	3	5
79	а есть	3	5
80	а в	3	5
81	что для	2	5
82	или не	2	5
83	как к	2	5
84	чем же	2	5
85	если бы	2	5
86	в ее	3	5
87	у нас	2	5
88	одна из	3	5
89	но не	6	5
90	другими словами	2	5
91	в сущности	7	5
92	для себя	3	5
93	и для	2	5
94	в чем	2	5
95	я не	6	4
96	в своем	5	4
97	как же	2	4
98	же время	3	4
99	тут не	2	4
100	точка зрения	7	4
101	из них	9	4
102	в их	4	4
103	точке зрения	3	4
104	от того	2	4
105	и даже	3	4
106	о том	3	4
107	и более	2	4
108	как и	14	4
109	так чтобы	2	4
110	во всех	4	4
111	и о	2	4
112	и потому	6	4
113	на почве	4	4
114	нет и	3	4
115	что и	5	4
116	слово и	2	4
117	этот вопрос	4	4
118	между ними	4	4
119	с точки	9	4
120	что значит	2	4
121	тем что	2	4
122	сама по	5	3
123	никогда не	17	3
124	принципиально не	2	3
125	можно сказать	2	3
126	и сам	3	3
127	в нем	20	3
128	отношение к	8	3
129	все это	5	3
130	отношения к	2	3
131	их в	7	3
132	но как	2	3
133	в чисто	2	3
134	мы имеем	2	3
135	само по	2	3
136	перестает быть	3	3
137	даже и	2	3
138	в одном	6	3
139	в жизни	3	3
140	один из	2	3
141	что он	7	3
142	мы видим	2	3
143	тот же	2	3
144	в своей	6	3
145	так и	3	3
146	а с	3	3
147	в той	3	3
148	самом деле	4	3
149	бы в	5	3
150	хотя бы	5	3
151	тому как	2	3
152	подобно тому	2	3
153	с самим	2	3
154	ее с	3	3
155	и самое	2	3
156	в основе	2	3
157	где она	2	2
158	же мы	2	2
159	его и	3	2
160	человека и	2	2
161	была бы	3	2
162	а потому	2	2
163	а только	2	2
164	ни в	2	2
165	в самой	3	2
166	но все	4	2
167	ли вы	4	2
168	понять и	2	2
169	мы уже	3	2
170	у меня	3	2
171	в виду	2	2
172	в сфере	2	2
173	но только	2	2
174	этой точки	2	2
175	и вот	2	2
176	так же	5	2
177	жизнь и	3	2
178	конечно и	2	2
179	в своих	4	2
180	как ее	2	2
181	но ведь	3	2
182	как это	2	2
183	то есть	50	2
184	ничем не	2	2
185	мы можем	4	2
186	на него	2	2
187	поэтому и	3	2
188	жизни в	2	2
189	превращается в	4	2
190	же вы	3	2
191	об этом	3	2
192	он не	9	2
193	но уже	2	2
194	как в	4	2
195	мысли и	3	2
196	находится в	2	2
197	если не	2	2
198	как мы	8	2
199	и понимает	3	2
200	и его	8	2
201	выражение в	3	2
202	в науке	2	2
203	в особенности	2	2
204	не потому	2	2
205	это было	2	2
206	с другою	2	2
