N	2gram	Bakhtin_fo_1	Hudozhes
1	том что	4	16
2	и в	50	14
3	так и	12	13
4	а не	3	12
5	в том	9	12
6	не только	9	12
7	при этом	3	12
8	прежде всего	15	11
9	и т	8	11
10	в этом	25	11
11	в себе	3	11
12	для него	2	10
13	в своей	2	10
14	у него	6	9
15	как и	8	9
16	в качестве	3	9
17	то же	11	9
18	как в	6	8
19	то что	6	8
20	же время	9	8
21	отношению к	5	8
22	по отношению	3	8
23	т п	8	8
24	в то	9	8
25	в его	13	8
26	ничего не	9	8
27	это не	6	7
28	к тому	3	7
29	уже не	2	7
30	не в	5	7
31	еще не	5	7
32	как бы	2	7
33	не может	6	7
34	именно в	3	7
35	а в	3	7
36	никогда не	2	6
37	что в	5	6
38	было бы	2	6
39	жизни в	8	6
40	человека в	17	6
41	с его	9	5
42	к жизни	2	5
43	в частности	6	5
44	в этих	3	5
45	к себе	4	5
46	об этом	2	5
47	может быть	11	5
48	только в	4	5
49	но и	8	5
50	жизни и	8	5
51	друг друга	3	5
52	и его	16	5
53	потому что	4	5
54	ни в	8	5
55	точки зрения	5	5
56	героя и	7	5
57	но в	10	5
58	связи с	6	4
59	в своем	4	4
60	к другому	2	4
61	и все	6	4
62	и к	2	4
63	а только	2	4
64	мы уже	11	4
65	в самом	8	4
66	в ней	4	4
67	один из	3	4
68	как раз	13	4
69	в центре	2	4
70	не было	7	4
71	человеческой жизни	6	4
72	того что	2	4
73	он не	5	4
74	в конце	9	4
75	и это	4	4
76	с ним	2	4
77	и с	4	4
78	но не	5	3
79	если бы	5	3
80	отнюдь не	5	3
81	но он	2	3
82	с этим	6	3
83	романа в	5	3
84	же в	3	3
85	себе самому	4	3
86	в литературе	16	3
87	как мы	14	3
88	в ее	6	3
89	в пределах	5	3
90	не имеют	3	3
91	по преимуществу	3	3
92	для себя	7	3
93	в нем	24	3
94	все же	6	3
95	в связи	5	3
96	и для	4	3
97	этом отношении	3	3
98	все эти	9	3
99	лишь в	6	3
100	того чтобы	5	3
101	характера в	2	3
102	и даже	2	3
103	с точки	2	3
104	и по	2	3
105	в таком	3	3
106	или не	2	3
107	тем что	2	3
108	и на	8	3
109	его в	3	3
110	а также	2	3
111	ни к	3	2
112	автора и	2	2
113	поэтому и	3	2
114	жизни на	2	2
115	человек в	3	2
116	себя и	3	2
117	и потому	3	2
118	на фоне	3	2
119	ясно что	2	2
120	вопрос о	2	2
121	по себе	2	2
122	совершенно иной	3	2
123	к своему	2	2
124	да и	3	2
125	своей жизни	4	2
126	же как	2	2
127	одна из	2	2
128	о своей	2	2
129	в целом	2	2
130	до конца	4	2
131	в данной	2	2
132	одной из	3	2
133	раз в	4	2
134	себе и	3	2
135	например в	6	2
136	только на	3	2
137	в начале	3	2
138	хотя и	3	2
139	для других	4	2
140	как он	2	2
141	его жизни	8	2
142	сих пор	3	2
143	в форме	3	2
144	как по	2	2
145	в их	6	2
146	все это	4	2
147	влияние на	4	2
148	не знает	3	2
149	и не	14	2
150	они не	3	2
151	в значительной	2	2
152	что не	3	2
153	не имеет	4	2
154	в это	2	2
155	своей собственной	3	2
156	той же	2	2
157	на основе	2	2
158	в результате	6	2
159	личности и	2	2
160	не о	2	2
161	с ее	6	2
162	характер и	7	2
163	отсюда и	2	2
164	нет ничего	4	2
165	здесь не	4	2
166	так сказать	7	2
167	характер в	2	2
168	чужой жизни	3	2
169	как она	2	2
170	мы не	3	2
171	до сих	3	2
