N	2gram	Tiupa_Disk_1	Psycholo
1	и в	16	38
2	то что	5	35
3	в том	23	25
4	в самом	3	25
5	что в	4	20
6	может быть	17	19
7	и что	2	18
8	точки зрения	3	16
9	то есть	20	15
10	том что	19	14
11	как бы	5	14
12	потому что	4	14
13	в этой	2	13
14	в этом	15	13
15	не только	28	12
16	таким образом	3	12
17	не в	7	12
18	что он	4	11
19	в сущности	2	10
20	то же	7	10
21	же самое	2	10
22	и не	11	10
23	и все	2	10
24	все же	3	8
25	перед нами	3	8
26	с этим	3	8
27	в одном	2	8
28	как и	16	8
29	и как	6	8
30	с другой	10	7
31	в ее	3	7
32	а не	22	7
33	не может	9	7
34	как мы	2	7
35	а в	5	7
36	заключается в	3	7
37	между тем	4	7
38	из них	3	6
39	к тому	5	6
40	один из	3	6
41	в котором	5	6
42	указывает на	2	6
43	с одной	9	6
44	и его	2	6
45	и на	5	6
46	в которых	4	6
47	о том	8	6
48	в своем	6	5
49	в какой	2	5
50	на этом	2	5
51	одной стороны	9	5
52	иначе говоря	2	5
53	в своей	5	5
54	но и	14	5
55	другой стороны	3	5
56	или в	2	5
57	в другом	2	5
58	о котором	2	5
59	в его	7	5
60	так сказать	2	5
61	никогда не	2	4
62	в тех	2	4
63	в свою	3	4
64	по своему	3	4
65	при этом	13	4
66	что с	2	4
67	когда он	2	4
68	во всех	5	4
69	в нем	9	4
70	что и	3	4
71	в целом	4	4
72	как в	10	4
73	того что	3	4
74	и даже	3	4
75	в своих	3	4
76	сказать что	3	4
77	только в	7	4
78	в себе	7	4
79	в виду	2	4
80	в них	4	3
81	к этому	2	3
82	и к	4	3
83	того же	3	3
84	и о	4	3
85	в основе	7	3
86	из двух	2	3
87	одновременно и	2	3
88	что не	4	3
89	к ним	3	3
90	и тем	2	3
91	тем что	3	3
92	состоит в	9	3
93	далеко не	10	3
94	в то	3	3
95	могла бы	2	3
96	едва ли	2	3
97	но в	8	3
98	одного из	2	2
99	в данном	5	2
100	но они	2	2
101	действующее лицо	2	2
102	отнюдь не	8	2
103	между собой	2	2
104	и одновременно	2	2
105	хотя бы	3	2
106	столь же	3	2
107	так например	2	2
108	и во	2	2
109	во всяком	2	2
110	и ее	2	2
111	уже не	4	2
112	в силу	5	2
113	есть в	2	2
114	свою очередь	3	2
115	здесь в	2	2
116	для него	4	2
117	они не	2	2
118	например в	2	2
119	жанра и	2	2
120	совпадает с	2	2
121	с ее	2	2
122	наше время	2	2
123	дело не	2	2
124	данном случае	2	2
125	со стороны	7	2
126	имеет место	3	2
127	что же	2	2
128	по выражению	2	2
129	внимание на	4	2
130	целый ряд	2	2
131	в наше	2	2
132	в одной	3	2
133	отношения к	2	2
134	а с	5	2
135	не более	2	2
136	и по	2	2
137	в качестве	34	2
138	к себе	2	2
139	нельзя не	2	2
140	к его	2	2
141	как к	2	2
142	представляет собой	17	2
143	но как	2	2
144	в истории	4	2
145	что даже	2	2
146	однако и	2	2
147	заметить что	2	2
148	для художественного	2	2
