N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	18	44
2	и в	23	33
3	в этом	25	28
4	как бы	28	25
5	потому что	12	24
6	для того	2	23
7	может быть	21	22
8	том что	9	22
9	того чтобы	4	22
10	что в	8	21
11	в том	11	21
12	о том	2	20
13	что он	10	20
14	таким образом	11	13
15	и не	34	13
16	так же	6	13
17	сказать что	5	13
18	то есть	24	13
19	все это	7	13
20	в самом	8	12
21	все то	4	12
22	и все	3	12
23	так как	7	12
24	было бы	6	12
25	самом деле	5	12
26	что все	3	11
27	он не	4	11
28	что она	2	10
29	не может	11	10
30	в его	24	10
31	если бы	10	10
32	в этой	4	9
33	по себе	7	9
34	как раз	4	9
35	то же	10	9
36	в конце	5	8
37	вместе с	2	8
38	как будто	3	8
39	в своем	8	7
40	для нас	3	7
41	до конца	5	7
42	в нем	20	7
43	не только	13	7
44	перед нами	4	6
45	тому что	2	6
46	это не	10	6
47	в самой	7	6
48	шекспира и	2	6
49	все эти	8	6
50	и вот	2	6
51	но он	2	6
52	точки зрения	21	6
53	как на	2	6
54	у него	6	6
55	мы видим	3	6
56	мы должны	2	6
57	в сущности	5	6
58	никак не	2	6
59	на самом	4	6
60	а не	20	6
61	в себе	5	6
62	самого начала	3	5
63	никогда не	5	5
64	нисколько не	2	5
65	с самого	2	5
66	и как	8	5
67	в целом	4	5
68	мы не	2	5
69	что для	2	5
70	и на	10	5
71	вовсе не	8	5
72	как он	2	5
73	с ним	6	5
74	это и	9	5
75	как и	8	5
76	мы уже	2	5
77	и его	13	5
78	все же	5	5
79	заключается в	2	5
80	и это	5	5
81	художественной формы	5	4
82	я не	3	4
83	и есть	5	4
84	это в	2	4
85	друг с	3	4
86	и уже	3	4
87	из них	2	4
88	жизни и	6	4
89	смысл и	2	4
90	а в	7	4
91	и других	5	4
92	того что	2	4
93	в жизни	6	4
94	к этому	2	4
95	одна из	2	4
96	и о	3	4
97	о нем	11	4
98	себя в	3	4
99	в своей	11	4
100	на него	2	4
101	как мы	5	4
102	с точки	15	4
103	заставляет его	2	4
104	той же	6	4
105	можно было	3	4
106	этот вопрос	2	4
107	с другом	3	4
108	только в	8	4
109	в которой	4	4
110	точно так	2	3
111	что именно	2	3
112	что может	2	3
113	он все	2	3
114	в мире	7	3
115	ни в	3	3
116	тот же	2	3
117	в пределах	9	3
118	например в	3	3
119	всяком случае	3	3
120	ни одной	2	3
121	был бы	5	3
122	какой бы	2	3
123	с ее	2	3
124	но и	11	3
125	не было	3	3
126	здесь мы	2	3
127	в драме	5	3
128	в своих	2	3
129	в которых	2	3
130	их в	2	3
131	и здесь	3	3
132	в то	10	3
133	во все	3	3
134	его в	4	3
135	нет ни	2	3
136	в основе	5	3
137	всех этих	3	3
138	в одном	9	3
139	идет о	3	3
140	говорить о	2	3
141	но не	8	3
142	до сих	2	3
143	она не	5	3
144	он говорит	2	3
145	конце концов	4	3
146	сами по	3	3
147	что и	5	3
148	сих пор	2	3
149	так и	10	3
150	как в	6	3
151	да и	2	3
152	во всей	2	3
153	из которых	2	3
154	и для	3	3
155	во всяком	4	3
156	тем что	3	3
157	этого слова	2	3
158	в той	6	3
159	на этот	2	3
160	уже в	5	2
161	бы и	4	2
162	с другой	2	2
163	в одной	4	2
164	из этих	2	2
165	была бы	2	2
166	прежде всего	7	2
167	вопрос о	4	2
168	для понимания	3	2
169	но все	4	2
170	из его	3	2
171	же время	7	2
172	никак нельзя	2	2
173	при этом	3	2
174	мире в	3	2
175	себе и	3	2
176	в котором	2	2
177	точка зрения	7	2
178	один из	2	2
179	нам кажется	4	2
180	в их	3	2
181	другой стороны	2	2
182	именно в	6	2
183	как автор	2	2
184	и наконец	5	2
185	в результате	4	2
186	и с	4	2
187	материал и	2	2
188	могли бы	3	2
189	не в	6	2
190	в художественном	2	2
191	художественного построения	3	2
192	и потому	3	2
193	слово в	2	2
194	но в	4	2
195	а как	6	2
196	с его	6	2
197	он может	3	2
198	в них	3	2
199	и к	4	2
200	ли он	2	2
201	в искусстве	2	2
202	по существу	4	2
203	можно сказать	2	2
204	кажется что	3	2
205	во всех	5	2
206	однако не	2	2
207	даже в	2	2
208	бы то	3	2
209	со стороны	2	2
210	не на	3	2
211	он знает	3	2
212	то время	2	2
213	ни одного	2	2
214	хотя бы	2	2
215	тому как	3	2
216	на пути	2	2
217	ни на	2	2
218	героя и	5	2
219	только с	2	2
220	не потому	2	2
221	ничего не	6	2
