N	2gram	Ircho_Kome_1	Problema
1	и не	8	28
2	не только	10	24
3	только в	3	23
4	в виде	3	22
5	вовсе не	2	21
6	в том	11	20
7	и в	22	20
8	ни в	6	17
9	то что	2	15
10	потому что	5	15
11	у нас	3	14
12	было бы	2	14
13	но и	11	14
14	точки зрения	4	14
15	не в	6	13
16	в себе	2	12
17	том что	12	12
18	прежде всего	5	11
19	как будто	2	11
20	не менее	3	10
21	тем не	2	10
22	в качестве	4	10
23	так и	5	10
24	и его	8	10
25	едва ли	7	10
26	может быть	9	9
27	все это	5	9
28	и даже	5	9
29	в этом	3	9
30	что он	6	8
31	таким образом	8	8
32	в результате	4	8
33	во всяком	2	8
34	и все	3	8
35	но в	4	8
36	с другой	5	7
37	ясно что	4	7
38	еще не	2	7
39	такого рода	6	7
40	мы не	3	7
41	и тем	2	7
42	то же	6	7
43	именно в	4	7
44	и с	3	7
45	и без	2	6
46	а также	4	6
47	художественный образ	2	6
48	как и	9	6
49	но это	2	6
50	по своему	3	6
51	при этом	5	6
52	другой стороны	5	6
53	только при	2	6
54	же самое	2	6
55	но не	2	5
56	хотя и	3	5
57	в нем	4	5
58	здесь в	3	5
59	и можно	2	5
60	да и	3	5
61	и о	3	5
62	вместе с	2	5
63	как в	5	5
64	так же	3	5
65	то и	2	5
66	не может	2	5
67	в них	3	5
68	так как	4	5
69	или в	2	5
70	о том	8	5
71	уже в	5	4
72	времени и	2	4
73	в отношении	6	4
74	и во	2	4
75	в одном	8	4
76	и ее	3	4
77	в этой	7	4
78	указывает на	2	4
79	одной из	3	4
80	несмотря на	4	4
81	всяком случае	2	4
82	и т	9	4
83	же в	4	4
84	а в	6	4
85	как раз	3	4
86	в то	10	4
87	к тому	6	3
88	казалось бы	3	3
89	независимо от	2	3
90	для всех	2	3
91	как мы	4	3
92	он был	2	3
93	здесь мы	3	3
94	и как	3	3
95	в начале	3	3
96	в истории	5	3
97	между прочим	2	3
98	в его	5	3
99	что и	4	3
100	что в	6	3
101	не говоря	2	3
102	в новое	2	3
103	даже если	2	3
104	т д	4	3
105	еще и	2	3
106	из которых	2	3
107	к нему	2	3
108	и на	3	3
109	тем что	4	3
110	из них	10	3
111	правда в	2	3
112	чем же	2	3
113	в сознании	3	3
114	в другом	4	3
115	как это	3	3
116	в области	2	3
117	мы можем	4	3
118	в известном	2	2
119	в частности	3	2
120	однако в	3	2
121	со своей	2	2
122	для этого	2	2
123	столь же	2	2
124	в конце	6	2
125	не раз	2	2
126	на все	2	2
127	для ее	2	2
128	для себя	2	2
129	о которых	5	2
130	тому же	6	2
131	что они	4	2
132	то время	5	2
133	для них	2	2
134	по одному	2	2
135	тот же	3	2
136	на его	5	2
137	в самом	2	2
138	за пределы	2	2
139	он не	3	2
140	к ней	2	2
141	относится к	2	2
142	время как	4	2
143	в котором	4	2
144	только один	2	2
145	говоря уже	2	2
146	все же	3	2
147	с ее	2	2
148	не к	2	2
149	или менее	2	2
150	и притом	2	2
151	там же	3	2
152	ни было	2	2
153	только что	2	2
154	и по	6	2
155	в других	2	2
156	почти всегда	2	2
157	что к	2	2
158	а то	2	2
159	или по	2	2
160	будто бы	2	2
161	его в	3	2
162	в чем	3	2
163	в которой	6	2
164	того же	2	2
165	по содержанию	3	2
