N	2gram	Vygotskiy__4	Problemy
1	и в	33	35
2	как бы	25	31
3	и не	13	27
4	что он	20	24
5	в его	10	21
6	но в	2	19
7	не может	10	18
8	как и	5	18
9	в нем	7	16
10	то есть	13	16
11	то же	9	15
12	и все	12	15
13	но и	3	14
14	может быть	22	14
15	все это	13	14
16	в сущности	6	14
17	и его	5	14
18	в этом	28	14
19	он не	11	13
20	прежде всего	2	12
21	и с	2	12
22	и к	2	12
23	в пределах	3	11
24	в то	3	11
25	слова и	4	11
26	не в	2	10
27	самом деле	12	10
28	же время	2	10
29	не только	7	10
30	то что	44	10
31	рассказа в	3	10
32	героя и	2	10
33	на самом	6	9
34	ни одного	2	9
35	я не	4	8
36	самого начала	5	8
37	так и	3	8
38	с самого	5	8
39	потому что	24	8
40	мы уже	5	8
41	все же	5	8
42	как мы	4	8
43	и для	3	8
44	так же	13	7
45	а в	4	7
46	и наконец	2	7
47	точки зрения	6	7
48	с ним	5	7
49	с его	2	7
50	вовсе не	5	7
51	себе и	2	7
52	в виде	3	7
53	таким образом	13	7
54	что в	21	6
55	к тому	12	6
56	что они	6	6
57	и что	25	6
58	в самом	12	6
59	что у	4	6
60	и на	5	6
61	в одном	3	6
62	но не	3	6
63	только в	4	6
64	в конце	8	5
65	в том	21	5
66	да и	3	5
67	так что	7	5
68	во время	6	5
69	этого слова	3	5
70	даже в	2	5
71	на него	4	5
72	к самому	2	5
73	как в	3	5
74	и то	2	5
75	в себе	6	5
76	и это	5	5
77	все время	24	4
78	никогда не	5	4
79	с другой	2	4
80	та же	3	4
81	в такой	2	4
82	в мире	3	4
83	но все	2	4
84	до конца	7	4
85	друг с	4	4
86	всяком случае	3	4
87	вот как	3	4
88	и вот	6	4
89	и так	4	4
90	но он	6	4
91	его в	3	4
92	так как	12	4
93	у него	6	4
94	как раз	9	4
95	в них	2	4
96	по себе	9	4
97	так чтобы	2	4
98	во всем	2	4
99	тот же	3	4
100	в своей	4	4
101	в той	3	4
102	а не	6	4
103	что не	4	4
104	во всяком	3	4
105	тем что	3	4
106	как будто	8	4
107	с другом	4	4
108	что это	13	4
109	он знает	2	3
110	уже в	2	3
111	и вдруг	3	3
112	и от	2	3
113	и говорит	3	3
114	такой же	2	3
115	тому же	3	3
116	знает что	2	3
117	в виду	2	3
118	с ее	3	3
119	бы то	2	3
120	в целом	5	3
121	из них	4	3
122	другой стороны	2	3
123	его и	2	3
124	в одной	2	3
125	все эти	6	3
126	признания и	2	3
127	того что	4	3
128	должно быть	3	3
129	это не	6	3
130	сказать что	13	3
131	говорить о	3	3
132	мы должны	6	3
133	в котором	2	3
134	с тем	4	3
135	эти слова	3	3
136	бы его	3	3
137	с этим	5	3
138	в ее	2	3
139	это и	5	3
140	том что	22	3
141	было бы	12	3
142	во всех	2	3
143	конце концов	3	3
144	что и	3	3
145	когда он	7	3
146	только что	15	3
147	а с	2	3
148	так вот	2	3
149	сводится к	2	3
150	слов в	2	3
151	только с	2	3
152	ничего не	2	3
153	времени и	2	2
154	в сторону	3	2
155	тому что	6	2
156	для этого	8	2
157	о них	2	2
158	столь же	2	2
159	с этой	4	2
160	он все	3	2
161	что все	11	2
162	как все	4	2
163	это в	4	2
164	вопрос о	2	2
165	уже с	2	2
166	одна и	2	2
167	мы знаем	2	2
168	они действительно	2	2
169	ни в	3	2
170	без всякого	2	2
171	что его	3	2
172	из его	2	2
173	на этом	3	2
174	это кажется	2	2
175	всю жизнь	2	2
176	при этом	2	2
177	и кажется	2	2
178	например в	3	2
179	время как	2	2
180	на нее	2	2
181	понятно что	3	2
182	тому чтобы	3	2
183	в своем	7	2
184	что оно	3	2
185	те же	2	2
186	не просто	4	2
187	есть только	2	2
188	увидим что	3	2
189	эпизод с	3	2
190	тому как	2	2
191	в которых	3	2
192	их в	3	2
193	в ней	6	2
194	ни на	2	2
195	о том	20	2
196	как он	5	2
197	мне не	2	2
198	слово в	2	2
199	нет ни	3	2
200	а как	2	2
201	всех этих	3	2
202	и та	2	2
203	смысле этого	3	2
204	лежит в	2	2
205	в жизни	4	2
206	на тему	2	2
207	надо было	2	2
208	раз в	7	2
209	здесь в	3	2
210	почему же	2	2
211	ли это	3	2
212	мы увидим	2	2
213	кажется что	2	2
214	конечно не	3	2
215	о нем	4	2
216	с таким	2	2
217	и этот	3	2
218	себя в	4	2
219	всего романа	2	2
220	вместе с	8	2
221	бы и	2	2
222	говорит о	4	2
223	тему о	2	2
224	показать что	7	2
225	бы не	2	2
226	жизнь и	4	2
227	на этот	3	2
228	и он	3	2
229	и как	5	2
230	хотя бы	2	2
231	с точки	4	2
232	в которой	4	2
233	той же	4	2
234	можно было	4	2
235	в рассказе	8	2
236	мы можем	5	2
237	сам по	2	2
238	между двумя	2	2
239	из этого	5	2
240	много раз	2	2
241	это было	4	2
