N	2gram	Tiupa_Narr_1	Problema
1	то что	11	42
2	то есть	19	33
3	и в	19	32
4	и не	20	31
5	не есть	3	29
6	не менее	3	19
7	в этом	17	19
8	тем не	3	18
9	не только	32	17
10	по себе	5	15
11	а не	12	15
12	в себе	8	15
13	как бы	4	14
14	может быть	25	14
15	но в	6	14
16	и тем	4	13
17	в нем	4	13
18	сказать что	4	13
19	что мы	2	13
20	как раз	2	13
21	что в	3	12
22	а именно	3	12
23	том что	14	12
24	так и	9	12
25	и даже	3	11
26	о том	6	11
27	то же	4	10
28	прежде всего	4	10
29	в этой	5	10
30	отнюдь не	5	10
31	ничего не	2	10
32	но не	5	9
33	в том	18	9
34	но и	23	9
35	так же	2	9
36	еще не	7	9
37	в таком	2	9
38	в данном	5	9
39	данном случае	4	8
40	не может	10	8
41	все эти	2	8
42	и на	3	8
43	когда мы	2	8
44	было бы	4	8
45	и ее	2	8
46	никогда не	3	7
47	ни в	3	7
48	такого рода	7	7
49	и все	2	7
50	что он	6	7
51	как мы	3	7
52	тем что	3	7
53	только в	4	7
54	здесь не	4	7
55	и как	5	6
56	при этом	9	6
57	хотя и	3	6
58	это не	2	6
59	но как	2	6
60	говорить о	2	6
61	его в	2	6
62	как это	6	6
63	о чем	2	6
64	таком случае	2	6
65	не существует	3	6
66	в то	3	6
67	совершенно не	2	6
68	в его	9	6
69	самом деле	2	6
70	перед нами	4	5
71	в своем	2	5
72	или иной	5	5
73	можно сказать	5	5
74	есть в	2	5
75	той или	4	5
76	не являются	2	5
77	не является	8	5
78	то в	6	5
79	тем более	2	5
80	связи с	4	5
81	некоторого рода	2	5
82	далеко не	5	5
83	именно в	6	4
84	точно так	2	4
85	не в	14	4
86	один из	3	4
87	на том	3	4
88	и только	2	4
89	не было	2	4
90	или в	2	4
91	а в	11	4
92	в литературе	2	4
93	же в	4	4
94	а также	7	4
95	как в	7	4
96	если не	4	4
97	тем самым	6	4
98	и для	2	4
99	в связи	2	4
100	уже в	3	3
101	не обязательно	3	3
102	что это	3	3
103	что не	4	3
104	с другой	8	3
105	но все	4	3
106	что они	3	3
107	более или	2	3
108	несмотря на	2	3
109	хотя бы	4	3
110	из них	3	3
111	другой стороны	4	3
112	и его	5	3
113	точки зрения	10	3
114	говорит и	2	3
115	в случае	7	3
116	в ее	3	3
117	как и	7	3
118	к тому	7	3
119	он не	3	3
120	о нем	4	3
121	себе не	2	3
122	сами по	2	3
123	оно не	2	3
124	говорит о	2	3
125	или менее	2	3
126	да и	4	3
127	хотя в	2	3
128	уже не	5	3
129	не на	2	3
130	во всей	2	3
131	к нему	5	3
132	с точки	2	3
133	можно было	2	3
134	пока еще	4	3
135	как будто	3	3
136	он сам	2	2
137	же как	3	2
138	в общей	2	2
139	иное как	2	2
140	его как	2	2
141	для него	2	2
142	например в	2	2
143	не о	3	2
144	так или	2	2
145	которого он	2	2
146	то или	3	2
147	и до	2	2
148	не имеет	2	2
149	особенно в	3	2
150	от всех	2	2
151	в результате	2	2
152	и с	4	2
153	не как	2	2
154	одно из	2	2
155	из этих	3	2
156	того или	2	2
157	в первом	3	2
158	мы имеем	2	2
159	между тем	3	2
160	с его	6	2
161	могут быть	3	2
162	однако в	2	2
163	но о	3	2
164	или иного	2	2
165	не что	2	2
166	на первый	2	2
167	по существу	2	2
168	в качестве	21	2
169	она не	2	2
170	в сущности	3	2
171	и потому	2	2
172	нет и	2	2
173	не будет	3	2
174	этого понятия	2	2
175	или иначе	3	2
176	тому как	2	2
177	подобно тому	2	2
178	на себя	3	2
179	что иное	2	2
180	в области	2	2
181	не то	2	2
182	что нет	2	2
