N	2gram	Trubetskoy_1	Komedia
1	и в	23	22
2	том что	19	12
3	в том	30	11
4	но и	9	11
5	не только	7	10
6	из них	5	10
7	в то	6	10
8	как и	9	9
9	может быть	16	9
10	таким образом	31	8
11	и не	8	8
12	о том	7	8
13	в этой	6	7
14	и других	2	7
15	что в	8	6
16	в конце	4	6
17	что он	7	6
18	к тому	8	6
19	тому же	6	6
20	и по	3	6
21	то же	4	6
22	не в	8	6
23	а в	3	6
24	в которой	5	6
25	с другой	6	5
26	прежде всего	3	5
27	о которых	6	5
28	при этом	9	5
29	в его	5	5
30	в истории	3	5
31	так и	10	5
32	все это	11	5
33	другой стороны	5	5
34	то время	2	5
35	потому что	9	5
36	между тем	12	5
37	именно в	5	4
38	в их	4	4
39	к этому	5	4
40	ясно что	8	4
41	несмотря на	6	4
42	как мы	2	4
43	в в	4	4
44	в другом	2	4
45	что они	2	4
46	же время	2	4
47	время от	2	4
48	в котором	2	4
49	и особенно	2	4
50	в нем	3	4
51	что и	7	4
52	на него	2	4
53	в результате	9	4
54	точки зрения	13	4
55	конце концов	4	4
56	так как	7	4
57	но в	4	4
58	мы можем	6	4
59	же как	3	3
60	не менее	7	3
61	в них	2	3
62	вопрос о	3	3
63	на то	9	3
64	в тех	3	3
65	у нас	3	3
66	по своему	5	3
67	тот же	3	3
68	одной стороны	2	3
69	и сам	2	3
70	в начале	2	3
71	и у	4	3
72	в частности	2	3
73	у него	5	3
74	хотя и	4	3
75	он не	3	3
76	даже в	3	3
77	все же	13	3
78	отношению к	9	3
79	в целом	5	3
80	отношение к	4	3
81	так же	8	3
82	по отношению	9	3
83	с одной	3	3
84	в течение	4	3
85	каждый из	3	3
86	и на	6	3
87	или вовсе	2	3
88	в этом	12	3
89	и с	5	3
90	в виде	4	3
91	и ее	2	3
92	только в	6	3
93	и все	7	3
94	его в	5	3
95	в сознании	6	3
96	ни было	2	2
97	независимо от	2	2
98	ему и	2	2
99	и без	5	2
100	то ни	3	2
101	в состоянии	4	2
102	столь же	5	2
103	этом что	2	2
104	именно потому	2	2
105	на все	5	2
106	вовсе не	2	2
107	образом в	3	2
108	в свою	2	2
109	тем не	4	2
110	мы знаем	10	2
111	мы видели	2	2
112	из всех	5	2
113	а к	2	2
114	такой же	2	2
115	одна из	2	2
116	на этом	2	2
117	но не	2	2
118	того же	9	2
119	в себя	2	2
120	как известно	3	2
121	по одному	3	2
122	до сих	8	2
123	еще не	5	2
124	было бы	3	2
125	и из	2	2
126	в самом	8	2
127	между прочим	2	2
128	которую он	2	2
129	всяком случае	2	2
130	либо как	2	2
131	в эти	3	2
132	для себя	2	2
133	только один	2	2
134	с ее	2	2
135	то что	18	2
136	бы то	2	2
137	вместе с	6	2
138	все что	9	2
139	или менее	7	2
140	только что	3	2
141	то и	2	2
142	для этого	7	2
143	в сущности	2	2
144	не может	17	2
145	даже если	2	2
146	которых мы	3	2
147	что у	2	2
148	из которых	4	2
149	к нему	2	2
150	в силу	7	2
151	во всяком	2	2
152	только при	2	2
153	что касается	6	2
154	в своих	2	2
155	в себе	5	2
156	по своей	7	2
157	ту же	2	2
158	как будто	5	2
159	тех же	2	2
160	отличие от	3	2
161	в области	4	2
162	что по	3	2
163	сих пор	8	2
