N	2gram	Voloshinov_1	Myshleni
1	внутренней речи	3	67
2	в этом	4	29
3	точки зрения	14	28
4	речи в	2	27
5	и в	12	26
6	не только	4	24
7	то что	5	24
8	таким образом	12	23
9	с точки	2	21
10	в том	6	18
11	и не	10	18
12	том что	5	17
13	для других	2	15
14	как и	5	15
15	к слову	2	14
16	того что	3	14
17	так же	3	14
18	так как	9	14
19	с помощью	6	13
20	что в	2	12
21	вместе с	2	12
22	и его	13	12
23	но и	3	11
24	не может	16	11
25	словом и	2	10
26	слова и	6	10
27	в самом	4	9
28	что мы	5	9
29	в себе	3	9
30	то же	5	8
31	сказать что	7	8
32	свое выражение	4	8
33	только в	6	8
34	прежде всего	8	7
35	может быть	14	7
36	и к	4	7
37	мы не	3	7
38	и то	2	7
39	в какой	2	6
40	по отношению	11	6
41	как на	2	6
42	как бы	13	6
43	между собой	2	6
44	и что	2	6
45	все эти	3	6
46	все же	4	6
47	самом деле	3	6
48	а не	5	6
49	выражение в	2	6
50	с этой	2	5
51	можно сказать	5	5
52	до конца	2	5
53	одной стороны	2	5
54	если бы	9	5
55	и следовательно	5	5
56	в виду	5	5
57	и значение	2	5
58	данном случае	2	5
59	с одной	2	5
60	и с	3	5
61	же самое	2	5
62	как это	2	5
63	тогда когда	2	5
64	она не	2	5
65	отношению к	11	5
66	в процессе	6	5
67	и для	3	5
68	в данном	2	5
69	не менее	3	4
70	никогда не	5	4
71	в нашем	11	4
72	с другой	4	4
73	в такой	3	4
74	имеет место	2	4
75	которые мы	2	4
76	в котором	3	4
77	этой точки	3	4
78	и наконец	3	4
79	в момент	2	4
80	в его	2	4
81	о том	3	4
82	но в	5	4
83	стороны и	2	4
84	еще не	3	4
85	не есть	2	4
86	как в	5	4
87	не в	4	4
88	едва ли	2	4
89	все это	3	3
90	это не	2	3
91	одно и	2	3
92	слова но	2	3
93	тем не	3	3
94	но это	2	3
95	такой же	2	3
96	для него	3	3
97	совпадает с	2	3
98	в ней	6	3
99	и является	4	3
100	между ними	2	3
101	но мы	2	3
102	значения и	2	3
103	как к	3	3
104	и по	3	3
105	имеет в	3	3
106	он не	2	3
107	нуждается в	3	3
108	с ним	3	3
109	находит свое	3	3
110	по себе	3	3
111	в то	2	3
112	но не	2	3
113	до сих	3	3
114	мы в	2	3
115	в основном	2	3
116	и потому	2	3
117	что и	2	3
118	в своей	3	3
119	сих пор	3	3
120	так и	4	3
121	только на	3	3
122	на самом	4	3
123	и слово	2	3
124	к нему	4	3
125	с другими	2	3
126	мы можем	2	3
127	в чем	2	3
128	уже в	2	2
129	себя и	2	2
130	в этих	2	2
131	точку зрения	2	2
132	его к	2	2
133	для нас	7	2
134	ни в	3	2
135	но для	3	2
136	в нем	6	2
137	отношение к	4	2
138	по природе	2	2
139	нас и	2	2
140	к его	2	2
141	но этот	2	2
142	его в	4	2
143	что слово	2	2
144	этих двух	2	2
145	к этому	2	2
146	и здесь	2	2
147	мы ни	5	2
148	относится к	2	2
149	из этого	3	2
150	в отношении	2	2
151	что не	4	2
152	ко всем	2	2
153	могут быть	2	2
154	вещи и	2	2
155	и ее	3	2
156	разрыв между	2	2
157	если же	2	2
158	ничего не	2	2
