N	3gram	Bakhtin_Pr_2	Problemy
1	с точки зрения	8	15
2	по отношению к	5	11
3	в этом смысле	2	9
4	то же время	5	7
5	в то же	5	7
6	о себе самом	3	6
7	в романах достоевского	2	6
8	в конце концов	2	4
9	том что он	2	4
10	с их мирами	2	4
11	в творчестве достоевского	2	4
12	в одной плоскости	2	3
13	человека в человеке	2	3
14	можно было бы	3	3
15	не может быть	4	3
16	друг с другом	4	3
17	в то время	2	2
18	из одного куска	2	2
19	в самом деле	4	2
20	себе еще не	2	2
21	в большинстве случаев	8	2
22	и не может	4	2
23	в произведениях достоевского	3	2
24	в отличие от	4	2
25	с другой стороны	3	2
26	как бы в	4	2
27	нам кажется что	2	2
28	то перед нами	5	2
29	до сих пор	7	2
30	но в то	3	2
31	по себе еще	2	2
32	как нам кажется	2	2
