N	3gram	Vygotskiy__3	Myshleni
1	с точки зрения	9	18
2	в том что	11	15
3	для того чтобы	8	15
4	с другой стороны	5	9
5	с самого начала	6	8
6	с одной стороны	5	8
7	о том что	3	6
8	заключается в том	6	6
9	в то время	2	5
10	мы могли бы	3	5
11	вместе с тем	2	5
12	до сих пор	5	4
13	то время как	2	4
14	смысле этого слова	2	3
15	к тому что	2	3
16	в свою очередь	2	3
17	на то что	12	3
18	то же самое	8	3
19	во всяком случае	2	3
20	указывает на то	3	2
21	в данном случае	2	2
22	ничего не может	2	2
23	в сущности говоря	7	2
24	в самом деле	18	2
25	одно и то	2	2
26	я не могу	2	2
27	как если бы	3	2
28	все более и	2	2
29	в какой мере	2	2
30	и то же	2	2
31	речь идет о	3	2
32	более и более	2	2
