N	2gram	Voloshinov_1	Mirosoze
1	и в	19	46
2	в нем	10	22
3	это –	4	22
4	может быть	26	21
5	в этом	16	20
6	никогда не	2	18
7	для него	9	18
8	и не	26	18
9	не только	8	18
10	есть лишь	2	17
11	но и	8	15
12	не может	24	15
13	человека в	2	14
14	как и	12	13
15	не есть	3	13
16	а не	7	13
17	прежде всего	13	12
18	друг друга	8	12
19	не было	3	11
20	в ней	4	11
21	у нас	2	11
22	и он	2	11
23	но в	7	10
24	он не	3	10
25	в себе	2	10
26	не в	5	9
27	не знает	2	9
28	и есть	3	8
29	он –	3	8
30	как бы	15	8
31	в своем	2	8
32	так как	2	8
33	она не	2	8
34	связана с	2	7
35	в нашем	2	7
36	что он	2	7
37	и к	3	7
38	и потому	5	7
39	как в	4	7
40	хотя бы	5	7
41	и для	11	7
42	вопрос о	4	6
43	так же	7	6
44	того что	3	6
45	и здесь	6	6
46	там и	2	6
47	жизни и	2	6
48	в русской	2	6
49	то же	7	5
50	бы и	2	5
51	в отношении	4	5
52	что все	2	5
53	в самом	10	5
54	те же	5	5
55	в конце	5	5
56	и все	5	5
57	к тому	2	5
58	по преимуществу	5	5
59	то что	8	5
60	в своей	3	5
61	для того	4	5
62	и его	19	5
63	образ и	2	5
64	в его	6	5
65	и это	3	5
66	что в	4	4
67	они и	2	4
68	тому что	2	4
69	до конца	5	4
70	не имеет	3	4
71	должны быть	3	4
72	– говорит	4	4
73	в свою	2	4
74	том что	3	4
75	что и	2	4
76	так и	11	4
77	того чтобы	5	4
78	же как	2	3
79	и от	3	3
80	в каждом	7	3
81	ни в	2	3
82	в том	6	3
83	высшей степени	3	3
84	момент в	3	3
85	менее всего	2	3
86	– не	6	3
87	жизни в	4	3
88	в своих	2	3
89	и на	4	3
90	сказать что	4	3
91	и с	2	3
92	о том	2	3
93	его в	3	3
94	в высшей	3	3
95	как он	2	3
96	нет ничего	3	3
97	не существует	3	3
98	если бы	2	3
99	к другому	3	3
100	и во	2	3
101	это и	3	3
102	до сих	8	3
103	на почве	6	3
104	не будет	4	3
105	сих пор	8	3
106	от того	4	3
107	на смену	2	3
108	той же	2	3
109	тем что	2	3
110	только в	9	3
111	отношении к	4	3
112	в чем	2	3
113	место в	3	2
114	или иной	3	2
115	в действительности	2	2
116	и той	2	2
117	но для	2	2
118	же и	2	2
119	этот процесс	3	2
120	не имеют	3	2
121	по отношению	3	2
122	как к	2	2
123	и других	2	2
124	лишь в	9	2
125	должно быть	2	2
126	а в	4	2
127	и те	7	2
128	в основе	2	2
129	точки зрения	34	2
130	– его	4	2
131	эта мысль	2	2
132	бы в	2	2
133	нет ни	2	2
134	между тем	3	2
135	и та	2	2
136	– в	10	2
137	если он	2	2
138	по себе	4	2
139	– то	3	2
140	для нашей	2	2
141	то в	2	2
142	связи с	11	2
143	– это	8	2
144	тот же	4	2
145	и тот	4	2
146	себе и	2	2
147	в сущности	3	2
148	во всех	7	2
149	как ее	5	2
150	отношению к	2	2
151	нем нет	2	2
152	быть и	3	2
153	что же	4	2
154	– все	3	2
155	одной и	2	2
156	к своему	2	2
157	что не	2	2
158	и эта	4	2
159	можно было	2	2
160	от этого	2	2
161	сознания и	3	2
162	в которой	3	2
163	одни и	5	2
164	ничего не	6	2
