N	2gram	Propp_Isto_1	Hudozhes
1	том что	7	16
2	и в	28	14
3	так и	9	13
4	а не	15	12
5	в том	9	12
6	не только	12	12
7	при этом	3	12
8	о том	9	12
9	прежде всего	10	11
10	и т	25	11
11	в этом	8	11
12	в себе	2	11
13	для него	2	10
14	что он	10	9
15	как и	4	9
16	в качестве	5	9
17	то же	12	9
18	как в	2	8
19	то что	9	8
20	отношению к	3	8
21	по отношению	3	8
22	между тем	2	8
23	в этой	6	8
24	в то	3	8
25	в его	5	8
26	ничего не	2	8
27	это не	7	7
28	к тому	6	7
29	уже не	3	7
30	не в	9	7
31	еще не	7	7
32	как бы	2	7
33	не может	15	7
34	именно в	3	7
35	а в	7	7
36	никогда не	14	6
37	что в	12	6
38	было бы	7	6
39	как правило	4	6
40	не менее	6	5
41	перед нами	3	5
42	в частности	2	5
43	в этих	7	5
44	об этом	4	5
45	может быть	25	5
46	только в	11	5
47	и он	3	5
48	но и	10	5
49	и его	3	5
50	можно было	5	5
51	потому что	4	5
52	но в	8	5
53	связи с	4	4
54	в своем	5	4
55	т е	10	4
56	столь же	2	4
57	и от	2	4
58	на то	4	4
59	а только	2	4
60	тем не	6	4
61	в действительности	2	4
62	в ней	7	4
63	один из	4	4
64	что она	5	4
65	себя в	2	4
66	из них	3	4
67	как раз	2	4
68	того что	4	4
69	он не	2	4
70	по своей	2	4
71	как будто	4	4
72	в русской	2	4
73	с ним	2	4
74	и с	4	4
75	но не	5	3
76	если бы	8	3
77	превращается в	4	3
78	с этим	4	3
79	как мы	3	3
80	в ее	2	3
81	на этом	3	3
82	в пределах	4	3
83	и когда	2	3
84	о нем	2	3
85	еще в	2	3
86	даже в	4	3
87	в нем	2	3
88	все же	10	3
89	со стороны	2	3
90	приводит к	2	3
91	то и	2	3
92	в связи	4	3
93	т д	22	3
94	и для	4	3
95	все эти	4	3
96	и даже	4	3
97	и по	3	3
98	тем что	3	3
99	и на	4	3
100	будто бы	3	3
101	его в	6	3
102	том как	2	3
103	ни к	2	2
104	в рамках	2	2
105	и другое	2	2
106	однако в	2	2
107	так в	4	2
108	на вопрос	2	2
109	не означает	2	2
110	и потому	2	2
111	ясно что	2	2
112	вопрос о	5	2
113	в такой	2	2
114	по себе	3	2
115	в конечном	2	2
116	к своему	2	2
117	мы знаем	4	2
118	живет в	2	2
119	так что	4	2
120	в другом	3	2
121	этот момент	2	2
122	с той	2	2
123	же как	2	2
124	одна из	2	2
125	и что	10	2
126	в целом	2	2
127	в данной	2	2
128	одной из	2	2
129	например в	5	2
130	в начале	3	2
131	только для	2	2
132	момент когда	2	2
133	как он	2	2
134	не знаем	2	2
135	сих пор	5	2
136	на него	4	2
137	в форме	3	2
138	что же	3	2
139	в их	3	2
140	все это	4	2
141	у себя	2	2
142	а с	2	2
143	не знает	5	2
144	и не	9	2
145	ключ к	3	2
146	это так	4	2
147	там же	2	2
148	они не	4	2
149	героя в	5	2
150	что не	2	2
151	должно быть	2	2
152	на основе	5	2
153	видно что	6	2
154	отказ от	2	2
155	с того	3	2
156	представляют собой	6	2
157	начинается с	3	2
158	здесь не	4	2
159	мы не	10	2
160	до сих	5	2
