N	2gram	Tiupa_Narr_1	KulturaY
1	в том	18	30
2	и в	19	24
3	том что	14	21
4	что в	3	17
5	было бы	4	15
6	в этом	17	14
7	точки зрения	10	14
8	может быть	25	13
9	все же	7	12
10	в его	9	12
11	и не	20	12
12	не в	14	11
13	только в	4	11
14	в силу	4	10
15	не только	32	10
16	хотя бы	4	10
17	то что	11	9
18	прежде всего	4	9
19	отношению к	6	9
20	самом деле	2	9
21	с точки	2	9
22	о том	6	9
23	языка и	2	8
24	по отношению	7	8
25	то же	4	8
26	уже не	5	8
27	а не	12	8
28	как раз	2	8
29	тем что	3	8
30	не менее	3	7
31	с другой	8	7
32	связи с	4	7
33	в качестве	21	7
34	как бы	4	7
35	не может	10	7
36	это не	2	7
37	в области	2	7
38	так и	9	7
39	в какой	2	6
40	именно в	6	6
41	что он	6	6
42	при этом	9	6
43	в ней	3	6
44	но и	23	6
45	другой стороны	4	6
46	можно было	2	6
47	все эти	2	6
48	мы имеем	2	6
49	не случайно	2	6
50	что это	3	5
51	к тому	7	5
52	но не	5	5
53	еще не	7	5
54	что не	4	5
55	например в	2	5
56	этом отношении	3	5
57	в той	6	5
58	а в	11	5
59	и его	5	5
60	в результате	2	5
61	между тем	3	5
62	и с	4	5
63	в рамках	12	4
64	с его	6	4
65	в частности	14	4
66	переход от	4	4
67	к себе	5	4
68	и потому	2	4
69	в нем	4	4
70	же в	4	4
71	по существу	2	4
72	что они	3	4
73	есть в	2	4
74	в пределах	2	4
75	из них	3	4
76	это и	3	4
77	один из	3	4
78	не есть	3	4
79	тем не	3	4
80	со стороны	9	4
81	как в	7	4
82	не на	2	4
83	тем самым	6	4
84	так же	2	4
85	роль в	2	4
86	и на	3	4
87	в данном	5	4
88	из этих	3	4
89	того или	2	4
90	уже в	3	3
91	если не	4	3
92	состоит в	13	3
93	на себя	3	3
94	или иного	2	3
95	или иной	5	3
96	можно сказать	5	3
97	сводится к	3	3
98	в первом	3	3
99	в этой	5	3
100	в противовес	4	3
101	свою очередь	3	3
102	в свою	3	3
103	в сущности	3	3
104	на том	3	3
105	этого слова	2	3
106	даже в	2	3
107	оно не	2	3
108	не с	3	3
109	когда он	3	3
110	или менее	2	3
111	в своем	2	3
112	в связи	2	3
113	в особенности	4	3
114	а с	3	3
115	не было	2	3
116	более или	2	3
117	и даже	3	3
118	и он	3	3
119	в таком	2	3
120	несмотря на	2	3
121	должна быть	2	3
122	хотя и	3	3
123	нуждается в	5	3
124	они не	2	3
125	в себе	8	3
126	здесь не	4	3
127	а если	2	3
128	как это	6	3
129	к которому	2	3
130	не все	5	2
131	о чем	2	2
132	никогда не	3	2
133	не является	8	2
134	и все	2	2
135	что касается	2	2
136	так или	2	2
137	не всегда	2	2
138	по себе	5	2
139	в собственном	2	2
140	идет о	2	2
141	в то	3	2
142	как и	7	2
143	и как	5	2
144	но все	4	2
145	же время	4	2
146	было в	2	2
147	одним из	2	2
148	о нем	4	2
149	все те	4	2
150	речь идет	4	2
151	если в	3	2
152	тем более	2	2
153	и тем	4	2
154	ни в	3	2
155	а именно	3	2
156	он не	3	2
157	и для	2	2
158	иначе говоря	6	2
159	не мог	4	2
160	во втором	4	2
161	между ними	2	2
162	не имеет	2	2
163	когда мы	2	2
164	поскольку оно	2	2
165	или в	2	2
166	или иначе	3	2
167	не столько	4	2
168	иное как	2	2
169	одно из	2	2
170	этой точки	2	2
171	в структуре	2	2
172	тогда как	12	2
173	ничего не	2	2
174	но в	6	2
