N	2gram	Vygotskiy__1	Formalny
1	и в	23	24
2	в его	14	23
3	прежде всего	10	22
4	и не	9	20
5	так и	5	18
6	и пр	2	17
7	не может	12	16
8	точки зрения	26	16
9	в этом	17	15
10	может быть	14	14
11	с точки	18	13
12	таким образом	26	13
13	в своем	3	11
14	как и	14	11
15	должно быть	2	11
16	в своей	4	11
17	в их	3	11
18	вовсе не	3	10
19	и ее	7	10
20	то же	8	10
21	а не	3	10
22	и его	6	10
23	и потому	2	9
24	в процессе	8	9
25	все это	6	9
26	в то	7	9
27	в ее	2	8
28	же время	2	8
29	именно в	6	8
30	в свою	4	8
31	то что	17	8
32	как в	4	8
33	лишь в	6	8
34	и на	8	8
35	не в	4	8
36	и с	9	8
37	и от	3	7
38	не только	16	7
39	жизни и	2	7
40	но и	14	7
41	и все	5	6
42	было бы	4	6
43	как таковой	2	6
44	в том	24	6
45	в этой	7	6
46	самом деле	3	6
47	свою очередь	3	6
48	до сих	4	6
49	она не	3	6
50	как бы	11	6
51	сих пор	4	6
52	в целом	20	6
53	а в	2	6
54	отношения к	3	6
55	все эти	4	6
56	как это	2	6
57	хотя бы	4	5
58	должен быть	4	5
59	по себе	5	5
60	при этом	4	5
61	не могло	3	5
62	во всех	3	5
63	в самом	7	5
64	и до	2	5
65	как мы	5	5
66	того что	15	5
67	с другой	10	5
68	но в	5	5
69	с его	4	4
70	независимо от	6	4
71	главным образом	2	4
72	в частности	2	4
73	никогда не	2	4
74	с другими	2	4
75	и к	4	4
76	для этого	5	4
77	учение о	3	4
78	одной стороны	9	4
79	если бы	5	4
80	всяком случае	3	4
81	отношению к	7	4
82	так же	16	4
83	по отношению	7	4
84	что в	14	4
85	с одной	8	4
86	целом и	5	4
87	как на	4	4
88	в которой	3	4
89	с этой	6	4
90	во всяком	3	4
91	но не	4	3
92	в отношении	10	3
93	всех этих	2	3
94	связи с	3	3
95	она должна	4	3
96	в них	2	3
97	он должен	2	3
98	на все	3	3
99	ясно что	2	3
100	что он	7	3
101	с помощью	13	3
102	смысле этого	3	3
103	к тому	4	3
104	для него	2	3
105	и как	5	3
106	зависимости от	2	3
107	со всеми	2	3
108	в общем	3	3
109	он не	5	3
110	один из	2	3
111	все же	3	3
112	когда он	2	3
113	значение в	3	3
114	всего в	2	3
115	и других	3	3
116	мы не	7	3
117	тем самым	5	3
118	и наконец	2	3
119	и даже	2	3
120	между ними	2	3
121	целый ряд	4	3
122	наконец в	2	3
123	со всем	2	3
124	от всех	3	3
125	нашей работы	8	3
126	в основе	8	3
127	в себе	6	3
128	со всей	4	3
129	этого слова	4	3
130	бы в	5	3
131	в области	3	3
132	говорит он	15	3
133	под влиянием	2	2
134	и более	5	2
135	же как	6	2
136	с тем	7	2
137	эту проблему	3	2
138	в нашем	2	2
139	в зависимости	2	2
140	учения о	6	2
141	целом ряде	2	2
142	с этим	6	2
143	в одном	4	2
144	вопрос о	7	2
145	вопрос об	6	2
146	идет о	2	2
147	том чтобы	3	2
148	все время	6	2
149	ни в	4	2
150	уже не	2	2
151	по существу	4	2
152	мы видели	2	2
153	но все	2	2
154	каждого из	2	2
155	более и	2	2
156	если мы	2	2
157	из важнейших	2	2
158	только в	6	2
159	и если	3	2
160	проблемы и	4	2
161	общения и	3	2
162	от друга	3	2
163	все более	3	2
164	фактов и	4	2
165	от того	6	2
166	как раз	4	2
167	на их	2	2
168	за пределы	2	2
169	не с	2	2
170	убедиться в	4	2
171	и судьба	2	2
172	друг от	3	2
173	на него	2	2
174	вместе с	9	2
175	значения и	2	2
176	он в	3	2
177	как если	2	2
178	во всей	4	2
179	и вот	2	2
180	чтобы убедиться	2	2
181	и что	5	2
182	приводит к	4	2
183	ко всем	3	2
184	как такового	2	2
185	исследования и	6	2
186	его не	3	2
187	и те	2	2
188	из этой	2	2
189	в результате	4	2
190	эту последнюю	2	2
191	между тем	9	2
192	от этого	2	2
193	является конечно	2	2
194	в своих	5	2
195	является для	2	2
196	ничего не	3	2
197	и это	3	2
198	тех же	2	2
199	во всем	3	2
200	на нее	2	2
201	к действительности	5	2
202	мысли в	5	2
