N	2gram	Losev_Dial_1	Formalny
1	т е	25	34
2	и в	18	24
3	в его	3	23
4	прежде всего	10	22
5	и не	30	20
6	так и	9	18
7	и пр	5	17
8	не может	12	16
9	точки зрения	17	16
10	в этом	12	15
11	в нем	16	14
12	может быть	17	14
13	с точки	12	13
14	и т	21	12
15	именно как	2	12
16	в своем	5	11
17	не менее	2	11
18	как и	2	11
19	должно быть	3	11
20	в своей	2	11
21	в их	3	11
22	вовсе не	7	10
23	и их	2	10
24	то же	10	10
25	в ней	3	10
26	а не	14	10
27	и потому	3	9
28	все это	11	9
29	в то	6	9
30	же время	4	8
31	именно в	2	8
32	то что	13	8
33	как в	2	8
34	т д	19	8
35	не в	6	8
36	и с	5	8
37	должна быть	3	7
38	и от	2	7
39	не должна	2	7
40	не только	13	7
41	жизни и	3	7
42	но и	7	7
43	на самом	3	7
44	отнюдь не	9	6
45	и все	3	6
46	было бы	12	6
47	как таковой	4	6
48	в том	9	6
49	более или	3	6
50	самом деле	3	6
51	до сих	2	6
52	она не	6	6
53	еще не	2	6
54	как бы	11	6
55	сих пор	2	6
56	или менее	3	6
57	а в	5	6
58	отношения к	3	6
59	все эти	2	6
60	как это	4	6
61	хотя бы	6	5
62	по себе	25	5
63	лишь как	2	5
64	только на	3	5
65	в самом	3	5
66	со стороны	2	5
67	как мы	4	5
68	того что	2	5
69	с другой	6	5
70	но в	6	5
71	мы увидим	2	4
72	в частности	2	4
73	никогда не	9	4
74	не как	2	4
75	стороны и	3	4
76	с другими	2	4
77	в мире	2	4
78	для этого	2	4
79	учение о	11	4
80	одной стороны	2	4
81	и может	2	4
82	если бы	12	4
83	конечно не	3	4
84	всяком случае	2	4
85	быть и	4	4
86	так же	4	4
87	т п	2	4
88	что в	13	4
89	с одной	2	4
90	только и	4	4
91	с этой	2	4
92	во всяком	4	4
93	как о	2	4
94	но не	4	3
95	в отношении	5	3
96	вещей и	2	3
97	всех этих	3	3
98	она должна	2	3
99	в них	3	3
100	ясно что	8	3
101	что он	11	3
102	к тому	4	3
103	для него	2	3
104	это и	4	3
105	и как	7	3
106	но это	8	3
107	в каждом	2	3
108	ни на	6	3
109	действительности и	3	3
110	не о	4	3
111	он не	3	3
112	один из	3	3
113	все же	5	3
114	отношение к	5	3
115	отличается от	2	3
116	в особенности	5	3
117	не было	6	3
118	и даже	13	3
119	у них	3	3
120	жизнь и	3	3
121	ничем не	3	3
122	в основе	3	3
123	как она	7	3
124	в себе	11	3
125	со всей	2	3
126	думать что	3	3
127	бы в	3	3
128	а лишь	3	2
129	сама по	8	2
130	нисколько не	4	2
131	и более	4	2
132	же как	2	2
133	учения о	2	2
134	его с	3	2
135	это не	9	2
136	с этим	2	2
137	три основные	2	2
138	она есть	5	2
139	вопрос о	2	2
140	на всю	4	2
141	здесь в	2	2
142	а только	3	2
143	но эта	3	2
144	ни было	2	2
145	ни в	15	2
146	нас не	2	2
147	уже не	2	2
148	но все	3	2
149	и всякий	2	2
150	если мы	2	2
151	только в	3	2
152	только как	2	2
153	но есть	2	2
154	к ней	4	2
155	как раз	4	2
156	и является	2	2
157	в него	2	2
158	была бы	3	2
159	точка зрения	2	2
160	не с	5	2
161	что и	3	2
162	не есть	40	2
163	дана в	3	2
164	для всякого	2	2
165	может и	4	2
166	и вот	6	2
167	от всякой	2	2
168	чтобы не	2	2
169	и что	12	2
170	раз и	2	2
171	в науке	3	2
172	его не	6	2
173	от этого	3	2
174	даже и	3	2
175	или на	2	2
176	могла бы	2	2
177	они были	2	2
178	отношении к	3	2
179	ничего не	17	2
180	и это	2	2
181	во всем	2	2
182	с ним	6	2
183	мысли в	2	2
184	почти не	2	2
185	как с	2	2
186	что такое	10	2
