N	2gram	Losev_Vlad_2	Narrotol
1	не только	12	26
2	а не	7	17
3	но и	8	15
4	в том	18	14
5	при этом	5	14
6	и не	18	14
7	том что	12	13
8	и в	30	13
9	в этом	20	13
10	такого рода	2	12
11	в частности	2	11
12	только в	6	11
13	может быть	7	10
14	в данном	3	10
15	к тому	2	9
16	так и	5	9
17	а в	11	9
18	то есть	7	9
19	то что	20	8
20	в себе	6	8
21	не может	9	8
22	не в	9	8
23	никогда не	7	6
24	в своем	8	6
25	прежде всего	6	6
26	можно сказать	4	6
27	и к	6	6
28	того что	5	6
29	в его	11	6
30	данном случае	2	6
31	со стороны	4	6
32	жизни в	2	6
33	все же	9	6
34	у него	19	6
35	как бы	5	6
36	а также	10	6
37	ничего не	2	6
38	но в	8	6
39	точки зрения	7	5
40	не столько	3	5
41	тем не	6	5
42	что он	13	5
43	хотя и	6	5
44	он не	4	5
45	в котором	5	5
46	я не	4	5
47	в нем	4	5
48	как в	3	5
49	в отличие	3	5
50	таким образом	3	5
51	в той	2	5
52	отличие от	3	5
53	в то	9	5
54	я в	3	5
55	о том	4	5
56	что это	4	4
57	не менее	7	4
58	в конце	13	4
59	об этом	6	4
60	же в	2	4
61	как и	5	4
62	как у	2	4
63	что в	12	4
64	для него	9	4
65	жизни и	6	4
66	в своей	5	4
67	то же	4	4
68	уже не	3	4
69	в этой	4	4
70	и все	7	4
71	как это	7	4
72	с ним	5	4
73	с его	4	3
74	это не	2	3
75	да и	3	3
76	а к	2	3
77	что я	3	3
78	но не	3	3
79	же время	3	3
80	и сам	2	3
81	к его	2	3
82	к ней	3	3
83	о нем	2	3
84	для себя	5	3
85	в целом	4	3
86	как к	2	3
87	все эти	5	3
88	того чтобы	2	3
89	и даже	10	3
90	и по	2	3
91	и для	3	3
92	и его	6	3
93	в таком	3	3
94	с этой	4	3
95	никак не	3	3
96	сказать что	11	3
97	которой он	2	3
98	едва ли	3	3
99	он сам	2	2
100	можно назвать	2	2
101	о чем	6	2
102	должен был	3	2
103	а то	2	2
104	однако в	2	2
105	хотя бы	3	2
106	из этих	3	2
107	точно так	3	2
108	вовсе не	4	2
109	в свою	3	2
110	на то	2	2
111	для нас	7	2
112	в начале	4	2
113	тем более	3	2
114	по своему	2	2
115	было бы	9	2
116	по поводу	4	2
117	во второй	2	2
118	и он	4	2
119	бы с	2	2
120	себе и	2	2
121	ему в	2	2
122	со своей	2	2
123	о своем	2	2
124	в самом	2	2
125	во сне	2	2
126	в будущем	2	2
127	несмотря на	4	2
128	не могу	2	2
129	не вполне	2	2
130	что и	3	2
131	его жизни	6	2
132	себя в	2	2
133	начала и	2	2
134	жизни с	2	2
135	бытия в	2	2
136	собственно говоря	2	2
137	если не	2	2
138	именно в	4	2
139	у нас	6	2
140	в течение	5	2
141	те же	3	2
142	и что	5	2
143	с точки	3	2
144	не имеет	2	2
145	так же	4	2
146	той же	4	2
147	мы не	2	2
148	можно было	2	2
149	или иначе	3	2
150	в чем	2	2
151	но это	4	2
152	в результате	5	2
153	в ней	4	2
154	в виде	3	2
155	но он	3	2
156	в своих	2	2
157	как он	2	2
158	здесь не	4	2
159	потому что	9	2
160	в бытии	2	2
161	в области	3	2
162	церкви и	2	2
