N	2gram	Propp_Isto_3	slovoVRo
1	и в	22	41
2	в нем	9	30
3	и т	16	28
4	могут быть	5	19
5	но и	12	16
6	и не	12	16
7	точки зрения	2	16
8	не только	14	16
9	а не	6	15
10	то же	6	14
11	в пределах	4	14
12	может быть	11	14
13	и др	2	14
14	не может	4	14
15	и его	4	14
16	и на	4	14
17	в то	2	14
18	в его	3	13
19	в этом	17	12
20	так и	2	11
21	таким образом	10	9
22	все эти	4	9
23	прежде всего	3	8
24	на его	3	8
25	в особенности	2	8
26	но в	10	8
27	как в	2	8
28	как мы	8	8
29	или в	11	8
30	не в	4	7
31	они могут	2	7
32	отношение к	4	7
33	вовсе не	2	7
34	все же	5	7
35	во всяком	2	7
36	это не	6	6
37	при этом	2	6
38	и даже	2	6
39	а в	6	6
40	большинстве случаев	2	6
41	в них	6	6
42	только в	4	6
43	с другой	7	5
44	всяком случае	2	5
45	т д	15	5
46	и к	3	5
47	еще более	2	5
48	к нему	5	5
49	далеко не	3	5
50	связанных с	2	4
51	и от	3	4
52	одной стороны	2	4
53	одним из	4	4
54	в ней	2	4
55	один из	5	4
56	с одной	2	4
57	и с	4	4
58	и все	3	4
59	всех этих	2	4
60	как и	3	4
61	еще не	10	4
62	и потому	2	4
63	быть и	3	4
64	другой стороны	7	4
65	и для	2	4
66	ту же	2	4
67	там где	7	4
68	ничего не	6	4
69	как только	2	3
70	все время	2	3
71	никогда не	3	3
72	из этих	3	3
73	к тому	3	3
74	мы найдем	2	3
75	в том	9	3
76	в свою	4	3
77	в него	2	3
78	из них	7	3
79	его и	4	3
80	данном случае	3	3
81	в своем	2	3
82	того что	5	3
83	друг друга	6	3
84	в других	4	3
85	с ними	3	3
86	образом в	2	3
87	и здесь	7	3
88	не было	2	3
89	о том	3	3
90	его в	3	3
91	так как	7	3
92	и там	4	3
93	у него	3	3
94	с этим	8	3
95	в качестве	2	3
96	она не	4	3
97	было бы	3	3
98	он не	5	3
99	в данном	4	3
100	и ее	3	3
101	связана с	3	2
102	же как	2	2
103	в другой	4	2
104	в частности	5	2
105	одного из	2	2
106	на все	2	2
107	этом случае	5	2
108	можно сказать	2	2
109	для нас	4	2
110	так что	5	2
111	что они	8	2
112	на этом	4	2
113	они в	2	2
114	например в	2	2
115	хотя и	2	2
116	в целом	3	2
117	в этих	11	2
118	друг другу	2	2
119	на том	3	2
120	где они	2	2
121	не могла	2	2
122	уже не	7	2
123	так же	3	2
124	время как	2	2
125	сказать что	3	2
126	потому что	3	2
127	но он	4	2
128	между тем	2	2
129	в котором	2	2
130	для них	3	2
131	но по	3	2
132	в одном	2	2
133	к этому	7	2
134	связь с	6	2
135	и эти	3	2
136	у нас	4	2
137	том что	8	2
138	не с	2	2
139	мы видим	8	2
140	одна из	2	2
141	но не	7	2
142	то время	2	2
143	до сих	5	2
144	мы уже	6	2
145	совершенно не	2	2
146	и о	2	2
147	а также	2	2
148	даже в	2	2
149	сих пор	5	2
150	с ней	6	2
151	так в	6	2
152	в самых	2	2
153	на самом	2	2
154	только на	2	2
155	и у	3	2
156	той же	2	2
157	роль в	2	2
158	и то	2	2
159	в виде	2	2
160	в другом	2	2
161	связи с	6	2
162	здесь не	3	2
