N	2gram	Losev_Dial_3	Istorich
1	т е	48	29
2	что он	13	24
3	и т	24	19
4	не только	23	18
5	т д	23	18
6	может быть	13	17
7	никогда не	7	15
8	и в	24	15
9	но и	9	14
10	так как	6	14
11	так же	4	13
12	что в	7	12
13	а в	2	12
14	то что	14	12
15	об этом	6	11
16	мы знаем	3	11
17	и не	27	11
18	в этом	8	11
19	то же	6	10
20	еще не	2	9
21	все же	3	9
22	и здесь	2	9
23	потому что	7	9
24	он не	5	8
25	том что	8	7
26	и пр	6	7
27	в нем	3	7
28	таким образом	13	7
29	не в	3	7
30	ничего не	17	7
31	точно так	2	6
32	так что	8	6
33	мы уже	3	6
34	что это	12	6
35	в его	2	6
36	как бы	3	6
37	то это	9	6
38	что и	6	6
39	и что	15	6
40	в том	5	6
41	только в	5	6
42	но в	2	6
43	и есть	16	5
44	с этим	3	5
45	прежде всего	8	5
46	говорят что	2	5
47	к тому	4	5
48	она не	3	5
49	было бы	5	5
50	этого не	2	5
51	же как	2	5
52	так и	5	5
53	что она	9	5
54	не может	19	5
55	а не	26	5
56	к нему	3	5
57	с одной	3	4
58	но они	2	4
59	вопрос о	5	4
60	показывает что	2	4
61	у него	2	4
62	для нас	2	4
63	но это	5	4
64	в одной	3	4
65	при этом	2	4
66	в ней	2	4
67	о нем	4	4
68	руки и	2	4
69	другими словами	7	4
70	и они	2	4
71	они не	2	4
72	и с	6	4
73	тем что	3	4
74	и на	3	4
75	в себе	2	4
76	все эти	3	4
77	к этой	2	4
78	и его	5	3
79	из этих	2	3
80	на то	3	3
81	как это	5	3
82	и она	2	3
83	одной стороны	3	3
84	же и	2	3
85	но если	6	3
86	же можно	2	3
87	о том	6	3
88	а именно	2	3
89	в их	2	3
90	все это	6	3
91	так в	2	3
92	того что	12	3
93	мы не	5	3
94	тому как	4	3
95	что этот	2	3
96	она всегда	2	3
97	подобно тому	4	3
98	он и	3	3
99	что мы	8	3
100	и это	4	3
101	на стадии	2	3
102	же мы	2	2
103	я не	6	2
104	зависит от	2	2
105	не было	3	2
106	следовательно не	2	2
107	в мифе	13	2
108	могут быть	2	2
109	он должен	3	2
110	себя и	2	2
111	на котором	2	2
112	перед нами	3	2
113	с другой	4	2
114	это не	4	2
115	все еще	2	2
116	с которой	2	2
117	не знает	3	2
118	где же	4	2
119	и эти	2	2
120	что у	2	2
121	ни в	9	2
122	именно в	2	2
123	по существу	2	2
124	как и	7	2
125	есть ли	5	2
126	в силу	3	2
127	тогда и	2	2
128	одна из	3	2
129	но не	2	2
130	есть и	12	2
131	одно из	5	2
132	ни один	2	2
133	не что	6	2
134	кроме того	6	2
135	и если	2	2
136	например в	2	2
137	и для	2	2
138	в сущности	10	2
139	и ноги	2	2
140	и когда	2	2
141	хотя бы	4	2
142	ее в	2	2
143	из них	3	2
144	но его	3	2
145	и только	6	2
146	другой стороны	2	2
147	той же	3	2
148	не просто	18	2
149	также не	3	2
150	имеется в	3	2
151	превращается в	6	2
152	когда мы	2	2
153	самом деле	6	2
154	тем самым	3	2
155	и по	2	2
156	д и	6	2
157	его не	2	2
158	или в	2	2
159	и то	4	2
160	сказать что	4	2
161	он дает	2	2
162	она и	2	2
163	и ничего	4	2
164	и ее	3	2
165	что иное	6	2
166	его на	2	2
167	при помощи	3	2
168	нет ничего	9	2
169	в особенности	7	2
170	иметь в	2	2
171	их в	2	2
172	иное как	6	2
173	тому же	2	2
174	в третий	2	2
175	в виду	7	2
