N	2gram	Trubetskoy_1	Problemy
1	и в	26	46
2	то есть	4	40
3	и не	8	27
4	может быть	10	23
5	как бы	12	19
6	не может	4	19
7	в нем	4	17
8	в этом	15	16
9	не только	10	14
10	но и	9	12
11	и на	2	11
12	точки зрения	13	11
13	в одном	3	11
14	а не	5	11
15	не в	2	10
16	прежде всего	2	9
17	в том	11	9
18	в самом	4	9
19	и все	2	9
20	и к	5	9
21	в его	5	9
22	с точки	6	9
23	до сих	5	8
24	конечно не	2	8
25	сих пор	5	8
26	и с	10	7
27	еще не	2	7
28	в себе	6	7
29	никогда не	5	6
30	но в	7	6
31	что он	4	6
32	то же	4	6
33	все это	6	6
34	только в	4	6
35	же время	2	5
36	при этом	3	5
37	друг с	5	5
38	в котором	4	5
39	к нему	7	5
40	жизни и	2	5
41	в самой	2	5
42	особенно в	2	5
43	в то	4	5
44	так как	9	5
45	с его	2	5
46	о том	6	5
47	отношению к	3	5
48	во всех	2	5
49	с другом	5	5
50	том числе	5	4
51	уже в	2	4
52	что в	9	4
53	в этих	4	4
54	можно сказать	3	4
55	и нет	3	4
56	к ним	3	4
57	в виду	2	4
58	таким образом	22	4
59	все эти	6	4
60	и наконец	2	4
61	людей и	2	4
62	потому что	7	4
63	и здесь	2	4
64	мы можем	2	4
65	превращается в	2	4
66	том что	7	4
67	но не	8	4
68	он не	4	4
69	все же	6	4
70	то что	7	4
71	в процессе	2	4
72	так и	6	4
73	приводит к	2	4
74	уже не	3	4
75	и другие	3	3
76	в отношении	6	3
77	с другой	8	3
78	из этих	10	3
79	не могут	2	3
80	на то	2	3
81	в мире	5	3
82	в своем	3	3
83	более или	5	3
84	числе и	4	3
85	одним из	2	3
86	но если	2	3
87	и для	5	3
88	не к	2	3
89	отношение к	5	3
90	так же	5	3
91	и только	4	3
92	ни у	2	3
93	между этими	2	3
94	и даже	3	3
95	в конце	6	3
96	мы имеем	2	3
97	но при	2	3
98	если бы	3	3
99	не как	2	3
100	по существу	2	3
101	и при	3	3
102	так чтобы	2	3
103	по своей	2	3
104	того же	6	3
105	и что	4	3
106	и о	3	3
107	что и	6	3
108	или менее	5	3
109	отличается от	2	3
110	в этой	4	3
111	и т.д	6	3
112	далеко не	4	3
113	и это	2	3
114	не менее	3	2
115	для этого	2	2
116	на все	2	2
117	или иной	2	2
118	от них	2	2
119	к тому	6	2
120	оно является	2	2
121	в одно	2	2
122	так что	3	2
123	и как	3	2
124	но все	7	2
125	же как	3	2
126	для него	3	2
127	в общем	8	2
128	той или	2	2
129	и является	2	2
130	если в	3	2
131	к жизни	5	2
132	целый ряд	4	2
133	в других	3	2
134	не было	2	2
135	те же	2	2
136	лишь в	5	2
137	и по	4	2
138	а в	4	2
139	в которых	4	2
140	друг на	2	2
141	в результате	3	2
142	сказать что	2	2
143	на друга	2	2
144	о котором	2	2
145	что мы	2	2
146	между тем	2	2
147	из своих	2	2
148	но с	3	2
149	сознании и	2	2
150	все что	2	2
151	не могло	2	2
152	когда он	3	2
153	вместе с	15	2
154	самой этой	2	2
155	на этот	4	2
156	хотя бы	3	2
157	во всяком	6	2
158	которые в	2	2
