N	2gram	Voloshinov_1	Psycholo
1	и в	13	38
2	то что	6	35
3	в том	2	25
4	в самом	2	25
5	самом деле	3	21
6	что в	3	20
7	может быть	8	19
8	точки зрения	7	16
9	в ней	2	15
10	если бы	2	14
11	том что	2	14
12	как бы	6	14
13	в этом	2	13
14	мы видим	2	12
15	было бы	4	12
16	не только	6	12
17	таким образом	6	12
18	не в	3	12
19	то же	4	10
20	и не	8	10
21	и все	3	10
22	с точки	5	9
23	в двух	4	9
24	все же	5	8
25	с этим	3	8
26	в одном	3	8
27	вовсе не	2	8
28	как и	3	8
29	и то	3	8
30	с другой	2	7
31	в ее	3	7
32	а не	2	7
33	мы можем	4	7
34	не может	8	7
35	а в	2	7
36	между тем	2	7
37	мы уже	2	7
38	к тому	2	6
39	с самого	2	6
40	не имеет	2	6
41	с одной	2	6
42	так как	3	6
43	и его	12	6
44	самого начала	2	6
45	там где	2	6
46	одной стороны	2	5
47	несмотря на	2	5
48	в своей	4	5
49	но и	3	5
50	другой стороны	2	5
51	мы не	4	5
52	в другом	2	5
53	в его	7	5
54	в которой	3	5
55	никогда не	3	4
56	что эта	2	4
57	в тех	2	4
58	что они	2	4
59	при этом	2	4
60	и для	3	4
61	не мог	2	4
62	в нем	2	4
63	ее в	2	4
64	в целом	2	4
65	как в	2	4
66	в течение	2	4
67	все эти	2	4
68	здесь мы	3	4
69	в своих	2	4
70	только в	6	4
71	в себе	3	4
72	в них	2	3
73	со всей	3	3
74	и к	2	3
75	конечно в	2	3
76	одно и	3	3
77	тот же	2	3
78	и этот	2	3
79	все это	4	3
80	который мы	2	3
81	и тем	2	3
82	тем что	2	3
83	бы в	2	3
84	которое мы	2	3
85	но в	4	3
86	в общем	2	2
87	в данном	2	2
88	хотя бы	5	2
89	с этой	2	2
90	в полном	2	2
91	и ее	2	2
92	для него	2	2
93	от своего	2	2
94	слов и	4	2
95	и может	2	2
96	в которую	2	2
97	но мы	4	2
98	и уже	3	2
99	данном случае	2	2
100	имеет место	2	2
101	что же	3	2
102	так же	2	2
103	еще и	4	2
104	материалом для	2	2
105	и наконец	5	2
106	думать что	2	2
107	и следовательно	2	2
