N	2gram	Vygotskiy__5	KulturaY
1	в том	18	30
2	и в	16	24
3	потому что	21	23
4	том что	15	21
5	что в	16	17
6	того чтобы	17	17
7	для того	14	16
8	было бы	10	15
9	в этом	25	14
10	точки зрения	18	14
11	может быть	9	13
12	все же	3	12
13	таким образом	19	12
14	в его	11	12
15	и не	12	12
16	не в	6	11
17	только в	10	11
18	вовсе не	2	10
19	в силу	10	10
20	в самом	4	10
21	у нас	2	10
22	не только	16	10
23	хотя бы	5	10
24	если бы	8	9
25	то что	26	9
26	прежде всего	3	9
27	отношению к	12	9
28	самом деле	3	9
29	того что	16	9
30	с точки	9	9
31	о том	8	9
32	так как	16	9
33	а только	4	8
34	языка и	6	8
35	по отношению	12	8
36	то же	8	8
37	то обстоятельство	2	8
38	а не	10	8
39	тем что	5	8
40	обстоятельство что	2	8
41	не менее	3	7
42	в них	2	7
43	с другой	4	7
44	связи с	3	7
45	в качестве	4	7
46	как бы	5	7
47	вместе с	4	7
48	не может	18	7
49	с помощью	10	7
50	это не	4	7
51	бы в	4	7
52	в области	12	7
53	так и	7	7
54	в какой	6	6
55	тогда когда	5	6
56	именно в	4	6
57	что он	25	6
58	зависимости от	2	6
59	при этом	4	6
60	в ней	2	6
61	но и	6	6
62	все это	2	6
63	другой стороны	2	6
64	можно было	5	6
65	все эти	4	6
66	мере в	5	6
67	в которой	5	6
68	еще и	3	5
69	с тем	3	5
70	в зависимости	2	5
71	той мере	3	5
72	к тому	6	5
73	но не	10	5
74	еще не	4	5
75	и что	12	5
76	этом отношении	5	5
77	в виду	2	5
78	а потому	3	5
79	в той	6	5
80	а в	3	5
81	и его	3	5
82	в результате	4	5
83	во всяком	2	5
84	между тем	3	5
85	речи и	6	5
86	с ним	5	5
87	и с	3	5
88	учение о	2	4
89	в частности	3	4
90	переход от	7	4
91	в этих	3	4
92	из области	2	4
93	и потому	2	4
94	что эти	2	4
95	в нем	7	4
96	же в	2	4
97	по существу	3	4
98	что они	5	4
99	того же	7	4
100	в пределах	4	4
101	из них	2	4
102	это и	3	4
103	речи в	6	4
104	что и	3	4
105	не есть	4	4
106	в целом	4	4
107	сих пор	3	4
108	до сих	3	4
109	как в	5	4
110	не на	3	4
111	с этим	3	4
112	того как	5	4
113	стоит в	4	4
114	тем самым	8	4
115	так что	4	4
116	речь в	3	4
117	так же	15	4
118	и на	6	4
119	и является	3	4
120	как на	3	3
121	казалось бы	4	3
122	состоит в	6	3
123	то это	2	3
124	можно сказать	5	3
125	в первом	3	3
126	в этой	6	3
127	свою очередь	3	3
128	очевидно что	2	3
129	письменной речи	39	3
130	в свою	4	3
131	обе эти	5	3
132	и может	3	3
133	в сущности	13	3
134	не имеют	2	3
135	и эти	2	3
136	в котором	2	3
137	по мере	2	3
138	в истории	2	3
139	не с	2	3
140	на его	2	3
141	когда он	2	3
142	что она	2	3
143	тому что	5	3
144	в своем	5	3
145	а с	2	3
146	что оно	6	3
147	потребность в	4	3
148	в их	3	3
149	в системе	4	3
150	и даже	2	3
151	должно быть	8	3
152	той же	4	3
153	должна быть	5	3
154	и здесь	2	3
155	на практике	2	3
156	с их	4	3
157	и то	4	3
158	языка не	2	3
159	они не	3	3
160	как это	8	3
161	в одном	3	3
162	к которому	4	3
163	том как	2	3
164	не находится	2	2
165	я не	2	2
166	речи не	4	2
167	только к	2	2
168	и более	3	2
169	до того	2	2
170	о чем	2	2
171	и есть	7	2
172	никогда не	5	2
173	иначе как	2	2
174	с этой	4	2
175	не является	5	2
176	одного и	3	2
177	но с	2	2
178	что все	6	2
179	как они	3	2
180	не могут	4	2
181	что было	2	2
182	вопрос о	12	2
183	по себе	7	2
184	быть в	2	2
185	если мы	7	2
186	в смысле	3	2
187	в то	5	2
188	этом случае	3	2
189	отношения и	2	2
190	и того	3	2
191	как и	8	2
192	и как	3	2
193	но все	2	2
194	это есть	4	2
195	что если	4	2
196	что с	5	2
197	тот же	5	2
198	уже на	2	2
199	в своей	2	2
200	свое время	2	2
201	одним из	2	2
202	в ряде	2	2
203	никак не	3	2
204	но если	6	2
205	в свое	2	2
206	языковых форм	2	2
207	если в	3	2
208	к жизни	3	2
209	тем более	4	2
210	в состоянии	4	2
211	и тем	3	2
212	ее в	3	2
213	то и	2	2
214	мы говорим	2	2
215	он не	8	2
216	как я	3	2
217	все равно	2	2
218	устной речи	24	2
219	должны быть	2	2
220	на этот	4	2
221	не имеет	4	2
222	ни одного	2	2
223	в более	2	2
224	может иметь	2	2
225	как с	3	2
226	что я	2	2
227	этой точки	4	2
228	могли бы	6	2
229	заключается в	5	2
230	на примере	3	2
231	до конца	3	2
232	ничего не	5	2
233	связанная с	2	2
234	но в	6	2
