N	2gram	Losev_Prob_3	RusskieA
1	и в	44	29
2	что в	8	22
3	том что	12	22
4	в том	21	22
5	как бы	9	18
6	и другие	3	14
7	может быть	28	13
8	так как	9	13
9	как и	10	11
10	в этом	17	11
11	все это	5	10
12	и с	9	10
13	не только	14	10
14	о том	6	9
15	а в	5	9
16	но и	10	8
17	его в	3	8
18	мы видели	2	7
19	данном случае	7	7
20	как в	5	7
21	или в	4	7
22	с тем	5	6
23	мы не	7	6
24	этом случае	5	6
25	же в	3	6
26	еще не	5	6
27	для нас	16	6
28	вместе с	2	6
29	таким образом	9	6
30	при этом	4	6
31	в данном	9	6
32	мы имеем	2	6
33	потому что	25	5
34	это не	9	5
35	то что	23	5
36	и что	7	5
37	но не	3	5
38	с ней	5	5
39	для этого	6	5
40	и т	13	5
41	не может	7	5
42	т д	13	5
43	будто бы	3	5
44	но в	12	5
45	именно в	2	4
46	о чем	2	4
47	и все	3	4
48	уже не	7	4
49	по существу	2	4
50	так что	12	4
51	не в	13	4
52	из них	2	4
53	же как	3	4
54	а также	4	4
55	так же	5	4
56	то и	5	4
57	то же	13	4
58	у нас	10	4
59	а не	18	4
60	в таком	5	4
61	в которых	3	4
62	в виде	6	4
63	как это	2	4
64	тем что	4	3
65	и там	2	3
66	в этих	2	3
67	в качестве	3	3
68	и от	9	3
69	на первый	4	3
70	в ее	4	3
71	она не	3	3
72	что здесь	5	3
73	того что	8	3
74	было бы	8	3
75	и о	5	3
76	нас к	2	3
77	но если	6	3
78	в котором	2	3
79	с другими	3	3
80	не имеет	9	3
81	во всех	2	3
82	не будем	2	3
83	в природе	2	3
84	только тогда	2	3
85	а именно	8	3
86	в отличие	2	3
87	что для	3	3
88	все эти	7	3
89	и по	2	3
90	друг друга	2	3
91	или даже	5	3
92	как мы	8	3
93	и после	2	3
94	на новый	2	3
95	в этой	3	3
96	в таких	3	3
97	что это	3	3
98	отличие от	3	3
99	не менее	10	2
100	с этой	3	2
101	связи с	8	2
102	об этом	3	2
103	могут быть	2	2
104	никогда не	6	2
105	с другой	7	2
106	не столько	2	2
107	он есть	2	2
108	сразу же	2	2
109	ее и	2	2
110	это в	2	2
111	прежде всего	3	2
112	не был	2	2
113	не что	4	2
114	что и	9	2
115	нас не	5	2
116	это и	7	2
117	кроме того	3	2
118	и как	3	2
119	и при	2	2
120	у них	2	2
121	самом же	4	2
122	совсем не	2	2
123	то время	4	2
124	здесь в	3	2
125	не имели	2	2
126	для них	2	2
127	же деле	4	2
128	совершенно не	4	2
129	тем не	10	2
130	из этого	3	2
131	в виду	10	2
132	как оно	3	2
133	все же	6	2
134	в своей	5	2
135	вся эта	3	2
136	дело не	2	2
137	там и	3	2
138	природы и	2	2
139	что при	2	2
140	в их	2	2
141	а с	2	2
142	не было	5	2
143	с одной	2	2
144	на самом	7	2
145	этот вопрос	3	2
146	из которых	2	2
147	и для	2	2
148	можно было	4	2
149	воздействовать на	2	2
150	а к	2	2
151	жизнь и	2	2
152	и то	14	2
153	пока еще	2	2
154	с этим	2	2
155	и ее	3	2
156	что иное	4	2
157	в то	9	2
158	когда мы	15	2
159	в которой	2	2
160	есть в	3	2
161	иное как	4	2
