N	3gram	Voloshinov_1	Problemy
1	в то же	5	10
2	то же время	5	10
3	на самом деле	2	9
4	с самого начала	5	8
5	по отношению к	9	6
6	но в то	3	4
7	его отношение к	2	4
8	во всяком случае	3	4
9	и прежде всего	5	4
10	в высшей степени	2	3
11	не может быть	3	3
12	мы увидим что	4	2
13	не в силах	2	2
14	так и в	2	2
15	с точки зрения	10	2
16	в большинстве случаев	4	2
17	к тому чтобы	3	2
18	как мы уже	4	2
19	в ослабленной форме	2	2
20	сам по себе	2	2
21	мы можем сказать	2	2
22	можем сказать что	2	2
23	в том что	4	2
