N	2gram	Bakhtin_Pr_2	Problema
1	и в	43	44
2	вовсе не	5	37
3	и не	29	35
4	не есть	2	35
5	то есть	4	34
6	может быть	23	28
7	по себе	11	25
8	то что	7	23
9	в том	6	21
10	только в	4	19
11	а не	7	18
12	в этом	13	17
13	для нас	2	16
14	также и	3	16
15	сказать что	2	16
16	если мы	2	16
17	и даже	3	14
18	не только	11	14
19	и то	2	14
20	не в	11	13
21	и т	13	13
22	т д	4	13
23	то же	8	13
24	так что	5	12
25	той или	3	12
26	но в	10	12
27	том что	2	12
28	не менее	3	10
29	то это	2	10
30	но и	14	10
31	в виду	3	10
32	у нас	2	10
33	как и	14	10
34	тем не	2	10
35	так и	3	10
36	это не	3	9
37	в нем	12	9
38	и с	5	9
39	как бы	22	9
40	так как	4	9
41	что он	13	9
42	в то	7	9
43	никак не	5	9
44	в его	10	9
45	что и	3	9
46	во всяком	2	9
47	и это	4	9
48	таким образом	5	9
49	перед нами	7	8
50	сама по	4	8
51	что в	4	8
52	или иной	3	8
53	ни в	2	8
54	того что	2	8
55	но это	4	8
56	было бы	5	8
57	он не	9	8
58	что же	7	8
59	как раз	4	8
60	как мы	10	8
61	в себе	5	8
62	здесь не	6	8
63	с другой	4	7
64	не может	18	7
65	уже не	3	7
66	все эти	5	7
67	и что	5	7
68	с ним	3	7
69	указывает на	2	7
70	мы не	4	7
71	никогда не	9	6
72	для этого	2	6
73	в целом	2	6
74	и только	3	6
75	и к	3	6
76	о том	5	6
77	все же	3	6
78	мы можем	2	6
79	сам по	5	6
80	в виде	3	6
81	данное слово	2	5
82	в конце	2	5
83	да и	5	5
84	и сам	7	5
85	хотя и	5	5
86	другой стороны	3	5
87	все это	5	5
88	то и	2	5
89	в своем	4	5
90	а в	5	5
91	точки зрения	13	5
92	и здесь	3	5
93	в таком	2	5
94	еще не	9	5
95	за пределы	3	5
96	и о	2	5
97	в своей	4	5
98	как в	2	5
99	так же	2	5
100	только на	3	5
101	и его	8	5
102	этого слова	2	5
103	он сам	3	4
104	при этом	6	4
105	время как	2	4
106	совершенно не	4	4
107	и без	2	4
108	отличается от	2	4
109	же и	4	4
110	и является	2	4
111	раз и	2	4
112	то время	2	4
113	мы уже	3	4
114	это вовсе	2	4
115	на этот	4	4
116	или в	8	4
117	можно было	3	4
118	тем что	3	4
119	дело в	2	4
120	он является	2	3
121	уже в	2	3
122	что это	2	3
123	что у	2	3
124	прежде всего	10	3
125	на то	5	3
126	к тому	4	3
127	без всякого	2	3
128	ни было	2	3
129	себе а	2	3
130	и как	2	3
131	но все	2	3
132	с самим	8	3
133	для него	8	3
134	кроме того	3	3
135	в самом	7	3
136	на себе	2	3
137	значение в	2	3
138	отношения к	2	3
139	но эта	2	3
140	и очень	2	3
141	в которых	2	3
142	ни на	3	3
143	его в	3	3
144	конце концов	2	3
145	или как	4	3
146	с собой	4	3
147	если бы	3	3
148	что тут	2	3
149	об этом	2	3
150	но не	5	3
151	а то	2	3
152	здесь в	3	3
153	одно и	2	3
154	в художественном	3	3
155	себе как	2	3
156	она не	3	3
157	быть и	2	3
158	иной раз	2	3
159	и все	6	3
160	в той	5	3
161	самом деле	5	3
162	что такое	2	3
163	хотя бы	2	3
164	отличие от	4	3
165	этот вопрос	4	3
166	и ее	3	3
167	если же	4	3
168	слова и	12	3
169	есть в	3	3
170	том или	3	3
171	ничего не	3	3
172	не был	2	2
173	мы будем	3	2
174	в этих	6	2
175	в отношении	3	2
176	того же	3	2
177	самой этой	2	2
178	до сих	7	2
179	и нет	4	2
180	у тургенева	4	2
181	между собою	4	2
182	и следовательно	3	2
183	тем же	2	2
184	в котором	6	2
185	друг от	2	2
186	из них	2	2
187	для чего	2	2
188	и до	4	2
189	образом и	3	2
190	в их	3	2
191	с большим	2	2
192	друга и	2	2
193	в результате	4	2
194	с этим	2	2
195	он и	3	2
196	настоящее время	2	2
197	переходит в	2	2
198	бы в	5	2
199	в самой	4	2
200	а как	4	2
201	он есть	2	2
202	на одну	2	2
203	нельзя сказать	2	2
204	быть в	2	2
205	по существу	3	2
206	и при	2	2
207	по своему	2	2
208	есть и	3	2
209	с их	2	2
210	с теми	2	2
211	от друга	2	2
212	во всех	4	2
213	является предметом	2	2
214	в слове	5	2
215	в настоящее	2	2
216	для себя	2	2
217	и особенно	2	2
218	он только	2	2
219	себя в	3	2
220	когда он	3	2
221	в процессе	2	2
222	сих пор	7	2
223	к самому	3	2
224	слова как	3	2
225	в отличие	4	2
226	нами в	2	2
227	а с	2	2
228	и сами	2	2
229	героя в	3	2
230	и для	3	2
231	с точки	8	2
232	и всегда	2	2
233	почти всегда	2	2
234	мы и	2	2
235	могут быть	3	2
236	в другом	7	2
237	же не	4	2
