N	2gram	Losev_Dial_2	Problemy
1	и в	19	35
2	как бы	14	31
3	и не	30	27
4	что он	6	24
5	но в	2	19
6	не может	9	18
7	как и	10	18
8	в нем	10	16
9	то же	12	15
10	и все	12	15
11	но и	12	14
12	может быть	20	14
13	все это	4	14
14	в сущности	2	14
15	и его	5	14
16	в этом	8	14
17	к нему	4	13
18	что я	2	13
19	он не	4	13
20	прежде всего	8	12
21	и с	5	12
22	и к	7	12
23	в другом	4	12
24	в то	6	11
25	а я	2	10
26	не в	8	10
27	самом деле	4	10
28	же время	5	10
29	не только	19	10
30	то что	14	10
31	на самом	2	9
32	я не	6	8
33	самого начала	2	8
34	так и	10	8
35	с самого	2	8
36	потому что	14	8
37	мы уже	8	8
38	все же	4	8
39	как мы	3	8
40	я сам	2	7
41	так же	2	7
42	а в	4	7
43	точки зрения	12	7
44	с ним	4	7
45	вовсе не	13	7
46	еще не	4	7
47	себе и	3	7
48	что же	2	7
49	в виде	2	7
50	таким образом	4	7
51	что в	7	6
52	в каждом	2	6
53	к тому	2	6
54	но это	7	6
55	что они	6	6
56	и что	5	6
57	у меня	3	6
58	в самом	5	6
59	что у	2	6
60	в одном	4	6
61	но не	6	6
62	только в	5	6
63	в конце	2	5
64	в том	14	5
65	да и	6	5
66	так что	7	5
67	и даже	14	5
68	с ними	2	5
69	когда я	2	5
70	во время	2	5
71	его с	3	5
72	даже в	3	5
73	на него	2	5
74	как в	2	5
75	и то	7	5
76	в себе	15	5
77	и это	5	5
78	все время	3	4
79	никогда не	9	4
80	с другой	5	4
81	та же	4	4
82	в мире	2	4
83	но все	2	4
84	на его	2	4
85	же и	9	4
86	всяком случае	2	4
87	и вот	4	4
88	между тем	2	4
89	но он	4	4
90	той или	4	4
91	но как	5	4
92	его в	3	4
93	так как	14	4
94	сознания и	5	4
95	как раз	5	4
96	по себе	18	4
97	так чтобы	2	4
98	по своему	5	4
99	и делает	2	4
100	в своей	8	4
101	и прежде	2	4
102	в той	3	4
103	а не	16	4
104	что не	6	4
105	во всяком	2	4
106	тем что	2	4
107	как будто	7	4
108	что это	10	4
109	в чем	3	4
110	все его	3	4
111	же не	3	4
112	уже в	4	3
113	и от	3	3
114	это я	2	3
115	в общем	2	3
116	в виду	5	3
117	с ее	2	3
118	из них	3	3
119	другой стороны	4	3
120	в одной	4	3
121	все эти	2	3
122	это как	3	3
123	но только	3	3
124	того что	6	3
125	должно быть	7	3
126	это не	10	3
127	сказать что	10	3
128	нуждается в	3	3
129	говорить о	5	3
130	мы должны	2	3
131	или как	3	3
132	с тем	2	3
133	не как	2	3
134	с этим	3	3
135	в ее	4	3
136	это и	3	3
137	том что	10	3
138	время не	3	3
139	одно и	4	3
140	было бы	3	3
141	за пределы	4	3
142	во всех	2	3
143	не могу	6	3
144	сам не	2	3
145	что и	5	3
146	только что	5	3
147	так вот	2	3
148	уже не	3	3
149	ничего не	3	3
150	вы не	2	2
151	не менее	3	2
152	времени и	9	2
153	в душе	7	2
154	это уже	2	2
155	в этих	3	2
156	и внешнего	2	2
157	тому что	2	2
158	я уже	2	2
159	вопрос о	3	2
160	на всю	2	2
161	одна и	4	2
162	что на	2	2
163	ни в	10	2
164	без всякого	4	2
165	на этом	2	2
166	но что	7	2
167	что с	2	2
168	при этом	4	2
169	например в	2	2
170	чтобы все	3	2
171	оно должно	2	2
172	время как	7	2
173	понятно что	2	2
174	в своем	4	2
175	что оно	4	2
176	не просто	12	2
177	и тут	3	2
178	и по	4	2
179	есть только	4	2
180	их в	2	2
181	в ней	2	2
182	что тут	4	2
183	по своей	4	2
184	ни на	2	2
185	но ведь	2	2
186	о том	5	2
187	как он	4	2
188	нет ни	3	2
189	я и	2	2
190	мире и	2	2
191	всех этих	3	2
192	уже и	2	2
193	и та	6	2
194	будто бы	3	2
195	он есть	3	2
196	в жизни	2	2
197	не знаю	2	2
198	быть в	4	2
199	раз в	2	2
200	но я	3	2
201	и слова	3	2
202	конечно не	6	2
203	внутреннего и	2	2
204	себя в	2	2
205	вместе с	2	2
206	быть и	4	2
207	бы и	2	2
208	жизнь и	5	2
209	в голове	2	2
210	все равно	5	2
211	чтобы не	6	2
212	и как	10	2
213	хотя бы	4	2
214	с точки	8	2
215	в которой	2	2
216	или в	2	2
217	сам по	3	2
218	и вообще	6	2
219	много раз	3	2
220	это было	3	2
