N	2gram	Medvedev_F_2	Dialekti
1	не есть	3	47
2	т е	26	30
3	и не	20	30
4	может быть	23	20
5	и в	38	19
6	не только	9	19
7	по себе	7	18
8	и т	14	17
9	а не	6	16
10	т д	5	15
11	то что	6	14
12	и даже	4	14
13	в том	11	14
14	как бы	4	14
15	так как	4	14
16	потому что	2	14
17	вовсе не	11	13
18	но и	13	12
19	то же	6	12
20	не просто	2	12
21	точки зрения	8	12
22	и все	3	12
23	что это	3	10
24	ни в	2	10
25	как и	9	10
26	и как	3	10
27	в нем	13	10
28	так и	8	10
29	том что	2	10
30	это не	2	10
31	сказать что	2	10
32	времени и	2	9
33	никогда не	2	9
34	не может	14	9
35	же и	2	9
36	прежде всего	15	8
37	она не	2	8
38	с точки	7	8
39	не в	15	8
40	в этом	27	8
41	в своей	7	8
42	как это	2	7
43	но это	2	7
44	и к	4	7
45	совершенно не	4	7
46	что в	7	7
47	должно быть	2	7
48	и то	2	7
49	в поэзии	12	7
50	что он	5	6
51	что не	4	6
52	что они	4	6
53	отнюдь не	8	6
54	в то	5	6
55	но не	2	6
56	того что	3	6
57	и может	3	6
58	жизни и	3	6
59	должна быть	5	5
60	с другой	3	5
61	же время	5	5
62	и пр	21	5
63	в самом	16	5
64	что и	8	5
65	и это	2	5
66	а именно	2	5
67	как раз	6	5
68	и его	21	5
69	но как	2	5
70	говорить о	5	5
71	только в	6	5
72	от смысла	3	5
73	не то	3	5
74	и с	9	5
75	в виду	2	5
76	уже в	2	4
77	независимо от	4	4
78	та же	2	4
79	не могут	7	4
80	же это	2	4
81	как таковой	3	4
82	в ее	2	4
83	все же	8	4
84	при этом	9	4
85	к нему	3	4
86	он не	6	4
87	хотя бы	6	4
88	связи с	13	4
89	быть и	3	4
90	все это	3	4
91	другой стороны	4	4
92	в связи	10	4
93	и только	5	4
94	том смысле	3	4
95	таким образом	20	4
96	что оно	4	4
97	самом деле	8	4
98	и по	2	4
99	есть только	2	4
100	а в	6	4
101	в таком	2	4
102	в одной	2	4
103	могут быть	6	4
104	с ним	2	4
105	сам по	3	3
106	всех этих	3	3
107	и более	2	3
108	же как	3	3
109	все время	6	3
110	в этих	2	3
111	и от	2	3
112	с нею	2	3
113	была бы	3	3
114	как они	4	3
115	это время	2	3
116	а только	2	3
117	как мы	7	3
118	уже не	7	3
119	это и	5	3
120	в этой	6	3
121	кроме того	2	3
122	было бы	6	3
123	в целях	2	3
124	даже в	2	3
125	сами по	2	3
126	из них	4	3
127	и их	3	3
128	мы говорим	4	3
129	с этим	5	3
130	не было	6	3
131	в той	2	3
132	смысле что	2	3
133	от этого	3	3
134	они не	4	3
135	его с	3	3
136	его в	3	3
137	в чем	2	3
138	ничего не	4	3
139	это было	3	3
140	поэтическое произведение	3	2
141	смысла и	2	2
142	что же	5	2
143	самого начала	2	2
144	время и	3	2
145	в зависимости	3	2
146	следует что	3	2
147	в какой	3	2
148	перед нами	2	2
149	в конце	2	2
150	на самом	3	2
151	именно в	5	2
152	в тех	2	2
153	если мы	5	2
154	то это	3	2
155	к тому	4	2
156	что на	2	2
157	в широком	2	2
158	с самого	2	2
159	но все	3	2
160	из всего	3	2
161	зависимости от	3	2
162	в истории	6	2
163	не будет	2	2
164	с тем	11	2
165	очевидно что	2	2
166	и прежде	3	2
167	в каких	2	2
168	в общем	5	2
169	мы в	2	2
170	ни о	5	2
171	в сущности	4	2
172	в искусстве	2	2
173	не по	2	2
174	в ней	6	2
175	всяком случае	5	2
176	если в	3	2
177	во всех	5	2
178	в некоторых	4	2
179	ее в	2	2
180	разница между	2	2
181	в их	6	2
182	тому что	2	2
183	т п	9	2
184	смысл и	2	2
185	например в	3	2
186	как в	4	2
187	только и	3	2
188	тем же	3	2
189	тут дело	2	2
190	его не	2	2
191	или в	3	2
192	с ними	2	2
193	широком смысле	2	2
194	и совершенно	2	2
195	в результате	6	2
196	их в	2	2
197	между тем	2	2
198	не как	4	2
199	тем что	8	2
200	того или	4	2
201	во всяком	5	2
202	но ведь	3	2
203	все эти	6	2
204	к сожалению	2	2
205	ни на	2	2
206	в которой	2	2
207	и должно	5	2
208	в области	3	2
209	но в	4	2
210	вместе с	6	2
211	на этом	2	2
