N	2gram	Vygotskiy__4	Analitik
1	не только	7	22
2	и в	33	18
3	как и	5	14
4	так и	3	14
5	в этом	28	14
6	но и	3	13
7	и его	5	13
8	в частности	4	12
9	том что	22	12
10	и не	13	12
11	при этом	2	11
12	а в	4	10
13	как бы	25	10
14	то есть	13	10
15	может быть	22	9
16	со стороны	2	9
17	что в	21	9
18	а не	6	9
19	в том	21	9
20	с его	2	8
21	с другой	2	7
22	но не	3	7
23	в его	10	7
24	в русской	2	7
25	как раз	9	7
26	к тому	12	6
27	не в	2	6
28	в этой	9	6
29	он не	11	6
30	в их	2	6
31	о том	20	6
32	никогда не	5	5
33	не является	2	5
34	в конце	8	5
35	прежде всего	2	5
36	в самом	12	5
37	что и	3	5
38	в мире	3	5
39	другой стороны	2	5
40	в сущности	6	5
41	той же	4	5
42	в результате	2	5
43	мы имеем	2	5
44	представляет собой	2	5
45	перед нами	6	4
46	в своем	7	4
47	столь же	2	4
48	в одном	3	4
49	по себе	9	4
50	что он	20	4
51	можно сказать	2	4
52	и к	2	4
53	и как	5	4
54	себя в	4	4
55	в пределах	3	4
56	все же	5	4
57	принадлежит к	2	4
58	внимание на	2	4
59	таким образом	13	4
60	тем самым	3	4
61	и на	5	4
62	шекспира и	6	4
63	далеко не	3	4
64	героя и	2	4
65	уже в	2	3
66	из этих	2	3
67	к этому	4	3
68	в ее	2	3
69	тому же	3	3
70	о смерти	5	3
71	что они	6	3
72	было бы	12	3
73	же время	2	3
74	указывает на	3	3
75	только не	2	3
76	по поводу	4	3
77	с ее	3	3
78	не будет	4	3
79	как говорит	2	3
80	в целом	5	3
81	как в	3	3
82	все это	13	3
83	дело с	3	3
84	то же	9	3
85	не было	3	3
86	именно в	2	3
87	что не	4	3
88	его не	2	3
89	мы не	5	3
90	ничего не	2	3
91	с этим	5	3
92	точки зрения	6	3
93	что касается	2	3
94	говорить о	3	3
95	во всем	2	3
96	в то	3	3
97	жизнь и	4	3
98	его в	3	3
99	едва ли	2	3
100	как это	14	3
101	сама по	3	2
102	бы и	2	2
103	все эти	6	2
104	все они	2	2
105	в них	2	2
106	это не	6	2
107	и от	2	2
108	в жизни	4	2
109	в нем	7	2
110	и ее	2	2
111	в тех	2	2
112	о которых	2	2
113	да и	3	2
114	говорит о	4	2
115	который не	2	2
116	иметь дело	2	2
117	одна из	4	2
118	с тем	4	2
119	тех пор	2	2
120	одной стороны	3	2
121	это и	5	2
122	совершенно не	4	2
123	например в	3	2
124	могли бы	2	2
125	иначе говоря	2	2
126	и той	2	2
127	в ней	6	2
128	об этом	4	2
129	и потому	2	2
130	всяком случае	3	2
131	даже в	2	2
132	один из	2	2
133	нам кажется	2	2
134	то что	44	2
135	когда он	7	2
136	во всех	2	2
137	вместе с	8	2
138	что она	10	2
139	связь с	5	2
140	не может	10	2
141	на примере	2	2
142	с одной	3	2
143	не для	3	2
144	те же	2	2
145	одной и	2	2
146	и вот	6	2
147	сводится к	2	2
148	в той	3	2
149	самом деле	12	2
150	с точки	4	2
151	и он	3	2
152	и для	3	2
153	тому как	2	2
154	на пути	2	2
155	сказать что	13	2
156	во всяком	3	2
157	мы можем	5	2
158	тем что	3	2
159	в себе	6	2
160	и здесь	3	2
161	в искусстве	2	2
162	могла бы	4	2
163	что мы	6	2
164	только в	4	2
165	этого слова	3	2
166	и все	12	2
167	когда мы	6	2
168	но в	2	2
