N	2gram	Bakhtin_Pr_1	Marksizm
1	может быть	21	28
2	и в	23	19
3	как бы	28	19
4	и не	34	19
5	не может	11	18
6	в процессе	4	18
7	точки зрения	21	17
8	то же	10	16
9	и его	13	16
10	как мы	5	15
11	в этом	25	15
12	таким образом	11	14
13	лишь в	3	14
14	в сущности	5	14
15	так сказать	3	14
16	не только	13	13
17	с точки	15	13
18	в нем	20	11
19	если бы	10	11
20	вовсе не	8	11
21	не в	6	10
22	в пределах	9	10
23	но и	11	10
24	том что	9	10
25	так и	10	10
26	и т.п	3	10
27	для него	15	9
28	при этом	3	9
29	в основе	5	9
30	как целое	2	9
31	как и	8	9
32	самом деле	5	9
33	а не	20	9
34	же время	7	8
35	по отношению	11	8
36	в то	10	8
37	с его	6	8
38	отношению к	11	8
39	только в	8	8
40	никогда не	5	7
41	в том	11	7
42	его в	4	7
43	но в	4	7
44	прежде всего	7	7
45	одна из	2	7
46	на самом	4	7
47	и для	3	7
48	в смысле	2	6
49	ни в	3	6
50	и как	8	6
51	того чтобы	4	6
52	в самом	8	6
53	ни было	4	6
54	и все	3	6
55	между тем	5	6
56	более того	3	6
57	мы уже	2	6
58	во всех	5	6
59	для того	2	6
60	хотя бы	2	6
61	самого начала	3	5
62	то ни	3	5
63	в большинстве	2	5
64	является не	3	5
65	к нему	3	5
66	в форме	6	5
67	в их	3	5
68	так же	6	5
69	и на	10	5
70	и здесь	3	5
71	большинстве случаев	2	5
72	лишь на	2	5
73	к другому	2	5
74	к этому	2	5
75	в его	24	5
76	этого слова	2	5
77	все же	5	5
78	в той	6	5
79	с самого	2	5
80	в данном	2	5
81	выражение в	4	5
82	отношении к	2	5
83	должна быть	2	4
84	тому что	2	4
85	в отношении	2	4
86	это не	10	4
87	является лишь	4	4
88	то что	18	4
89	и тем	2	4
90	бы то	3	4
91	и их	2	4
92	того что	2	4
93	сказать что	5	4
94	бы в	3	4
95	а как	6	4
96	в единстве	7	4
97	как раз	4	4
98	из одного	4	4
99	что он	10	4
100	было бы	6	4
101	в основном	2	4
102	для себя	2	4
103	в себе	5	4
104	ничего не	6	4
105	перед нами	4	3
106	в этих	2	3
107	с другой	2	3
108	для понимания	3	3
109	да и	2	3
110	здесь мы	2	3
111	в этой	4	3
112	за пределы	6	3
113	со всею	3	3
114	в котором	2	3
115	какой бы	2	3
116	исходит из	3	3
117	а в	7	3
118	все эти	8	3
119	для других	2	3
120	не было	3	3
121	в истории	2	3
122	о том	2	3
123	так как	7	3
124	слово в	2	3
125	сознания и	3	3
126	для его	3	3
127	не как	12	3
128	по себе	7	3
129	до сих	2	3
130	еще не	5	3
131	он не	4	3
132	что и	5	3
133	в своей	11	3
134	мысли и	2	3
135	в отличие	2	3
136	на материале	3	3
137	в чужую	2	3
138	менее всего	4	3
139	той же	6	3
140	с другими	7	3
141	во всяком	4	3
142	и это	5	3
143	отличие от	2	3
144	сих пор	2	3
145	уже в	5	2
146	что в	8	2
147	точку зрения	4	2
148	в одной	4	2
149	вопрос о	4	2
150	его к	4	2
151	является для	2	2
152	следовательно и	2	2
153	лишь как	5	2
154	из всего	2	2
155	до конца	5	2
156	и у	4	2
157	одним из	8	2
158	и самого	4	2
159	всяком случае	3	2
160	в зависимости	3	2
161	жизни и	6	2
162	себя самого	4	2
163	в своем	8	2
164	отношения к	2	2
165	именно в	6	2
166	они не	3	2
167	и даже	3	2
168	друг друга	3	2
169	как на	2	2
170	рядом с	13	2
171	конечно и	4	2
172	но для	2	2
173	и с	4	2
174	по крайней	2	2
175	он и	5	2
176	но как	3	2
177	все то	4	2
178	то есть	24	2
179	или как	5	2
180	но они	4	2
181	у него	6	2
182	поэтому в	2	2
183	они уже	3	2
184	в жизни	6	2
185	зависимости от	3	2
186	но не	8	2
187	ведь это	2	2
188	и о	3	2
189	и потому	3	2
190	крайней мере	2	2
191	себя в	3	2
192	приводит к	3	2
193	не на	3	2
194	на языке	2	2
195	между ними	2	2
196	мы не	2	2
197	тем что	3	2
198	если же	2	2
199	там где	6	2
200	только с	2	2
201	вместе с	2	2
