N	2gram	Losev_Vlad_3	Hudozhes
1	том что	18	16
2	и в	40	14
3	так и	6	13
4	а не	8	12
5	в том	18	12
6	не только	25	12
7	при этом	3	12
8	о том	11	12
9	прежде всего	10	11
10	в этом	16	11
11	в себе	9	11
12	для него	8	10
13	в своей	9	10
14	у него	24	9
15	что он	5	9
16	как и	7	9
17	в качестве	3	9
18	то же	4	9
19	то что	28	8
20	же время	2	8
21	в этой	8	8
22	в то	7	8
23	в его	14	8
24	ничего не	5	8
25	это не	3	7
26	к тому	7	7
27	уже не	9	7
28	не в	3	7
29	еще не	4	7
30	как бы	3	7
31	не может	14	7
32	именно в	3	7
33	а в	7	7
34	никогда не	11	6
35	что в	17	6
36	было бы	4	6
37	не менее	9	5
38	перед нами	3	5
39	с его	2	5
40	в этих	2	5
41	об этом	6	5
42	может быть	8	5
43	только в	13	5
44	но и	18	5
45	по мнению	4	5
46	друг друга	2	5
47	и его	10	5
48	можно было	5	5
49	потому что	11	5
50	ни в	10	5
51	точки зрения	13	5
52	но в	4	5
53	связи с	2	4
54	тому что	4	4
55	в своем	8	4
56	и от	6	4
57	и все	4	4
58	бытия и	2	4
59	в духе	3	4
60	на то	4	4
61	и к	2	4
62	а только	7	4
63	тем не	10	4
64	то в	6	4
65	она не	2	4
66	несмотря на	7	4
67	мы уже	5	4
68	в самом	4	4
69	и о	4	4
70	он уже	2	4
71	в ней	5	4
72	что она	2	4
73	в я	3	4
74	из них	2	4
75	как раз	10	4
76	не было	5	4
77	того что	7	4
78	только что	2	4
79	он не	8	4
80	по своей	2	4
81	в конце	12	4
82	и это	6	4
83	и с	9	4
84	но не	4	3
85	если бы	3	3
86	отнюдь не	5	3
87	с этим	2	3
88	же в	3	3
89	в мире	2	3
90	как мы	8	3
91	такого рода	4	3
92	не имеют	2	3
93	по преимуществу	2	3
94	еще в	5	3
95	даже в	4	3
96	для себя	5	3
97	в нем	3	3
98	все же	4	3
99	со стороны	2	3
100	то и	2	3
101	в связи	3	3
102	и для	3	3
103	этом отношении	2	3
104	все эти	5	3
105	того чтобы	3	3
106	и даже	6	3
107	к этой	2	3
108	с точки	6	3
109	и по	2	3
110	в таком	3	3
111	в своих	7	3
112	или не	3	3
113	тем что	5	3
114	однако и	4	3
115	такой же	4	3
116	и на	6	3
117	его в	2	3
118	а также	8	3
119	едва ли	11	3
120	ни к	2	2
121	тех кто	3	2
122	так или	2	2
123	не столько	3	2
124	и так	2	2
125	и потому	10	2
126	вопрос о	4	2
127	по себе	6	2
128	что на	2	2
129	к своему	2	2
130	не нужно	2	2
131	мы знаем	3	2
132	да и	6	2
133	так что	14	2
134	в другом	2	2
135	же как	3	2
136	и что	8	2
137	л м	11	2
138	а то	2	2
139	в целом	2	2
140	до конца	4	2
141	одной из	2	2
142	себе и	2	2
143	только на	5	2
144	в начале	2	2
145	никак не	4	2
146	хотя и	7	2
147	на него	2	2
148	что же	9	2
149	но еще	2	2
150	в их	2	2
151	о двух	2	2
152	а и	2	2
153	а с	4	2
154	и не	25	2
155	но с	2	2
156	на самом	3	2
157	же касается	5	2
158	там же	7	2
159	не имеет	4	2
160	бы на	2	2
161	должно быть	5	2
162	в это	2	2
163	или иначе	2	2
164	в изображении	2	2
165	с этой	2	2
166	в результате	4	2
167	не о	2	2
168	еще раз	2	2
169	нет ничего	2	2
170	но как	2	2
171	здесь не	3	2
172	заметить что	2	2
173	мы не	2	2
