N	2gram	Propp_Isto_3	DiskursI
1	в качестве	2	34
2	не только	14	28
3	в том	9	23
4	а не	6	22
5	том что	8	19
6	может быть	11	17
7	представляет собой	3	17
8	и в	22	16
9	как и	3	16
10	в этом	17	15
11	еще не	10	14
12	но и	12	14
13	при этом	2	13
14	прежде всего	3	11
15	но не	7	11
16	и не	12	11
17	с другой	7	10
18	как в	2	10
19	далеко не	3	10
20	в частности	5	9
21	состоит в	3	9
22	в нем	9	9
23	отношению к	2	9
24	одной стороны	2	9
25	по отношению	2	9
26	не может	4	9
27	с одной	2	9
28	а также	2	8
29	так и	2	8
30	о том	3	8
31	но в	10	8
32	в его	3	7
33	со стороны	3	7
34	то же	6	7
35	не было	2	7
36	роль в	2	7
37	только в	4	7
38	не в	4	7
39	в своем	2	6
40	и как	3	6
41	к тому	3	5
42	можно сказать	2	5
43	тому же	2	5
44	в силу	2	5
45	в котором	2	5
46	то что	7	5
47	а в	6	5
48	и на	4	5
49	в данном	4	5
50	что в	15	4
51	в сторону	2	4
52	в них	6	4
53	и к	3	4
54	что он	9	4
55	уже не	7	4
56	в целом	3	4
57	связи с	6	4
58	на его	3	4
59	и о	2	4
60	отношение к	4	4
61	в особенности	2	4
62	что не	2	4
63	в которых	2	4
64	потому что	3	4
65	между тем	2	4
66	могут быть	5	4
67	как правило	2	4
68	в сказке	50	3
69	это не	6	3
70	в одной	3	3
71	что и	9	3
72	они и	3	3
73	имеет свою	3	3
74	в свою	4	3
75	с этим	8	3
76	сказки о	2	3
77	один из	5	3
78	не с	2	3
79	на смену	4	3
80	все же	5	3
81	из них	7	3
82	таким образом	10	3
83	того что	5	3
84	другой стороны	7	3
85	и даже	2	3
86	и сказка	2	3
87	сказать что	3	3
88	тем что	4	3
89	точки зрения	2	3
90	в то	2	3
91	и потому	2	3
92	но они	2	2
93	говорит и	2	2
94	не менее	5	2
95	и есть	2	2
96	никогда не	3	2
97	представления о	2	2
98	и все	3	2
99	в особом	2	2
100	в одном	2	2
101	одного из	2	2
102	к этому	7	2
103	не всегда	4	2
104	однако это	3	2
105	стороны и	3	2
106	в тех	2	2
107	в пределах	4	2
108	на этом	4	2
109	более поздних	2	2
110	одним из	4	2
111	никого не	3	2
112	хотя и	2	2
113	и др	2	2
114	например в	2	2
115	на том	3	2
116	данном случае	3	2
117	целый ряд	3	2
118	дело с	2	2
119	и было	2	2
120	в сказках	9	2
121	как мы	8	2
122	и что	2	2
123	и герой	2	2
124	и он	2	2
125	и его	4	2
126	или в	11	2
127	во всяком	2	2
128	мы имеем	19	2
129	на себя	2	2
130	и ее	3	2
131	в другом	2	2
132	в этой	5	2
133	они не	4	2
134	особого рода	3	2
